"ARI" "" "" "" ""
"result.1" 0.989978872074213 7 -8098283.91172029 -99262.2267423262 16558251.4151807
"result.2" 0.987091057231697 7 -8151608.44705058 -99372.1155011444 16665120.2633589
"result.3" 0.989679687751419 7 -8138278.84965418 -99426.275766677 16638569.3890972
"result.4" 0.984205479278805 7 -8136908.11847469 -99019.4433476952 16635014.2619002
"result.5" 0.988731180100839 7 -8132357.77369581 -99495.8563130954 16626866.3982733
"result.6" 0.993363532562531 7 -8129416.06844912 -99131.5345858582 16620254.3443254
"result.7" 0.988244750480994 7 -8102447.70332672 -99417.6236222076 16566889.7921533
"result.8" 0.9963107436739 7 -8160376.26916385 -99462.3350816514 16682836.3467465
"result.9" 0.994194849798287 7 -8091178.59664282 -99001.0509854502 16543518.433512
"result.10" 0.991473152492722 7 -8132853.41379393 -99340.4621076839 16627546.8900587
"result.11" 0.992657319473383 7 -8163708.40179797 -99086.295092003 16688748.5320354
"result.12" 0.98843877282912 7 -8116010.96254249 -99478.7851747992 16594138.63369
"result.13" 0.993970352745072 7 -8119602.04471996 -99213.7442852506 16600790.7162659
"result.14" 0.991489840655571 7 -8143728.38534892 -99284.4602641802 16649184.8294817
"result.15" 0.98999456471685 7 -8122888.42395413 -99311.8650686535 16607559.716301
"result.16" 0.98830143764177 7 -8103476.70586939 -99397.0364428014 16568906.6228798
"result.17" 0.994834435905769 7 -8110504.03315604 -99109.0392903067 16582385.2831481
"result.18" 0.989634674213765 7 -8105490.40368268 -99158.7051405354 16572457.3559019
"result.19" 0.989861272730068 7 -8093837.194208 -99269.9270577303 16549373.3807869
"result.20" 0.990939765224391 7 -8130392.29749442 -99275.2166187334 16622494.1664818
"result.21" 0.990069504774827 7 -8190816.36013488 -99522.8924529692 16743837.6434312
"result.22" 0.989938543713293 7 -8139976.25813337 -99248.5518319173 16641608.758186
"result.23" 0.993486116754885 7 -8125498.4992311 -99073.5192366328 16612303.1751909
"result.24" 0.998801499689183 7 -8109146.57284929 -99321.626646278 16580095.5372466
"result.25" 0.990472388322589 7 -8101044.42527569 -99085.3383773839 16563418.6655616
"result.26" 0.990522078510526 7 -8120932.22650895 -99039.9781516821 16603103.5475767
"result.27" 0.989136511738486 7 -8093337.64564218 -99306.0290852738 16548446.4877104
"result.28" 0.990624204238889 7 -8075709.09278127 -99381.4248354911 16513340.173489
"result.29" 0.994097235581636 7 -8129928.54022934 -99467.4372250526 16621951.0931642
"result.30" 0.987924587830716 7 -8091460.29028329 -99043.5870699873 16544166.892962
"result.31" 0.991479989114444 7 -8148568.70747436 -99416.8097236407 16659130.1726515
"result.32" 0.990068666971593 7 -8123072.65317513 -99081.2044493322 16607466.8535044
"result.33" 0.992239339787918 7 -8097631.61668574 -99242.2420968444 16556906.8558206
"result.34" 0.991637692600806 7 -8133550.33622515 -99109.0239233856 16628477.8585525
"result.35" 0.992154813446167 7 -8111557.05131625 -99264.6137494064 16584802.4683868
"result.36" 0.995673147399343 7 -8105990.56255228 -99399.4576978702 16573939.1787558
"result.37" 0.993582479055135 7 -8147764.14250334 -99273.1664944918 16657233.7562511
"result.38" 0.996784141723333 7 -8113484.6859427 -98987.0559157729 16588102.6219724
"result.39" 0.992722407584366 7 -8095294.86848903 -99289.2067152931 16552327.2886641
"result.40" 0.991223609012204 7 -8148183.79972353 -99294.4973550679 16658115.7324127
"result.41" 0.99695286378072 7 -8133629.88370584 -98985.9476342768 16628390.8009357
"result.42" 0.988875827911077 7 -8174373.98534364 -99460.5891502445 16710828.2872432
"result.43" 0.99382505651029 7 -8110663.40469651 -99275.130990064 16583036.2096286
"result.44" 0.990202612211065 7 -8095163.48066504 -99228.0863789484 16551942.2723434
"result.45" 0.990635229669809 7 -8110389.79610721 -99151.7053476313 16582242.1411652
"result.46" 0.985075922442847 7 -8108682.4014857 -99360.2272744141 16579244.3957757
"result.47" 0.990398756582293 7 -8099069.52633192 -99320.0199798679 16559938.230879
"result.48" 0.984767429297077 7 -8102899.49913451 -99496.7933467273 16567951.7232179
"result.49" 0.990279477444855 7 -8097582.99844756 -99304.8665221829 16556934.8681949
"result.50" 0.99038023178946 7 -8105744.11671713 -99068.98818251 16572785.3480547
