"","BNPMFA","BayesSpace","SCMEB","DRSC","Louvain","SpaGCN","BASS","STAGATE","GraphST","ADEPT","BANKSY"
"BZ5",0.766832169835064,0.214386233496944,0.185877944491545,0.299337543351496,0.214386233496944,0.251366196356162,0.879756964300209,0.712836671976302,0.463912656334258,0.47281775566237,0.718222213879409
"BZ14",0.819675879834995,0.180541248662737,0.222885728938393,0.346864398924304,0.180541248662737,0.228575698112275,0.781603483422518,0.658404822743204,0.413807803758874,0.664196722344912,0.684035086485749
"BZ9",0.64503928855358,0.194573459652675,0.209856090808114,0.309444636793014,0.194573459652675,0.255711114989969,0.563679431504587,0.47247426709424,0.326956691015749,0.458690952503724,0.533220370047824
