"","BNPMFA","BayesSpace","SCMEB","DRSC","Louvain","SpaGCN","BASS","STAGATE","GraphST","ADEPT","BANKSY"
"BZ5",0.715576213239389,0.246387297039131,0.22990424594078,0.309474866469392,0.246387297039131,0.2749164706251,0.810793499234517,0.643316851383651,0.474486709630839,0.483902438391515,0.753404385039202
"BZ14",0.744146632847862,0.192246322555731,0.216122417888968,0.300954472310371,0.192246322555731,0.209621188401026,0.68232737431752,0.562343365163125,0.397492564744157,0.566332831371882,0.625888387503291
"BZ9",0.589308903328072,0.20708761384463,0.205436503270374,0.323125988355677,0.20708761384463,0.285914169699474,0.512429126817487,0.446803073068767,0.355770020673478,0.470698677484583,0.618995230878193
