"ARI" "" "" "" "elapsed"
"result.1" 0.9601055888642 0.897938033547965 0.898223482234697 4 25.496
"result.2" 0.958550918477685 0.890275624972385 0.89058249145862 4 25.3
"result.3" 0.960590498998176 0.895082973508614 0.895376403833412 4 26.032
"result.4" 0.970756053645637 0.943019811490611 0.943233171203067 5 25.539
"result.5" 0.94943322922588 0.88997866064068 0.890286345016013 4 25.415
"result.6" 0.958794946034344 0.892062400363571 0.892364275651542 4 22.312
"result.7" 0.950350766749693 0.885991866549047 0.886310705450414 4 25.079
"result.8" 0.979997495226918 0.960827549181122 0.960973565100293 5 24.855
"result.9" 0.98403793146014 0.969130454138154 0.969245411362082 5 23.67
"result.10" 0.966108932425131 0.909425934157746 0.909679253566256 4 24.21
"result.11" 0.959420121412301 0.892100566156767 0.892402339726591 4 23.403
"result.12" 0.992443248655098 0.976900543003091 0.976987040082187 5 25.057
"result.13" 0.948042099325276 0.879733890452246 0.880070259882773 4 24.982
"result.14" 0.95184253453719 0.879535976958753 0.879872885846875 4 24.548
"result.15" 0.957588704984832 0.887019198690667 0.887335181744004 4 25.0650000000001
"result.16" 0.98097163383386 0.96542089154273 0.965550086116359 5 25.068
"result.17" 0.95128620158496 0.881589009781682 0.881920187947162 4 25.3
"result.18" 0.959605480376499 0.895285349751245 0.895578217041686 4 24.029
"result.19" 0.959888952926682 0.896413912163324 0.896703617458785 4 24.439
"result.20" 0.979163630284112 0.957813386014471 0.957971162138766 5 25.143
"result.21" 0.957974179836896 0.893249794589128 0.893548357537726 4 24.194
"result.22" 0.957239098694953 0.889528939471147 0.889837922483906 4 23.771
"result.23" 0.952810590938834 0.867734004295444 0.868103930856615 4 23.357
"result.24" 0.983314864922222 0.9660757978611 0.966202273770474 5 24.972
"result.25" 0.964118600518139 0.899742320715439 0.900022721765063 4 22.912
"result.26" 0.984607826930937 0.974871703803354 0.974965789497959 5 24.278
"result.27" 0.958192954467288 0.891470854734027 0.891774400960724 4 24.3870000000001
"result.28" 0.962057714255998 0.898356999062125 0.898641285942017 4 25.629
"result.29" 0.961975324658745 0.895692492556237 0.895984225846187 4 24.394
"result.30" 0.960028519450152 0.889891599395617 0.890199553359756 4 24.276
"result.31" 0.9637423744788 0.904850772556846 0.905116876658779 4 25.748
"result.32" 0.957684702191811 0.882664481736054 0.882992659442003 4 22.6950000000001
"result.33" 0.955175346011542 0.884821852894901 0.885143975311706 4 23.8389999999999
"result.34" 0.962633223271401 0.895130265660105 0.895423568599757 4 25.546
"result.35" 0.961026031494685 0.901458746408015 0.901734349510113 4 23.931
"result.36" 0.988902681192894 0.979797341035517 0.979872929237838 5 24.4059999999999
"result.37" 0.964933633164962 0.900804568578795 0.901082003645773 4 24.814
"result.38" 0.953410905667029 0.885531242321344 0.885851393019986 4 23.649
"result.39" 0.959052685505526 0.90013471582356 0.900414005358997 4 23.145
"result.40" 0.955451671928949 0.890677761581008 0.89098350595827 4 25.1099999999999
"result.41" 0.948004300345665 0.873599235629242 0.873952758404548 4 24.626
"result.42" 0.967110154895156 0.908781108511417 0.909036234210663 4 25.884
"result.43" 0.997137991620049 0.988260011993094 0.98830394461503 5 23.7529999999999
"result.44" 0.992445838639221 0.982178393717695 0.98224512296353 5 24.6569999999999
"result.45" 0.987310180160755 0.975758810551793 0.975849582747104 5 23.2560000000001
"result.46" 0.950353208230862 0.879656319293358 0.879992908808388 4 23.549
"result.47" 0.984471351431947 0.966181662885285 0.966308219933957 5 24.7540000000001
"result.48" 0.953841748213941 0.877423718967547 0.877766541304305 4 25.8440000000001
"result.49" 0.950895613763029 0.886278074070383 0.886596125628415 4 24.0929999999998
"result.50" 0.964024564173855 0.903805252711793 0.904074287308149 4 24.3490000000002
