"ARI" ""
"result.1" 0.991628085006698 7
"result.2" 0.990192327885246 7
"result.3" 0.989772546429765 7
"result.4" 0.983562471012186 7
"result.5" 0.991190111483816 7
"result.6" 0.987723721956786 7
"result.7" 0.988800555231936 7
"result.8" 0.99378024355717 7
"result.9" 0.991192642577404 7
"result.10" 0.994928520833811 7
"result.11" 0.991815441233042 7
"result.12" 0.987278435153309 7
"result.13" 0.992559875625645 7
"result.14" 0.989327112257154 7
"result.15" 0.988451511022838 7
"result.16" 0.988748484574044 7
"result.17" 0.99424522227339 7
"result.18" 0.987033497171478 7
"result.19" 0.989861272730068 7
"result.20" 0.990939765224391 7
"result.21" 0.994072090233095 7
"result.22" 0.986887578793103 7
"result.23" 0.993745261549149 7
"result.24" 0.999148336841964 7
"result.25" 0.990095394047061 7
"result.26" 0.993971051734364 7
"result.27" 0.991971838777547 7
"result.28" 0.992535523708074 7
"result.29" 0.986174238507623 7
"result.30" 0.989567447518648 7
"result.31" 0.992528096699224 7
"result.32" 0.992663541531133 7
"result.33" 0.98938283520239 7
"result.34" 0.992455516738501 7
"result.35" 0.993596450250389 7
"result.36" 0.992972171535972 7
"result.37" 0.997380419344122 7
"result.38" 0.992889390431515 7
"result.39" 0.991072046279234 7
"result.40" 0.992807768959555 7
"result.41" 0.992597262321579 7
"result.42" 0.987142000232976 7
"result.43" 0.996365727576458 7
"result.44" 0.990166039212385 7
"result.45" 0.991506056034754 7
"result.46" 0.983407495826336 7
"result.47" 0.988989909072458 7
"result.48" 0.980707369321709 7
"result.49" 0.990293796194626 7
"result.50" 0.993343357415459 7
