"ARI" "" "" "" "elapsed"
"result.1" 0.570838934988037 0.42190149320915 0.422438530305788 2 56.211
"result.2" 0.373027770367128 0.366490657109928 0.367080281461565 2 54.272
"result.3" 0 0 0 1 53.714
"result.4" 0.578947619530507 0.431186366611418 0.431714706683172 2 53.946
"result.5" 0 0 0 1 62.005
"result.6" 0.557212643057415 0.427944613539381 0.428476013826337 2 66.36
"result.7" 0.366026681171391 0.351756582824105 0.352359954652755 2 58.219
"result.8" 0.831055128329768 0.684803188974859 0.685389685077775 3 62.33
"result.9" 0.597398133109255 0.457497955790025 0.458001858026704 2 62.903
"result.10" 0.523883638587368 0.404398296564467 0.404951526323309 2 62.2199999999999
"result.11" 0.590333679595677 0.439559990582499 0.440080575599821 2 60.986
"result.12" 0.787615685906274 0.647526554694264 0.648182981035548 3 56.2030000000001
"result.13" 0 0 0 1 59.7869999999999
"result.14" 0 0 0 1 63.2670000000001
"result.15" 0.361757956226093 0.330567589602677 0.331190619610067 2 63.148
"result.16" 0 0 0 1 54.6880000000001
"result.17" 0.582923325748981 0.444902411234846 0.445418013053292 2 54.5680000000001
"result.18" 0.576107352490721 0.446039738637387 0.446554284020198 2 53.3340000000001
"result.19" 0.54109818573257 0.418594746524821 0.419134787487808 2 52.5540000000001
"result.20" 0.38343251295411 0.371575586172817 0.372160470880436 2 53.2380000000001
"result.21" 0 0 0 1 53.3099999999999
"result.22" 0.571258507881254 0.44602683968315 0.446541398815698 2 51.711
"result.23" 0.846334767208143 0.696048348705823 0.696613912127662 3 54.5020000000002
"result.24" 0.842242961518072 0.705423552287121 0.705971691030894 3 53.992
"result.25" 0.546871046279987 0.427278329228552 0.427810305126683 2 53.5060000000001
"result.26" 0.802983531572688 0.630797755489354 0.631484732126686 3 53.8630000000001
"result.27" 0.430613580156091 0.336116487647293 0.336733675076306 2 52.7450000000001
"result.28" 0 0 0 1 63.0840000000001
"result.29" 0 0 0 1 58.8300000000002
"result.30" 0.79497001680216 0.631552367074404 0.632238343755312 3 65.2449999999999
