"ARI" "" "" "" "" "" ""
"result.1" 0 0 0 1 -8123406.33193469 -100767.665251706 16611064.4670938
"result.2" 0 0 0 1 -8113966.54341273 -100742.293459727 16592134.1464659
"result.3" 0 0 0 1 -8109068.7459006 -100743.142312454 16582340.2491471
"result.4" 0 0 0 1 -8073249.62418719 -100515.586356373 16510246.8938081
"result.5" 0 0 0 1 -8113633.40794623 -100836.988432323 16591657.2654781
"result.6" 0 0 0 1 -8113640.49317916 -100638.849063162 16591275.1572056
"result.7" 0 0 0 1 -8106030.55205978 -100443.131003924 16575663.8388484
"result.8" 0 0 0 1 -8082346.19848972 -100862.981249236 16529134.8321989
"result.9" 0 0 0 1 -8150377.93773278 -100815.26400403 16665102.8761946
"result.10" 0 0 0 1 -8147426.60385385 -100670.610228357 16658910.9008854
"result.11" 0 0 0 1 -8116145.94216373 -100409.041658071 16595826.4403646
"result.12" 0 0 0 1 -8093905.48964222 -100279.743273508 16551086.9385524
"result.13" 0 0 0 1 -8113137.27433074 -100703.889492884 16590398.8003682
"result.14" 0 0 0 1 -8145298.97712195 -100637.60884273 16654589.6446503
"result.15" 0 0 0 1 -8060564.67006989 -100863.172859289 16485572.1585793
"result.16" 0 0 0 1 -8141191.8145268 -100732.739019916 16646565.5798144
"result.17" 0 0 0 1 -8111949.45850606 -100551.522591045 16587718.4349152
"result.18" 0 0 0 1 -8131845.42156877 -100648.204643411 16627703.7251453
"result.19" 0 0 0 1 -8090676.27451186 -100385.415180477 16544839.8521056
"result.20" 0 0 0 1 -8152378.51422918 -100427.114167474 16668327.7295143
"result.21" 0 0 0 1 -8079850.50531447 -100652.621876619 16523722.7271032
"result.22" 0 0 0 1 -8127161.71544447 -100602.820894855 16618245.5453996
"result.23" 0 0 0 1 -8095007.28180708 -100674.748992294 16554080.5343197
"result.24" 0 0 0 1 -8155898.77700014 -100466.200493874 16675446.427709
"result.25" 0 0 0 1 -8125452.01785707 -100526.736897157 16614673.9822294
"result.26" 0 0 0 1 -8116692.05009889 -100410.50479873 16596921.5825162
"result.27" 0 0 0 1 -8124478.40921492 -100518.569224292 16612710.4295994
"result.28" 0 0 0 1 -8139742.19824163 -100389.483153435 16642979.8355111
"result.29" 0 0 0 1 -8134183.70036596 -100623.277947289 16632330.4293475
"result.30" 0 0 0 1 -8142227.84780952 -100604.05097258 16648380.2702852
