"ARI" "" "" "" "" "" ""
"result.1" 0 0 0 1 -8123463.194378 -100668.597481584 16610980.0564401
"result.2" 0 0 0 1 -8114021.12970833 -100573.279471797 16591905.2910812
"result.3" 0 0 0 1 -8109095.79978053 -100677.164635301 16582262.4015526
"result.4" 0 0 0 1 -8073317.83824183 -100520.696765074 16510393.5427348
"result.5" 0 0 0 1 -8113684.03440285 -100834.418828593 16591753.3791838
"result.6" 0 0 0 1 -8113677.29615468 -100483.245961334 16591037.556953
"result.7" 0 0 0 1 -8106078.01723922 -100451.641863991 16575775.7909274
"result.8" 0 0 0 1 -8082439.81797812 -100835.973139686 16529268.0549566
"result.9" 0 0 0 1 -8150378.04279734 -100747.585380128 16664967.7290759
"result.10" 0 0 0 1 -8147566.97395466 -100730.305966843 16659311.032564
"result.11" 0 0 0 1 -8116146.26939115 -100523.213582199 16596055.4386677
"result.12" 0 0 0 1 -8093923.49558389 -100537.297191894 16551638.0582725
"result.13" 0 0 0 1 -8113216.95316229 -100766.971103901 16590684.3212533
"result.14" 0 0 0 1 -8145299.13741793 -100417.643637289 16654150.0348314
"result.15" 0 0 0 1 -8060601.96025363 -100692.12113697 16485304.6355022
"result.16" 0 0 0 1 -8141231.47337933 -100568.083487863 16646315.5864554
"result.17" 0 0 0 1 -8111962.19953557 -100505.151523696 16587651.1748395
"result.18" 0 0 0 1 -8131936.69790497 -100583.419504981 16627756.7075409
"result.19" 0 0 0 1 -8090676.66694239 -100387.567647507 16544844.9419007
"result.20" 0 0 0 1 -8152377.9052726 -100525.036841666 16668522.3569495
"result.21" 0 0 0 1 -8079850.55982063 -100667.773020703 16523753.1384036
"result.22" 0 0 0 1 -8127285.63507573 -100563.334512896 16618414.4118982
"result.23" 0 0 0 1 -8095048.2838791 -100876.633283718 16554566.3070466
"result.24" 0 0 0 1 -8155929.32496675 -100356.119476513 16675287.3616075
"result.25" 0 0 0 1 -8125487.25843186 -100572.552494968 16614836.0945746
"result.26" 0 0 0 1 -8116734.80109119 -100463.185452187 16597112.4458077
"result.27" 0 0 0 1 -8124477.83401272 -100578.099248607 16612828.3392436
"result.28" 0 0 0 1 -8139766.99696825 -100415.245453393 16643080.9575643
"result.29" 0 0 0 1 -8134184.25901289 -100547.730843263 16632180.4524333
"result.30" 0 0 0 1 -8142228.56135324 -100630.34530347 16648434.2860344
