"ARI" "" "" "" "elapsed"
"result.1" 0.93266958772933 0.861760705085634 0.862147303523082 4 26.454
"result.2" 0.912866946715163 0.825969907456143 0.826456611131192 4 27.184
"result.3" 0.931861281835163 0.842112170962186 0.842553731453048 4 28.655
"result.4" 0.927492123970007 0.844041999958617 0.844478188610075 4 26.809
"result.5" 0.880013082244052 0.768995728633665 0.769642492226504 4 26.68
"result.6" 0.851153363067465 0.716766328204823 0.717293344658981 3 27.087
"result.7" 0.938386148142217 0.860242825254382 0.860633690128652 4 27.427
"result.8" 0.837732922388915 0.703398437987849 0.703950330878591 3 26.586
"result.9" 0.926930805885765 0.831970202571238 0.832440219986999 4 28.717
"result.10" 0.944919614518647 0.868754147595801 0.869121225004991 4 25.938
"result.11" 0.951376962867979 0.889338488541868 0.889647973969765 4 27.924
"result.12" 0.934651160523035 0.850221993077316 0.8506408641729 4 27.72
"result.13" 0.785812095327614 0.68315881347643 0.683748334835883 3 29.262
"result.14" 0.951375724891916 0.890670362019441 0.890976111029449 4 26.288
"result.15" 0.934675505281769 0.848124374969087 0.848549125297409 4 26.639
"result.16" 0.911759443888073 0.812657968281407 0.813182397509533 4 27.351
"result.17" 0.930438899615116 0.833109596439028 0.833576365022162 4 27.408
"result.18" 0.826635142606572 0.701496757686379 0.702052187213964 3 26.032
"result.19" 0.83724807663595 0.683514827218531 0.684103708391099 3 27.985
"result.20" 0.935601369524263 0.849935066508955 0.850354761718251 4 26.6080000000001
"result.21" 0.926987763685568 0.849440260578552 0.849861353273694 4 27.365
"result.22" 0.938299089649217 0.859601381123522 0.859994038666408 4 26.674
"result.23" 0.850553545438737 0.711833622656239 0.712369822516945 3 27.9880000000001
"result.24" 0.833639451201139 0.706121563530558 0.706668415632826 3 28.2809999999999
"result.25" 0.894316232806518 0.767788468900417 0.768438285473358 4 27.8530000000001
"result.26" 0.81392456578048 0.656767568883157 0.657406258385862 3 28.0830000000001
"result.27" 0.93463904461447 0.849920237567722 0.850339980308269 4 27.356
"result.28" 0.857812175178057 0.728553668022178 0.729058764890715 3 28.09
"result.29" 0.94168434480836 0.855826328803412 0.856229548941913 4 28.581
"result.30" 0.941520100605564 0.858714190544321 0.859109338999592 4 27.197
