"ARI" "" "" "" "elapsed"
"result.1" 0 0 0 1 117.284
"result.2" 0 0 0 1 102.727
"result.3" 0 0 0 1 113.101
"result.4" 0 0 0 1 111.472
"result.5" 0 0 0 1 109.703
"result.6" 0.603573609961705 0.45574211606786 0.456247646664096 2 107.056
"result.7" 0 0 0 1 108.526
"result.8" 0 0 0 1 123.95
"result.9" 0 0 0 1 117.714
"result.10" 0 0 0 1 134.23
"result.11" 0 0 0 1 124.75
"result.12" 0 0 0 1 121.45
"result.13" 0 0 0 1 113.701
"result.14" 0 0 0 1 119.146
"result.15" 0.599584595511744 0.461783319044362 0.46228323870977 2 114.531
"result.16" 0 0 0 1 93.443
"result.17" 0 0 0 1 104.928
"result.18" 0 0 0 1 118.377
"result.19" 0 0 0 1 119.98
"result.20" 0 0 0 1 104.846
"result.21" 0 0 0 1 103.072
"result.22" 0 0 0 1 119.973
"result.23" 0 0 0 1 115.194
"result.24" 0 0 0 1 102.621
"result.25" 0.603480293960686 0.456985496934303 0.457489872806783 2 95.4720000000002
"result.26" 0 0 0 1 117.132
"result.27" 0.611800267893821 0.464272753508889 0.46477036001058 2 107.671
"result.28" 0 0 0 1 104.667
"result.29" 0 0 0 1 106.84
"result.30" 0 0 0 1 97.0170000000003
