"eps","ARI"
2,0.138335991334333
3,0.137976930190567
4,0.526855315063654
5,0.575114421779969
6,0.584534717257251
7,0.543992896109936
8,0.552675748939104
9,0.583161518089308
10,0.575208124385721
11,0.539366466923756
12,0.595634837474457
13,0.556270665873263
14,0.61241056755927
15,0.568345208136212
16,0.617190206271192
17,0.578931652983497
18,0.616620841838154
19,0.617734423765197
20,0.554075835471172
