"ARI" "" "" "" ""
"result.1" 0.990605386224478 3 -8098399.95410283 -99048.3636865418 16557760.6634779
"result.2" 0.978582683653465 3 -8151596.65289464 -99042.5020309543 16664142.3377503
"result.3" 0.988144550908585 3 -8138439.22337927 -99198.7780664744 16638140.0307906
"result.4" 0.978434266785056 3 -8136854.52130599 -98924.8323919838 16634422.7352951
"result.5" 0.9799630073304 3 -8132393.85127444 -99289.5022765628 16626230.7350011
"result.6" 0.977683248642526 3 -8129391.90720742 -98789.3771863434 16619226.5966867
"result.7" 0.974319679108581 3 -8102407.78019785 -99086.9172515356 16565853.4227979
"result.8" 0.974485008352759 3 -8160486.51183914 -99155.3634442906 16682147.778466
"result.9" 0.950149826289844 3 -8091193.22752395 -98794.7771169416 16542840.0371809
"result.10" 0.982341415272319 3 -8132944.37654585 -99068.5363969352 16626889.8537847
"result.11" 0.982990199320783 3 -8163668.10829803 -98873.8722558453 16687947.9890069
"result.12" 0.988962699388084 3 -8116196.43017759 -99033.6266225793 16593324.1414995
"result.13" 0.978583066741806 3 -8119646.90789914 -98978.4964545486 16600114.8366065
"result.14" 0.965615714335315 3 -8143805.84624082 -98863.048089563 16648201.8165599
"result.15" 0.968371326703442 3 -8123030.15595771 -99153.9651970569 16607232.2702087
"result.16" 0.983711371288039 3 -8103569.84184275 -99110.478807344 16568224.6691993
"result.17" 0.958539437086003 3 -8110594.14748459 -99114.7875823132 16582281.8980329
"result.18" 0.986424655631618 3 -8105594.31127505 -98895.2397241621 16571843.1298975
"result.19" 0.983097404134678 3 -8093828.7965049 -98961.2322407956 16548444.0853905
"result.20" 0.975466396020417 3 -8130538.92638171 -98921.1554724796 16621784.1916075
"result.21" 0.978241780979288 3 -8190920.20290307 -99357.0027328153 16743418.4391709
"result.22" 0.947765294435185 3 -8140101.28296416 -99115.6877656035 16641297.9693587
"result.23" 0.980456272745095 3 -8125444.22574148 -98873.224094847 16611498.9275718
"result.24" 0.977106796383312 3 -8109112.41585718 -99067.4666686139 16579223.7929507
"result.25" 0.973129326897449 3 -8101259.83116092 -98880.887705714 16563145.4656324
"result.26" 0.977881110347494 3 -8120934.50096482 -98875.4774434343 16602483.9847156
"result.27" 0.984401782442562 3 -8093502.51321265 -98876.9613588836 16547622.9770422
"result.28" 0.980462239625725 3 -8075698.7495944 -99300.7970637705 16512863.1212155
"result.29" 0.971137846866483 3 -8130003.86837947 -99007.2364961193 16620886.2376503
"result.30" 0.984954772997924 3 -8091664.3370564 -98833.2356830896 16543859.1733781
"result.31" 0.971730578187329 3 -8148542.9699792 -99015.1401280527 16657980.2481136
"result.32" 0.972698232429561 3 -8123137.12432535 -98863.3627613518 16606865.0020725
"result.33" 0.980153040291376 3 -8097812.25016399 -98896.6659045399 16556281.8600362
"result.34" 0.976693329061032 3 -8133656.76087508 -98873.6824068486 16627924.914463
"result.35" 0.979331790209421 3 -8111515.66919395 -99030.714033062 16583956.7943532
"result.36" 0.970757127166302 3 -8105998.57815834 -99067.7425708084 16572996.6693574
"result.37" 0.975626204436035 3 -8147810.23967225 -98926.773280387 16656338.0538044
"result.38" 0.979150248138659 3 -8113563.94247052 -98752.1244605368 16587496.1617612
"result.39" 0.960141380749565 3 -8095387.48895526 -98863.8578403834 16551366.7214904
"result.40" 0.97840959685956 3 -8148357.6748847 -98960.5971801704 16657500.5720289
"result.41" 0.973024104648462 3 -8133744.47145645 -98750.0529849002 16627853.0767818
"result.42" 0.966858458308557 3 -8174484.71480292 -99159.9013148632 16710153.2601347
"result.43" 0.97228317604455 3 -8110718.42444981 -99011.9341275184 16582324.7450538
"result.44" 0 1 -8095140.04712672 -99896.7622934738 16552790.0915613
"result.45" 0.962860722899697 3 -8110382.91243155 -98849.233897921 16581328.3205581
"result.46" 0.969720143940969 3 -8108721.30131989 -99080.3719918629 16578467.3745226
"result.47" 0.984791838658654 3 -8099158.08986665 -99079.8808146523 16559339.9692617
"result.48" 0.977340453470874 3 -8103031.46961984 -99138.5766468864 16567204.1204326
"result.49" 0.966399866926491 3 -8097651.06075413 -99072.3316397199 16556310.8126868
"result.50" 0.970094237902944 3 -8105752.69295701 -98792.1769323891 16571953.7676779
