"ARI" "" "" "" ""
"result.1" 0.990208959201127 3 -8098399.88753295 -99029.7485032671 16557723.2999716
"result.2" 0.976534386970786 3 -8151596.6670399 -99043.8007486148 16664144.9634762
"result.3" 0.988318593091291 3 -8138439.1273061 -99195.4965971394 16638133.2757056
"result.4" 0.978434266785056 3 -8136854.39952979 -98896.8941177366 16634366.6151942
"result.5" 0.98390158519589 3 -8132393.73786973 -99248.6964072843 16626148.8964532
"result.6" 0.975907775096648 3 -8129391.82575625 -98777.166081115 16619202.0115739
"result.7" 0.974319679108581 3 -8102407.31333222 -99142.0001020198 16565962.6547676
"result.8" 0.976532075439661 3 -8160486.4494806 -99155.5390519965 16682148.0049643
"result.9" 0.955690525601052 3 -8091193.16452068 -98731.58860236 16542713.5341452
"result.10" 0.984223412331947 3 -8132944.12669149 -99045.2923999433 16626842.866082
"result.11" 0.980951408946303 3 -8163668.59311484 -98853.1259126005 16687907.465954
"result.12" 0.986664920484542 3 -8116196.43869517 -99123.092219182 16593503.0897278
"result.13" 0.978583066741806 3 -8119646.86233407 -98880.2543600798 16599918.2612874
"result.14" 0.959535591273538 3 -8143805.91973094 -98889.3019750093 16648254.471311
"result.15" 0.969985757543834 3 -8123030.58628429 -99163.6299669653 16607252.4604016
"result.16" 0.979949693080032 3 -8103569.71524511 -99095.9109408622 16568195.2802711
"result.17" 0.958539437086003 3 -8110594.05709678 -99129.8874288675 16582311.9169504
"result.18" 0.980294430254019 3 -8105594.15480457 -98945.7257731525 16571943.7890546
"result.19" 0.978613842577125 3 -8093828.8372755 -98957.8966747329 16548437.4957996
"result.20" 0.977503629946037 3 -8130538.58942346 -98912.5228642371 16621766.2524745
"result.21" 0.976059999974808 3 -8190920.21623572 -99360.0459073082 16743424.5521852
"result.22" 0.936804789953015 3 -8140101.18060149 -99178.6795363138 16641423.7481747
"result.23" 0.980456272745095 3 -8125444.07370913 -98873.7116832535 16611499.5986839
"result.24" 0.977106796383312 3 -8109112.2736659 -99011.2434639456 16579111.0621588
"result.25" 0.96509457724527 3 -8101259.92327066 -98904.3381022155 16563192.5506449
"result.26" 0.977295598425712 3 -8120934.76423532 -98977.298679809 16602688.1537294
"result.27" 0.980487889718814 3 -8093502.54848419 -98876.42664941 16547621.9781663
"result.28" 0.974841710037425 3 -8075698.83290124 -99212.5896003521 16512686.8729023
"result.29" 0.977290193412387 3 -8130003.65827441 -99000.3388469674 16620872.0221419
"result.30" 0.984954772997924 3 -8091664.50565345 -98843.4560216362 16543879.9512493
"result.31" 0.971761158754822 3 -8148536.13979639 -99152.8887777964 16658242.0850475
"result.32" 0.977503803153266 3 -8123137.1951524 -98851.5821392945 16606841.5824825
"result.33" 0.98219192708312 3 -8097812.15374819 -98816.1344790222 16556120.6043536
"result.34" 0.976714859198836 3 -8133657.14141547 -98818.470964446 16627815.252659
"result.35" 0.979331790209421 3 -8111515.81080228 -99024.1139437748 16583943.8773912
"result.36" 0.957783886342441 3 -8105998.84208769 -98958.2391295731 16572778.1903336
"result.37" 0.975626204436035 3 -8147810.54441114 -99023.4272616448 16656531.9712447
"result.38" 0.979150248138659 3 -8113564.01709229 -98741.8373801466 16587475.736844
"result.39" 0.9595840761999 3 -8095408.95889144 -98974.2939308231 16551630.5335437
"result.40" 0.97840959685956 3 -8148396.96847666 -99020.3183429528 16657698.6015384
"result.41" 0.97449927173917 3 -8133744.53093922 -98726.1189804339 16627805.3277384
"result.42" 0.966858458308557 3 -8174484.82562152 -99173.638496534 16710180.9561352
"result.43" 0.974338755946447 3 -8110718.48325948 -98977.3715301106 16582255.7374783
"result.44" 0.975642904136725 3 -8095220.90081691 -99073.3772649321 16551452.5840628
"result.45" 0.96474346872282 3 -8110382.58410349 -98771.0339320663 16581171.2639702
"result.46" 0.969720143940969 3 -8108721.29533293 -99023.2516013547 16578353.1217677
"result.47" 0.984791838658654 3 -8099158.43025824 -99028.8150341699 16559238.5184839
"result.48" 0.980283370814996 3 -8103031.49776745 -99122.7130109671 16567172.449456
"result.49" 0.962676301287279 3 -8097666.06709642 -99148.838688082 16556493.8394681
"result.50" 0.970389630875467 3 -8105752.18268224 -98886.2008969851 16572140.7950576
