"ARI" "" "" "" ""
"result.1" 0.0607823545215695 3 -8098425.20428208 -98579.8841361064 16556874.2047355
"result.2" 0.242182401513856 2 -8151616.64469653 -99021.798288381 16664067.1362799
"result.3" 0.200561772123103 2 -8138249.61538872 -99252.7623608624 16637868.7833983
"result.4" 0.136797427095146 3 -8136839.87990417 -98696.4727645097 16633936.7332365
"result.5" 0.235937615617534 3 -8132187.85315218 -99860.7125774949 16626813.6041803
"result.6" 0 1 -8129273.38796535 -99643.2482203328 16620549.7450923
"result.7" -0.000738774262523205 2 -8102228.34359262 -99125.1799729829 16565497.2974413
"result.8" 0.159520291822444 2 -8160347.37357439 -99133.5179114892 16681752.0332818
"result.9" 0 1 -8091016.24311678 -99608.4488200733 16543965.8565947
"result.10" 0.278727841868577 3 -8132880.75532392 -99004.834240817 16626561.4294395
"result.11" 0 1 -8163534.93850477 -99611.7397347347 16689009.8292
"result.12" 0.370293947807153 3 -8116031.34895994 -99733.462992185 16594246.0966252
"result.13" 0 1 -8119622.64265695 -99851.0914376926 16601663.9409103
"result.14" 0.320060211082732 3 -8143586.42302038 -98540.2926966805 16647117.4593333
"result.15" 0.238173070595917 2 -8122877.68082775 -99051.2489496312 16606648.1098648
"result.16" 0.0426610440012284 3 -8103416.29442476 -98566.5576548035 16566829.7320583
"result.17" 0.204916701207802 2 -8110405.93986117 -98857.4349807207 16581316.9999938
"result.18" 0.202242971799839 2 -8105541.09824764 -99035.5781504036 16571943.6031061
"result.19" 0.0669790759285425 3 -8093759.95254004 -98681.223959546 16547746.3808983
"result.20" 0 1 -8130381.04279279 -99830.6688585856 16623139.8960237
"result.21" 0.215362495217576 2 -8190800.68199075 -99375.8148524157 16743143.2439964
"result.22" 0.00043883219152675 2 -8140063.79557079 -99958.0525590929 16642833.9465698
"result.23" 0.242785346910315 2 -8125277.18119689 -98795.7821730629 16610936.17705
"result.24" 0 1 -8109178.57939675 -99871.4891177598 16580816.60975
"result.25" 0 1 -8101253.57084755 -99743.58002853 16564710.7744731
"result.26" 0.0879170626376135 3 -8120740.25096866 -98643.0400201068 16601630.6098767
"result.27" 0 1 -8093344.07751504 -99812.790448797 16549030.2086486
"result.28" 0 1 -8075713.46743725 -99997.6197587142 16514138.6471129
"result.29" 0.000207987778610792 2 -8129879.66460438 -99876.0030416266 16622227.808013
"result.30" -0.0113548398404321 2 -8091501.95871951 -99537.644973941 16544795.6801079
"result.31" 0.340283330377377 4 -8148573.19212971 -99044.5949821495 16658099.6021228
"result.32" 0.201760812303907 3 -8122931.73436753 -98645.529987859 16606018.5566099
"result.33" 0.150145319771356 2 -8097613.91488027 -99007.0989301018 16556032.2779308
"result.34" 0.106772827976684 3 -8133490.92595837 -98870.8325272052 16627587.5448703
"result.35" 0.039273003499054 3 -8111509.70226299 -98770.6808681667 16583424.7941614
"result.36" 0.0250551078577239 2 -8105871.18147882 -100063.366814649 16574585.5693079
"result.37" 0 1 -8147720.20892518 -99788.2138881617 16657733.3183476
"result.38" 0 1 -8113586.80950159 -99608.4783307504 16589107.0483856
"result.39" 0.118656109698751 4 -8095445.80961375 -98503.922185222 16550763.4914971
"result.40" 0 1 -8148252.62692423 -100047.77718255 16659317.2809345
"result.41" 0.116895555181747 3 -8133523.80226436 -98315.8065505189 16626543.2455289
"result.42" 0 1 -8174392.82570532 -99989.5386340741 16711481.2013998
"result.43" 0.0305446424331803 2 -8110537.78678931 -98839.2621447047 16581544.3481781
"result.44" 0.0864622620240757 3 -8095081.90499994 -98829.7002626373 16550687.2384243
"result.45" 0 1 -8110360.81947964 -99682.4373342501 16582802.9863487
"result.46" 0.227080702668436 3 -8108666.36625094 -98902.5905283029 16578001.9414576
"result.47" 0.195884232596839 2 -8099079.85140581 -98932.0050084058 16558887.7407276
"result.48" 0 1 -8102971.98844714 -99840.7110097618 16568341.8716348
"result.49" 0.0159381059286057 2 -8097616.68104944 -98914.1820695597 16555851.9765481
"result.50" 0.0493249768584632 3 -8105758.8745505 -98665.2015678011 16571712.1801357
