"ARI" "" "" "elapsed"
"result.1" 0.951698264775258 0.912164350165363 0.912267303460203 36.432
"result.2" 0.969108194184472 0.944080950391562 0.944146512618931 36.031
"result.3" 0.964909563876614 0.937566647549967 0.937639889065115 35.584
"result.4" 0.962201017161199 0.931466032556963 0.931546523150706 35.751
"result.5" 0.97889362737309 0.958469312275302 0.958518101447811 35.871
"result.6" 0.950286512455824 0.919014936780118 0.919109869466136 35.93
"result.7" 0.978813681114822 0.96019977094148 0.960246537390733 35.232
"result.8" 0.962524525263139 0.930465757509264 0.930547432938142 36.02
"result.9" 0.949821299649233 0.909476514523946 0.90958279407641 36.036
"result.10" 0.96368831794498 0.935128477166624 0.935204613325399 35.193
"result.11" 0.963121831788336 0.93646399038755 0.93653845016182 35.397
"result.12" 0.968332071807834 0.941392087192128 0.941460870912734 35.172
"result.13" 0.953947894723007 0.92140057446943 0.92149282803711 35.326
"result.14" 0.961176066301218 0.930281179635052 0.930362883176055 35.241
"result.15" 0.963519736015299 0.934311563122863 0.934388635878975 34.8510000000001
"result.16" 0.982261237682393 0.964602375195907 0.964644018613788 35.2810000000001
"result.17" 0.950748284855247 0.9109499561115 0.911054313792787 34.556
"result.18" 0.962400665274351 0.929724559463993 0.929806887189143 33.9780000000001
"result.19" 0.969595818511416 0.945464183942529 0.945528140468253 33.942
"result.20" 0.971893618281612 0.946543868639239 0.946606675700021 34.1719999999999
"result.21" 0.958618180099092 0.924937221480212 0.925025277784826 34.664
"result.22" 0.950336835410079 0.915131357128916 0.91523100981685 34.3910000000001
"result.23" 0.969127822524497 0.942970466453102 0.943037558829521 34.48
"result.24" 0.975290943062136 0.951844892874026 0.95190147161744 34.635
"result.25" 0.963563511089377 0.932847423251841 0.932926156215582 34.377
"result.26" 0.960014395949698 0.923401083828884 0.923491143028259 34.425
"result.27" 0.983138234457682 0.965310215404057 0.96535100284054 34.4349999999999
"result.28" 0.963045196313558 0.93472347388025 0.934800043540924 34.544
"result.29" 0.975684970235998 0.951074483111476 0.951131939070257 34.4799999999999
"result.30" 0.965457661819073 0.937333078949657 0.937406764968104 34.424
"result.31" 0.973397185277931 0.94966648820088 0.949725522177842 34.6510000000001
"result.32" 0.96526559912392 0.932817508102705 0.932896424889356 34.442
"result.33" 0.973272398446913 0.94949192775917 0.949551344149395 34.7040000000002
"result.34" 0.976383976032195 0.95667843192052 0.956729347995634 34.4870000000001
"result.35" 0.963911701347128 0.935909287890498 0.93598444045214 34.299
"result.36" 0.976934453768444 0.956385503785201 0.956436711063678 34.501
"result.37" 0.958923762807622 0.926880023153061 0.926965763401319 34.521
"result.38" 0.970493810542892 0.943002522695168 0.943069560179703 33.971
"result.39" 0.969193485594154 0.938912320213887 0.938984186664267 33.885
"result.40" 0.969665993986455 0.942382464758686 0.942450072156419 34.2080000000001
"result.41" 0.970401419818059 0.942869780955569 0.942936831831129 33.7900000000002
"result.42" 0.962065515114777 0.93312802485516 0.933206465984764 34.125
"result.43" 0.964115845028641 0.935461066740937 0.935536752091535 33.856
"result.44" 0.983684603054191 0.965478976138616 0.965519511002482 34.278
"result.45" 0.967729362311477 0.936349711280231 0.93642456728495 33.941
"result.46" 0.958808371976278 0.929271294853987 0.929354503823121 33.8579999999999
"result.47" 0.977400284875664 0.957106553336138 0.957156891523018 33.789
"result.48" 0.961127431692932 0.931769887265226 0.931850156354251 34.203
"result.49" 0.969664124265652 0.94436202870292 0.944427390218216 33.914
"result.50" 0.965862039076351 0.93546623913625 0.935542113040563 32.9490000000001
