"ARI" "" "" "" "elapsed"
"result.1" 0.587087553662807 0.431579769361986 0.432107742334755 2 41.373
"result.2" 0.546381876322159 0.434063835834849 0.434589510531502 2 37.079
"result.3" 0.588182537711956 0.429930743002606 0.430460249131493 2 34.504
"result.4" 0.535068354738303 0.400633055995359 0.401189928125328 2 36.106
"result.5" 0.573012310972469 0.446745838195756 0.447259729037609 2 35.901
"result.6" 0.506731967942084 0.386451651482422 0.387021659406718 2 35.168
"result.7" 0 0 0 1 35.08
"result.8" 0.593675342982366 0.426684646466282 0.427217169941369 2 33.196
"result.9" 0.352765467162634 0.284915361505323 0.285579797197383 2 32.535
"result.10" 0.561267929058285 0.429160754746082 0.429690978154616 2 36.194
"result.11" 0.615176878279471 0.466721953259976 0.467217284672326 2 32.33
"result.12" 0.581399494258616 0.445431432417758 0.445946542369864 2 32.609
"result.13" 0.469081241344923 0.34968904032893 0.350293161768309 2 36.219
"result.14" 0 0 0 1 34.063
"result.15" 0 0 0 1 34.197
"result.16" 0.601199791366845 0.438153373598953 0.438675241390104 2 31.682
"result.17" 0 0 0 1 32.741
"result.18" 0.809262063531915 0.65158320140172 0.652231448090998 3 32.133
"result.19" 0.5719999649507 0.401631488926746 0.402187317489293 2 31.657
"result.20" 0.592795826724988 0.451401711454751 0.451911274020455 2 32.994
"result.21" 0.588904922213951 0.451657029298683 0.452166356315233 2 32.163
"result.22" 0.581865166054987 0.425078630916773 0.425612679026611 2 32.508
"result.23" 0.843686410288811 0.7200989548792 0.720619770447711 3 31.0219999999999
"result.24" 0.644245007836259 0.61025407773955 0.610980547430586 3 32.5409999999999
"result.25" 0.378491310979735 0.372550275726072 0.373134285684695 2 30.7230000000001
"result.26" 0.73122218788482 0.585106098350734 0.585878427987396 3 34.314
"result.27" 0.598856945347753 0.467477864655828 0.467972496232535 2 35.173
"result.28" 0 0 0 1 38.0340000000001
"result.29" 0.590494295124458 0.467112277534126 0.467607249601244 2 36.4010000000001
"result.30" 0.826788742019977 0.683885491429432 0.684473639838381 3 31.954
