"ARI" "" "" "" ""
"result.1" 0.866139390359616 6 -8098423.54403618 -99291.9274096303 16558516.303558
"result.2" 0.875814373906457 6 -8151722.40927946 -99397.5751056227 16665325.3294365
"result.3" 0.863064151023059 6 -8138428.69320194 -99412.7103363171 16638768.1677429
"result.4" 0.945549406439387 7 -8136914.32192857 -98801.2528788027 16634590.2878702
"result.5" 0.865968232435956 6 -8132484.06057416 -99313.4100097293 16626680.3018341
"result.6" 0.968917849720443 7 -8129411.94528793 -98857.3734086544 16619697.7756486
"result.7" 0.907758957259515 6 -8102533.62884199 -99326.8058919633 16566806.2301343
"result.8" 0.651567415641989 5 -8160410.6354874 -99639.1633729655 16683111.180798
"result.9" 0.96014410183598 7 -8091171.83220011 -98811.7408016846 16543126.284259
"result.10" 0.957672867588815 7 -8132862.16877772 -99139.5500136964 16627162.5758383
"result.11" 0.979586317793073 7 -8163673.52567843 -98942.7369856384 16688391.6635836
"result.12" 0.866027874778529 6 -8116167.22425818 -99288.0130453856 16593995.8352735
"result.13" 0.864153439469369 6 -8119731.66609362 -99111.0332236495 16600770.7593009
"result.14" 0.858240511673711 6 -8143886.39712309 -99360.1214002278 16649578.397713
"result.15" 0.895755677072075 6 -8123066.06747503 -99449.8325504999 16608117.1607174
"result.16" 0.959815779839001 7 -8103475.12122705 -99184.6264504317 16568478.6336104
"result.17" 0.954669792072612 7 -8110454.08409627 -98863.8456914993 16581794.997831
"result.18" 0.825557742849203 6 -8105625.9529779 -99274.8459825405 16572886.9585873
"result.19" 0.952195509291836 7 -8093831.61725789 -99158.054764992 16549138.4823012
"result.20" 0.902223514906007 6 -8130585.30633115 -99326.7162051836 16622909.405739
"result.21" 0.90575112277201 6 -8190979.14302145 -99484.0187420621 16744011.6841934
"result.22" 0.963511171743174 7 -8140007.32473124 -99164.228622296 16641502.2449625
"result.23" 0.968758689498789 7 -8125481.54673556 -98870.2248225411 16611862.6813717
"result.24" 0.925241590403149 7 -8109142.785229 -99166.1462808206 16579777.0012751
"result.25" 0.949654980671091 7 -8101071.27034531 -98938.7541660085 16563179.1872781
"result.26" 0.9643931295411 7 -8120918.68099152 -98890.9874948417 16602778.4752282
"result.27" 0.853987720375348 6 -8093465.29002228 -99299.5788575925 16548615.0984261
"result.28" 0.851760121387071 6 -8075808.79209293 -99301.7193028386 16513306.3834579
"result.29" 0.868880251547391 6 -8130069.784901 -99197.3285465324 16621619.5875614
"result.30" 0.960316857105202 7 -8091511.51087526 -98931.3712387894 16544044.9024836
"result.31" 0.970996455385293 7 -8148544.43480569 -99173.8768603585 16658595.7615876
"result.32" 0.854411252891356 6 -8123266.94865431 -99232.0121500254 16608083.2822751
"result.33" 0.859543147392738 6 -8097774.818874 -99256.6976910464 16557148.3937965
"result.34" 0.955946389962599 7 -8133546.66082163 -98756.3687707975 16627765.1974403
"result.35" 0.968327547471382 7 -8111544.85073453 -98869.0464178636 16583986.9325602
"result.36" 0.858069841761323 6 -8106087.96605849 -99401.327587257 16574063.9479579
"result.37" 0.962855229234403 7 -8147775.97746663 -98978.2665888831 16656667.6263665
"result.38" 0.847123029787868 6 -8113634.31425214 -98893.5863094372 16588141.1617895
"result.39" 0.95994547041041 7 -8095288.82382464 -99231.3224403015 16552199.4307853
"result.40" 0.959195026032643 7 -8148215.64680052 -99207.9389657977 16658006.3097881
"result.41" 0.930243595091391 7 -8133627.89191702 -98718.0589555926 16627851.0400007
"result.42" 0.859796739396909 6 -8174519.21949711 -99395.5617387656 16710914.9231381
"result.43" 0.847919483269607 6 -8110842.95599705 -99373.4884890442 16583518.2496386
"result.44" 0.862998128706996 6 -8095321.14733103 -99384.3259889561 16552496.3073063
"result.45" 0.95988636336799 7 -8110384.09351871 -98909.4743968214 16581746.2740865
"result.46" 0.681133024224263 5 -8108735.64268196 -99416.0722596263 16579315.0129605
"result.47" 0.969966114230811 7 -8099072.02461736 -99102.4397868842 16559508.0670639
"result.48" 0.826125332750257 6 -8103059.17842482 -99389.3741019625 16567982.46572
"result.49" 0.713347951817702 5 -8097600.11953588 -99665.7872873764 16557543.3967238
"result.50" 0.955254405591499 7 -8105759.53467613 -98990.0525888395 16572658.3127854
