"ARI" "" "" "" ""
"result.1" 0.990605386224478 3 -8098406.36781865 -99022.9932082251 16557722.7499529
"result.2" 0.98815143393236 3 -8151601.391977 -99163.6835356633 16664394.1789245
"result.3" 0.994144542287249 3 -8138438.29937865 -99250.8740485499 16638242.3747535
"result.4" 0.986257823375379 3 -8136846.34676488 -98911.1908744617 16634379.1031778
"result.5" 0.986098846532952 3 -8132390.87556406 -99218.7840081282 16626083.3470435
"result.6" 0.987696175285857 3 -8129405.20782422 -98821.9463460141 16619318.3362396
"result.7" 0.986262298038757 3 -8102403.25240645 -99097.5670514829 16565865.666815
"result.8" 0.978406610803871 3 -8160490.89132678 -99334.2545675072 16682514.3196877
"result.9" 0.982731243837822 3 -8091190.43331823 -98846.567116112 16542938.0287678
"result.10" 0.982341415272319 3 -8132945.52432828 -99206.1176514957 16627167.3118587
"result.11" 0.985031930865245 3 -8163686.51629167 -98915.4464852369 16688067.9534529
"result.12" 0.994554474549528 3 -8116198.16073057 -99071.8950312538 16593404.1394228
"result.13" 0.986433898669308 3 -8119644.82775543 -98995.3778005793 16600144.4390112
"result.14" 0.973791930673555 3 -8143802.44269286 -98974.2886875493 16648417.4906599
"result.15" 0.990039910801058 3 -8123028.94146665 -99019.3699819477 16606960.6507963
"result.16" 0.987651771460743 3 -8103573.62198844 -99224.613507587 16568460.4988912
"result.17" 0.962298962358335 3 -8110586.40584133 -98997.7174051767 16582032.2743921
"result.18" 0.994316881376707 3 -8105591.25991776 -98956.9026512805 16571960.3530372
"result.19" 0.987017543744694 3 -8093833.57973878 -99067.850866164 16548666.889109
"result.20" 0.981228754847547 3 -8130524.73392471 -98987.3285261865 16621888.1528009
"result.21" 0.990201202225428 3 -8190915.6820241 -99235.49005593 16743166.3720592
"result.22" 0.96664051604024 3 -8140092.19991788 -99048.0369334379 16641144.5016018
"result.23" 0.984556403014289 3 -8125441.45514626 -98904.7810791296 16611556.5003499
"result.24" 0.988147416513507 3 -8109108.66533873 -99116.1277105824 16579313.6139978
"result.25" 0.989285526105244 3 -8101253.7041788 -99004.3391772534 16563380.1146112
"result.26" 0.984742699137288 3 -8120937.49618598 -99022.9969849845 16602785.0142411
"result.27" 0.994316881376707 3 -8093510.71672081 -99174.4668314477 16548234.3950036
"result.28" 0.986434267029121 3 -8075707.17614209 -99211.0079133475 16512700.39601
"result.29" 0.988396414756605 3 -8130025.66117967 -99036.3941972381 16620988.1386529
"result.30" 0.984954772997924 3 -8091657.06717811 -98892.0269107349 16543962.2160768
"result.31" 0.988554654613593 3 -8148530.96540286 -99065.8905543388 16658057.7398135
"result.32" 0.980188392253561 3 -8123139.73493617 -98961.6945661125 16607066.8869037
"result.33" 0.983907837531669 3 -8097814.06616455 -98920.2736463169 16556332.7075209
"result.34" 0.980440590391345 3 -8133673.16559748 -98777.9905514102 16627766.3401969
"result.35" 0.984562837042597 3 -8111509.75937417 -99054.9456287166 16583993.4379049
"result.36" 0.986266998658357 3 -8105995.02147198 -99007.2063051751 16572868.4834534
"result.37" 0.979345479503454 3 -8147813.14670007 -98983.9494820215 16656458.2202633
"result.38" 0.986257823375379 3 -8113563.54455994 -98867.1905637481 16587725.4981465
"result.39" 0.976693329061032 3 -8095409.33297585 -98995.5805374107 16551673.8549256
"result.40" 0.984213932750699 3 -8148343.98648498 -99124.6221737425 16657801.2452166
"result.41" 0.99193056630653 3 -8133747.65416655 -98683.3123411478 16627725.9609145
"result.42" 0.986274021406172 3 -8174496.25713134 -99197.7050723353 16710251.9523065
"result.43" 0.97228317604455 3 -8110694.78874102 -99016.2158426453 16582286.0370665
"result.44" 0.994388011660295 3 -8095203.09393641 -99055.9211961539 16551382.0581643
"result.45" 0.985131113468331 3 -8110398.29848792 -98926.1741652397 16581512.9732055
"result.46" 0.975277970735521 3 -8108723.31197541 -99172.2992414153 16578655.2503328
"result.47" 0.990440313526992 3 -8099164.72550806 -99077.5514058506 16559348.581727
"result.48" 0.982167140403888 3 -8103028.86109086 -99150.5724868338 16567222.8950545
"result.49" 0.986103101066906 3 -8097660.06625158 -99191.3324919707 16556566.8253862
"result.50" 0.986422377419397 3 -8105736.34344745 -98814.3044471305 16571965.3236883
