"ARI" "" "" "" ""
"result.1" 0.721401528713961 3 -8098337.55113543 -98686.7261270778 16556912.5824241
"result.2" 0.791650736985356 3 -8151536.65601871 -98876.5611695922 16663690.4622757
"result.3" 0.751287557757316 3 -8138440.65933745 -98872.3529133341 16637490.0524007
"result.4" 0.757210062900014 3 -8136792.6752472 -98683.9209447697 16633817.2202831
"result.5" 0.77596074126729 3 -8132391.3728459 -98946.8342633249 16625540.4421176
"result.6" 0.76344156256507 3 -8129326.56666098 -98567.0098785942 16618651.1809783
"result.7" 0.761349084924696 3 -8102400.17884807 -98803.2222777527 16565270.8301508
"result.8" 0.738159938632596 3 -8160511.84002802 -98883.724708713 16681655.1573726
"result.9" 0.792910241741143 3 -8091157.10444964 -98551.2356424902 16542280.7080834
"result.10" 0.790538188117089 3 -8132903.9022287 -98965.928299229 16626603.688955
"result.11" 0.814320874565308 3 -8163666.69447342 -98652.108473662 16687501.6337933
"result.12" 0.760984708988861 3 -8116141.17651621 -98860.9286039089 16592868.2381394
"result.13" 0.777026121394919 3 -8119686.69061661 -98749.2913923756 16599735.9919171
"result.14" 0.73697822182939 3 -8143771.5146453 -98794.3913248996 16647995.8398395
"result.15" 0.743540790384557 3 -8123064.00584183 -98805.1720790261 16606602.3837408
"result.16" 0.754951954123725 3 -8103611.75436184 -98914.3918417269 16567916.3203063
"result.17" 0.755121054030777 3 -8110578.54273111 -98671.4678455694 16581364.0490525
"result.18" 0.783617807341867 3 -8105583.03319368 -98749.9294266956 16571529.9531399
"result.19" 0.776497314096354 3 -8093815.61899446 -98989.150730946 16548473.5673499
"result.20" 0.781775248522747 3 -8130545.16940151 -98808.6796675876 16621571.7260373
"result.21" 0.765420266836954 3 -8190854.99096882 -99152.4396533497 16742878.8891435
"result.22" 0.761499659173176 3 -8140017.4427232 -98857.8632064965 16640614.6397585
"result.23" 0.809881566823496 3 -8125465.45144715 -98843.7127607867 16611482.356315
"result.24" 0.759301046113918 3 -8109124.53871026 -98740.9147738318 16578594.9348673
"result.25" 0.770643339013362 3 -8101171.73086355 -98745.0669581031 16562697.6235424
"result.26" 0.79134473298453 3 -8120934.81192727 -98850.4688548446 16602434.5894634
"result.27" 0.802088088269718 3 -8093545.44770531 -98710.5914183918 16547376.1061465
"result.28" 0.760645317200418 3 -8075735.49727389 -98766.0891759471 16511867.2007988
"result.29" 0.741217164671622 3 -8129993.42978279 -98771.0866730399 16620393.0608108
"result.30" 0.817428203389623 3 -8091691.85400002 -98649.3659846867 16543546.4678685
"result.31" 0.819965895043521 3 -8148449.34504036 -98791.1962146711 16657345.1104092
"result.32" 0.777886315755373 3 -8123145.73801938 -98612.4604867437 16606380.4249114
"result.33" 0.793354073460663 3 -8097793.04353473 -98809.0307283216 16556068.1764252
"result.34" 0.813753808786763 3 -8133678.12526562 -98407.7753430592 16627035.8291165
"result.35" 0.809610000554856 3 -8111483.06027608 -98719.0491978716 16583268.246847
"result.36" 0.771129952644038 3 -8105947.29650944 -98899.0350986599 16572556.6911153
"result.37" 0.78080922930725 3 -8147785.6584181 -98692.9752535539 16655821.2952424
"result.38" 0.794345392244474 3 -8113572.69038819 -98428.4755554238 16586866.3597864
"result.39" 0.767030711929331 3 -8095403.93172307 -98885.2812998165 16551442.4539449
"result.40" 0.765918100552018 3 -8148379.58455143 -99026.9169147854 16657677.0308316
"result.41" 0.768746444265194 3 -8133722.30743667 -98406.1946554945 16627121.0320835
"result.42" 0.793342282750753 3 -8174441.46943374 -99125.2550605948 16709997.4768878
"result.43" 0.728917128326225 3 -8110713.52500665 -98729.8671861036 16581750.8122846
"result.44" 0.78969104410802 3 -8095192.28234224 -98719.7714260171 16550688.1354356
"result.45" 0.808837905167646 3 -8110350.14464709 -98781.2528310631 16581126.8228554
"result.46" 0.801851418989732 3 -8108679.36693234 -98825.3372650431 16577873.4362939
"result.47" 0.76357425339261 3 -8099104.22591925 -98710.0304857065 16558492.540709
"result.48" 0.770575203283349 3 -8102976.47081124 -99057.6945061469 16566932.3585339
"result.49" 0.755250190779759 3 -8097651.12911252 -98931.6191408125 16556029.5244058
"result.50" 0.777133237389861 3 -8105713.91712148 -98474.8614136631 16571241.5849694
