"ARI" "" "" "" ""
"result.1" 0.992095654471579 3 -8098406.46747765 -99114.4975618792 16557905.9579782
"result.2" 0.984386608516705 3 -8151601.10422465 -99215.9936496383 16664498.2236477
"result.3" 0.988318593091291 3 -8138443.25906425 -99392.137461866 16638534.8209514
"result.4" 0.978434266785056 3 -8136846.30819644 -98951.5399995752 16634459.7242912
"result.5" 0.985943227687404 3 -8132390.75845813 -99239.8348400631 16626125.2144955
"result.6" 0.983618139681972 3 -8129405.17948942 -98867.2465102796 16619408.8798985
"result.7" 0.988314500692185 3 -8102403.06501639 -99130.6779196188 16565931.5137712
"result.8" 0.978406610803871 3 -8160490.68734073 -99234.8693496692 16682315.1412799
"result.9" 0.974828931234965 3 -8091190.69940813 -98828.0575733372 16542901.5418621
"result.10" 0.988318593091291 3 -8132896.38706587 -99125.8345768665 16626908.4711846
"result.11" 0.985031930865245 3 -8163686.39268068 -98866.4584714014 16687969.7302033
"result.12" 0.992336397070371 3 -8116193.18649701 -99058.526398064 16593367.4536893
"result.13" 0.982512753654129 3 -8119644.90448004 -99064.0608514079 16600281.958562
"result.14" 0.971172131831367 3 -8143802.44031599 -98980.3793183033 16648429.6671677
"result.15" 0.990039910801058 3 -8123029.12452653 -99052.2258439934 16607026.7286402
"result.16" 0.981824588350996 3 -8103573.63349786 -99186.7610631208 16568384.8170211
"result.17" 0.958539437086003 3 -8110586.52047585 -99008.0611780451 16582053.1912069
"result.18" 0.984378308596296 3 -8105591.36706987 -98958.7212308302 16571964.2045005
"result.19" 0.986447703179489 3 -8093833.78952189 -99069.9630777287 16548671.5330984
"result.20" 0.977503629946037 3 -8130524.88225167 -99011.4894187983 16621936.7712401
"result.21" 0.992258891386763 3 -8190915.64696555 -99252.8909917937 16743201.1038138
"result.22" 0.966230161286376 3 -8140092.05115191 -99044.128608266 16641136.3874195
"result.23" 0.982512753654129 3 -8125441.12272375 -98883.6106863785 16611513.4947194
"result.24" 0.984217076489153 3 -8109108.84810947 -99136.2334432189 16579354.1910045
"result.25" 0.988886412121624 3 -8101254.06228375 -99073.9453476906 16563520.043162
"result.26" 0.984562837042597 3 -8120937.23379556 -98967.420208569 16602673.3359074
"result.27" 0.988159400308182 3 -8093510.69242743 -99166.6811574024 16548218.7750688
"result.28" 0.986434267029121 3 -8075707.23728219 -99268.5417714677 16512815.5860064
"result.29" 0.982902890396482 3 -8130025.47082786 -99011.5657393333 16620938.1010335
"result.30" 0.984954772997924 3 -8091657.07830353 -98909.3368278759 16543996.8581619
"result.31" 0.988562549898174 3 -8148531.0801176 -99048.6692413752 16658023.5266171
"result.32" 0.977503803153266 3 -8123139.97972674 -99053.6780081069 16607251.3433688
"result.33" 0.980153040291376 3 -8097813.78503688 -98877.3331432719 16556246.2642594
"result.34" 0.980456272745095 3 -8133673.12804746 -98811.8515144048 16627833.9870229
"result.35" 0.980810578493225 3 -8111505.24728133 -98916.362187141 16583707.2468361
"result.36" 0.98815143393236 3 -8105994.91494561 -99064.7718071942 16572983.4014047
"result.37" 0.983080962328675 3 -8147827.85467027 -99029.6777459276 16656579.0927315
"result.38" 0.984556403014289 3 -8113563.37025579 -98903.0832950808 16587796.9350009
"result.39" 0.974825804898107 3 -8095424.78878845 -99008.6978426937 16551731.0011614
"result.40" 0.97840959685956 3 -8148389.50200325 -99036.4196906584 16657715.871287
"result.41" 0.982523192549872 3 -8133747.59142152 -98708.6122066149 16627776.4351554
"result.42" 0.982523192549872 3 -8174496.38459353 -99214.7043144049 16710286.205715
"result.43" 0.97228317604455 3 -8110694.69310399 -99004.6565936796 16582262.7272945
"result.44" 0.988721947108083 3 -8095202.77753725 -99081.2095302702 16551432.0020342
"result.45" 0.915272431476006 4 -8110180.24894745 -98871.9719867396 16581042.2473566
"result.46" 0.976758224265648 3 -8108723.14506563 -99137.7888781865 16578585.8957868
"result.47" 0.986670618670067 3 -8099164.7516465 -99104.1180488437 16559401.7672898
"result.48" 0.980283370814996 3 -8103029.06004085 -99069.148898547 16567060.4457779
"result.49" 0.976378002686505 3 -8097660.15599703 -99171.8123220826 16556527.9645374
"result.50" 0.984376698409992 3 -8105736.52146097 -98863.3021783744 16572063.6751778
