"ARI" "" "" "" ""
"result.1" 0.722562215554823 3 -8098432.97654869 -98743.9379230087 16557217.8568425
"result.2" 0.788138085553374 3 -8151569.84206857 -98737.0784153112 16663477.8688669
"result.3" 0.753074806392613 3 -8138440.78106606 -98746.4763974387 16637238.5428261
"result.4" 0.759742748461906 3 -8136793.08466467 -98617.4431437561 16633685.083516
"result.5" 0.779889848252575 3 -8132434.41813175 -99004.1187055002 16625741.1015736
"result.6" 0.766322011456669 3 -8129341.3772651 -98545.6010080372 16618637.9844454
"result.7" 0.764154256323839 3 -8102373.62788201 -99061.9621918606 16565735.2080469
"result.8" 0.73352664499673 3 -8160511.49260502 -98835.7949280447 16681558.6029653
"result.9" 0.794174053612619 3 -8091192.23840639 -98806.8272480812 16542862.1592081
"result.10" 0.782441078590244 3 -8132904.07689554 -98922.9702351528 16626518.1221605
"result.11" 0.814990281281557 3 -8163666.61470016 -98586.7728971526 16687370.8030938
"result.12" 0.760984708988861 3 -8116141.18942143 -98921.3560235087 16592989.118789
"result.13" 0.774068274227305 3 -8119643.07033448 -98777.6102766313 16599705.3891214
"result.14" 0.736551981131441 3 -8143793.43810631 -98775.928142209 16648002.7603962
"result.15" 0.741934750529249 3 -8123064.17793402 -98802.2093682286 16606596.8025036
"result.16" 0.752967751003153 3 -8103611.69792937 -98869.5392115548 16567826.502181
"result.17" 0.754746151186728 3 -8110579.09688336 -98635.9059716211 16581294.0336091
"result.18" 0.788732514560111 3 -8105583.77159853 -98808.1630138576 16571647.8971239
"result.19" 0.779811215579746 3 -8093816.51089354 -98940.9418712795 16548378.9334288
"result.20" 0.777619893163207 3 -8130545.35232306 -98798.2400667142 16621551.2126787
"result.21" 0.766670158844206 3 -8190855.39969046 -99133.1075918483 16742841.0424637
"result.22" 0.757433877839375 3 -8140073.44618354 -98975.7638723396 16640962.4480109
"result.23" 0.810259118600722 3 -8125466.15937665 -98815.9113937908 16611428.16944
"result.24" 0.764800874792951 3 -8109125.42394693 -98862.6648862986 16578840.2055656
"result.25" 0.773189091074885 3 -8101231.10359398 -98909.7085655248 16563145.6522181
"result.26" 0.789495031281294 3 -8120934.14959414 -98823.4594438878 16602379.2459752
"result.27" 0.798535412851257 3 -8093493.2291137 -98822.3734417394 16547495.23301
"result.28" 0.761887147432655 3 -8075735.06057957 -98759.2679856826 16511852.6850296
"result.29" 0.737579539852254 3 -8129992.55898246 -98813.877187664 16620476.9002394
"result.30" 0.815730092887824 3 -8091692.47653542 -98669.0657327635 16543587.1124355
"result.31" 0.815986158628959 3 -8148502.08471554 -98881.5773235121 16657631.3519772
"result.32" 0.782497288427166 3 -8123171.54430695 -98619.2568238587 16606445.6301607
"result.33" 0.793079341489917 3 -8097809.7837399 -98636.91709273 16555757.4295644
"result.34" 0.81207446904342 3 -8133678.41036787 -98565.7267327554 16627352.3021004
"result.35" 0.809610000554856 3 -8111513.75344087 -98748.3974892481 16583388.3297594
"result.36" 0.771166478492523 3 -8105947.509538 -98886.1961804213 16572531.439336
"result.37" 0.783786265730272 3 -8147785.71126773 -98688.440982193 16655812.332399
"result.38" 0.793738114215784 3 -8113572.58601966 -98441.3220775796 16586891.8440936
"result.39" 0.766660726821265 3 -8095403.59737587 -98784.6432159719 16551240.5090828
"result.40" 0.762742071940092 3 -8148379.78863088 -99116.876652682 16657857.3584663
"result.41" 0.765810007219847 3 -8133722.7828575 -98372.3712611455 16627054.3361364
"result.42" 0.794217573976997 3 -8174464.96361858 -99111.798785067 16710017.5527064
"result.43" 0.728771093788461 3 -8110714.0204257 -98764.1861838817 16581820.4411183
"result.44" 0.789761736497935 3 -8095176.98769603 -98757.3469003005 16550732.6970918
"result.45" 0.801925411226827 3 -8110363.91023242 -98648.5986918119 16580889.0457476
"result.46" 0.802803496553244 3 -8108735.29578809 -98876.4862480329 16578087.5919714
"result.47" 0.763068324894212 3 -8099136.92982147 -98917.5724649054 16558973.0324719
"result.48" 0.768472381407865 3 -8103033.84117325 -98940.9073543804 16566813.5249544
"result.49" 0.756835899521532 3 -8097593.92887046 -98908.2583609884 16555868.402362
"result.50" 0.776586161946532 3 -8105714.15426443 -98573.5666203271 16571439.4696686
