"eps","ARI"
1000,0.237879295761487
2000,0.415517179478465
3000,0.36281397923556
4000,0.00046150020004215
5000,0.000125349593427802
6000,-1.16723878328132e-05
8000,-0.000148371788448943
10000,-0.000148371788448943
