"ARI" "" "" "" ""
"result.1" 0.603839367628427 5 -8098488.90246382 -99068.4147782543 16558126.2175614
"result.2" 0.661496218853701 5 -8151694.28214145 -99053.5438841861 16664507.2351286
"result.3" 0.639147259557377 5 -8138333.40180889 -98976.5010038952 16637631.3887029
"result.4" 0.646321882473978 6 -8136828.68166761 -98822.6002652994 16634387.9245322
"result.5" 0.639451529360266 5 -8132412.51038812 -99503.7683426512 16626844.1405388
"result.6" 0.651998249777395 5 -8129423.20538225 -98558.3912127048 16618974.7762672
"result.7" 0.65231718996427 5 -8102522.05473357 -98989.1523675301 16566033.9972795
"result.8" 0.635668303382276 5 -8160400.95162772 -99122.11549925 16682057.7173312
"result.9" 0.661345624084223 5 -8091328.74665035 -98570.4108321783 16542809.8980423
"result.10" 0.646891275223267 5 -8132943.93423582 -98706.2439909453 16626311.9395308
"result.11" 0.66772449179665 5 -8163877.19789788 -98593.6355302725 16687953.2499336
"result.12" 0.642541244313782 5 -8116284.61160248 -99026.4453990841 16593633.6970804
"result.13" 0.64200770292366 5 -8119686.36675165 -98938.8131183084 16600261.9428172
"result.14" 0.611080753142493 5 -8143859.93302342 -98743.264381288 16648217.9778867
"result.15" 0.642939199114538 5 -8123095.11296675 -98836.2780217057 16606874.3650542
"result.16" 0.649456701609459 5 -8103667.54085049 -98886.7122349625 16568120.0892482
"result.17" 0.639359570415672 5 -8110542.72335166 -98713.6104506329 16581524.2506819
"result.18" 0.628203295363054 5 -8105562.06023344 -98698.6156439938 16571532.9348322
"result.19" 0.601556609203139 5 -8093982.82525337 -99097.6440020951 16549246.2991773
"result.20" 0.61546218854129 5 -8130536.93505486 -98965.365413342 16622016.1840137
"result.21" 0.655033498170329 5 -8190998.45240925 -99126.986027968 16743262.4599517
"result.22" 0.67006441777663 5 -8140141.91506356 -98777.2269366803 16640849.8670778
"result.23" 0.672577582178037 5 -8125460.11263038 -98743.5303213835 16611418.8689808
"result.24" 0.655316606205628 5 -8109254.69773106 -98944.3746924444 16579409.7279243
"result.25" 0.693578666762871 5 -8101239.89775942 -98631.9571339052 16562755.2928639
"result.26" 0.637425812752783 5 -8121058.55659684 -98806.2922374782 16602741.2807459
"result.27" 0.667960762635909 5 -8093461.56465121 -98915.3537129667 16547765.4198056
"result.28" 0.62096116636811 5 -8075854.4456165 -99091.8676103639 16512904.209531
"result.29" 0.608624244218604 5 -8130098.53131177 -98986.0945316129 16621254.6123531
"result.30" 0.647296743012011 5 -8091630.7427334 -98744.3075698837 16543761.6836839
"result.31" 0.646455848958596 6 -8148584.82624829 -98852.9178317685 16657960.8488265
"result.32" 0.621732742308312 5 -8123157.51531168 -98697.7411558139 16606722.0960123
"result.33" 0.673132045388556 5 -8097726.01749402 -98691.21971138 16555846.0574881
"result.34" 0.649631827473242 5 -8133740.97021823 -98721.7529047617 16627937.0293233
"result.35" 0.672257480755161 5 -8111448.68106384 -98698.8737057553 16583306.6926165
"result.36" 0.670979681465562 5 -8106118.01444607 -98972.5908253426 16573192.7936201
"result.37" 0.671660505685288 5 -8147916.38869307 -98768.5020111288 16656381.3644857
"result.38" 0.635052990714533 5 -8113543.46686546 -98623.8818633259 16587346.2805349
"result.39" 0.639251190765934 5 -8095409.88338741 -98895.7389740817 16551622.8278003
"result.40" 0.677857168600324 5 -8148293.85741383 -98987.6607952617 16657574.6194955
"result.41" 0.626141611660905 5 -8133713.21064104 -98591.8677316582 16627621.7398227
"result.42" 0.633983496887007 5 -8174475.62212628 -99097.9315860234 16710158.6905019
"result.43" 0.646189192942021 5 -8110787.68327674 -98890.2442201591 16582367.4380711
"result.44" 0.608202404054098 5 -8095328.43210226 -98860.7574204511 16551389.9621227
"result.45" 0.629602370827361 5 -8110618.91116866 -98698.3668919783 16581646.1391986
"result.46" 0.662275753218323 5 -8108848.08666267 -99032.7977709384 16578773.3519445
"result.47" 0.619216212463125 5 -8099193.8440758 -99051.8660862586 16559503.0034014
"result.48" 0.645736045211676 6 -8102863.9922196 -99087.2187978706 16566987.7827013
"result.49" 0.630277805043302 5 -8097660.74058931 -98969.3347815257 16556271.733819
"result.50" 0.676374113545041 5 -8105943.62915639 -98777.6489635708 16572454.1393172
