"ARI" "" "" "" ""
"result.1" 0 1 -8098266.0277529 -100761.839922595 16560772.208072
"result.2" 0 1 -8151488.97990938 -100957.193142081 16667608.8188239
"result.3" 0.798408780280741 5 -8138311.66298412 -99189.401701451 16638013.7124484
"result.4" 0.809069583575143 5 -8136888.76322666 -98882.5958341433 16634628.078788
"result.5" 0.781671485699905 5 -8132415.80605256 -99241.1281397359 16626325.4514619
"result.6" 0.794658678955436 6 -8129588.49580301 -98778.4197901406 16619745.4142636
"result.7" 0.829049549326544 5 -8102398.7040354 -99059.5282464762 16565928.047641
"result.8" 0.775467163231046 5 -8160387.79795839 -99043.8078136961 16681874.7946215
"result.9" 0.817605993039803 5 -8091230.47907765 -98664.6512114506 16542801.8436555
"result.10" 0.79062803653071 5 -8132896.87053326 -99062.1893915882 16626929.702927
"result.11" 0.819367895835784 5 -8163732.49409249 -98672.5548142465 16687821.6808908
"result.12" 0.806588624705164 5 -8116196.94291435 -98995.5157852946 16593396.5004766
"result.13" 0 1 -8119577.20348033 -100587.83208441 16603046.5438504
"result.14" 0.734767588679497 5 -8143770.88454426 -99005.4621407796 16648564.2764474
"result.15" 0.801987528902074 5 -8122969.67728121 -98914.1887273326 16606779.3150944
"result.16" 0.818051942127754 5 -8103553.95573262 -98891.60054182 16567902.6956262
"result.17" 0.786255908663267 5 -8110556.89998701 -98884.8161429374 16581895.0153372
"result.18" 0.78848601035272 5 -8105510.19671883 -98873.1396434109 16571778.2558018
"result.19" 0.629635044209555 4 -8093819.92702147 -99346.2709098338 16549270.2013508
"result.20" 0.272073656646316 2 -8130552.07918349 -100167.26044488 16624228.9295668
"result.21" 0 1 -8190858.24819285 -101159.554352573 16746752.0778118
"result.22" 0.842685734334836 5 -8140038.44066934 -98949.3675190115 16640987.199454
"result.23" 0.841783558395842 5 -8125453.3962967 -98842.6344766952 16611603.6446241
"result.24" 0.769522417911648 5 -8109138.45846794 -98831.1214153456 16578950.7428439
"result.25" 0.836584500845232 5 -8101129.931701 -98618.2668222514 16562507.9801238
"result.26" 0.783534121128014 5 -8120934.6181859 -98935.7529376691 16602752.3253244
"result.27" 0.81733135761528 5 -8093443.02820441 -99070.1275594882 16548037.8946051
"result.28" 0.773245403095333 5 -8075725.73380786 -99347.5706780555 16513158.1920491
"result.29" 0 1 -8129888.0645948 -100623.397794782 16623739.3975001
"result.30" 0.486742548291826 3 -8091508.30743636 -99520.5456471951 16544921.7340662
"result.31" 0.813197222102692 5 -8148592.85671276 -98942.3192962514 16658081.9350953
"result.32" 0.773487342520895 5 -8123098.45434123 -98915.7675365083 16607040.0268328
"result.33" 0.817325672242124 5 -8097788.53389618 -98686.6212453731 16555961.8933604
"result.34" 0.775616196843077 5 -8133666.74345086 -98695.5206105994 16627736.1112002
"result.35" 0.819817119154685 5 -8111494.60443716 -98986.7680315398 16583974.3280147
"result.36" 0.806257111586064 5 -8106012.19467026 -99036.7273628449 16573109.4271435
"result.37" 0.836170708245063 5 -8147803.72000612 -98702.7868832915 16656024.5968561
"result.38" 0.472188162620658 3 -8113466.5529975 -99343.3364565773 16588483.8068073
"result.39" 0.491768270660431 3 -8095112.43393204 -99632.1069015497 16552353.1095663
"result.40" 0.833386622640606 5 -8148284.898634 -98873.8708854681 16657329.1221162
"result.41" 0.748117961591921 5 -8133612.57617591 -98821.4554623065 16627879.6463537
"result.42" 0.512732165855898 3 -8174435.86730889 -99926.8279545551 16711589.418426
"result.43" 0.800835431700141 5 -8110685.80558768 -98949.5867490234 16582282.3677507
"result.44" 0.759275400777938 4 -8095093.39535213 -99831.4042221352 16552713.6270477
"result.45" 0.805441689022617 5 -8110481.83037403 -98768.5521038241 16581512.348033
"result.46" 0.7905341717235 5 -8108749.58332072 -98947.6885661839 16578406.1268511
"result.47" 0.825017509141427 5 -8099104.82849801 -98862.5859695396 16558946.4120124
"result.48" 0.66819801800518 5 -8102978.69735146 -99451.7399136538 16567872.4576075
"result.49" 0.516898480412419 3 -8097612.2164086 -99537.6766660491 16557163.8140484
"result.50" 0.842719993492004 5 -8105851.15311562 -98877.7634930871 16572469.4162947
