"ARI" "" "" "" ""
"result.1" 0.603069629678775 5 -8098372.08616833 -99013.6417333954 16557783.0388808
"result.2" 0.661372576700796 5 -8151631.25377951 -98864.9175079092 16664003.9256521
"result.3" 0.634003106335108 5 -8138296.99900837 -98897.5973909016 16637400.7758758
"result.4" 0.649936679123337 5 -8136945.63592225 -98664.9388855819 16634232.7326929
"result.5" 0.657434278029029 5 -8132423.88289393 -99258.066688891 16626375.4822429
"result.6" 0.653214927253137 5 -8129459.57758607 -98687.5204098031 16619305.779069
"result.7" 0.663839526567104 5 -8102387.4573547 -98886.991226203 16565560.4802391
"result.8" 0.637712063922531 5 -8160386.42354518 -98913.5201279914 16681611.4704236
"result.9" 0.660070781811344 5 -8091202.27114171 -98568.5356335183 16542553.1966278
"result.10" 0.64948800442791 5 -8132886.92914422 -98837.9428849528 16626461.3271356
"result.11" 0.664953342153249 5 -8163720.03702337 -98681.852988986 16687815.363102
"result.12" 0.639745485157723 5 -8116201.9206136 -99054.2162061494 16593523.8567168
"result.13" 0.644057939883474 5 -8119583.35630314 -98980.4096039253 16600139.1148914
"result.14" 0.615521104697427 5 -8143755.96042682 -98958.3704247921 16648440.2447805
"result.15" 0.641464747171355 5 -8122941.87586859 -98872.6285113926 16606640.5918373
"result.16" 0.653205133609648 5 -8103538.21130485 -98989.0530575842 16568066.1118022
"result.17" 0.631677643001827 5 -8110610.64956073 -98773.8497015487 16581780.5816018
"result.18" 0.632189384190252 5 -8105630.66707921 -98581.4250004821 16571435.7672367
"result.19" 0.603966144346799 5 -8093880.57931654 -98968.6894486383 16548710.1206077
"result.20" 0.618812229258283 5 -8130427.34246079 -98995.7809083501 16621857.8298156
"result.21" 0.660473400411699 5 -8190903.10453332 -99204.4203026918 16743226.6327493
"result.22" 0.673607989863722 5 -8140081.72638921 -98770.9746736407 16640716.985203
"result.23" 0.678476397440528 5 -8125453.27081048 -98657.6972221097 16611233.5191425
"result.24" 0.662145586980413 5 -8109130.86651938 -98872.5493932428 16579018.4149025
"result.25" 0.697103080887398 6 -8101222.46892189 -98690.9197863904 16562838.3604939
"result.26" 0.640530705307122 5 -8120952.74706672 -98733.1421231418 16602383.361457
"result.27" 0.666751824086121 5 -8093420.70708677 -98753.1933364054 16547359.3839236
"result.28" 0.627976671278856 5 -8075722.17800525 -99053.817517641 16512563.5741231
"result.29" 0.607181898771848 5 -8129974.48625212 -99059.4469023724 16621079.4493863
"result.30" 0.649299240414434 5 -8091514.60819202 -98775.0265938226 16543590.852649
"result.31" 0.650662553398619 5 -8148592.93603759 -98992.233298978 16658181.9217504
"result.32" 0.625652476417606 5 -8123157.70125901 -98741.255008669 16606809.4956126
"result.33" 0.681098449483579 5 -8097726.80932936 -98899.725286688 16556264.6523094
"result.34" 0.653223262549633 5 -8133674.62799011 -98744.3104963514 16627849.4600502
"result.35" 0.669119270431652 6 -8111547.61133806 -98641.6283147387 16583463.839972
"result.36" 0.667602514724001 5 -8106015.80249303 -99022.8837211101 16573088.9555056
"result.37" 0.671052400421282 5 -8147795.81733839 -98707.6379586124 16656018.4936713
"result.38" 0.643878018459575 5 -8113436.70378966 -98709.0613019669 16587303.1132605
"result.39" 0.635323829569589 5 -8095334.37047876 -98962.9477539779 16551606.2195428
"result.40" 0.678175373037932 5 -8148280.35971605 -98966.8139083671 16657505.9303261
"result.41" 0.632577952575929 5 -8133659.17227829 -98617.4624441927 16627564.8525223
"result.42" 0.635961448843967 5 -8174454.40377949 -98864.8457640075 16709650.0821643
"result.43" 0.647248532724376 5 -8110685.38382786 -98755.8060372229 16581893.9628075
"result.44" 0.612508358114653 5 -8095205.70183471 -99092.5089442697 16551608.0046353
"result.45" 0.641853663494622 5 -8110478.98593049 -98822.2722317982 16581614.0994019
"result.46" 0.663883255315539 5 -8108758.94654594 -98988.5878436811 16578506.6518565
"result.47" 0.618540531231749 5 -8099066.72402523 -99137.5833652573 16559420.1978583
"result.48" 0.643911545340895 5 -8102971.43669715 -99007.0466605329 16566968.5497927
"result.49" 0.626000669746172 5 -8097687.17256285 -98843.119274283 16556072.1667516
"result.50" 0.67863301878944 5 -8105934.9402514 -98672.5035111821 16572226.4706025
