"ARI" "" "" "" "" "" ""
"result.1" 0.988717784987475 0.975652730334645 0.97568137373834 3 -8098400.0431775 -99032.0833329554 16557728.28092
"result.2" 0.976534386970786 0.956007607595926 0.956059362584009 3 -8151596.66913302 -99013.4211715105 16664084.2085082
"result.3" 0.990193182285611 0.980447063368947 0.980470066377493 3 -8138439.38414419 -99188.3691948082 16638119.5345771
"result.4" 0.975472898128388 0.952422218586191 0.952478191583734 3 -8136854.2232765 -98866.1793304232 16634304.833113
"result.5" 0.973862474017725 0.955021968279257 0.955074883012372 3 -8132393.81109764 -99276.576868011 16626204.8038304
"result.6" 0.971603315233991 0.955293953219977 0.955346548129267 3 -8129391.78114626 -98770.211017007 16619188.0122257
"result.7" 0.94817506653481 0.921863681826989 0.921955606571244 3 -8102407.43486708 -99150.6461880134 16565980.1900093
"result.8" 0.974485008352759 0.953262945591641 0.953317929777885 3 -8160486.58062245 -99124.7561134333 16682086.7013709
"result.9" 0.951862742988172 0.921028597762132 0.921121506327769 3 -8091193.30564302 -98713.0772413742 16542676.7936679
"result.10" 0.97270823831836 0.948818577189838 0.948878759855397 3 -8132944.41533079 -99135.988011256 16627024.8345832
"result.11" 0.978913709667973 0.95947526124821 0.959522936532857 3 -8163668.29061073 -98850.3526799591 16687901.3144805
"result.12" 0.99307179349395 0.98276730317957 0.982787576582946 3 -8116196.50495915 -99029.7005622625 16593316.438942
"result.13" 0.977686873289613 0.955754284766548 0.955806337969548 3 -8119646.91622044 -98927.6515029789 16600013.163346
"result.14" 0.965615714335315 0.93656082206704 0.936635455354646 3 -8143806.05586119 -98904.4289897786 16648284.9976011
"result.15" 0.968371326703442 0.9449289193082 0.94499370826913 3 -8123030.10281815 -99175.1185887166 16607274.4707129
"result.16" 0.98576532357531 0.969718075693345 0.969753700937408 3 -8103569.57915277 -99148.1984118874 16568299.5830284
"result.17" 0.958539437086003 0.931595715807108 0.931676191005478 3 -8110594.13600994 -99102.5125079292 16582257.3249349
"result.18" 0.986420153918431 0.974312159721103 0.974342380388879 3 -8105594.14747784 -99027.6808516274 16572107.6845581
"result.19" 0.977325111714994 0.959283974629303 0.959331875127585 3 -8093829.13690411 -98963.2078407811 16548448.7173889
"result.20" 0.981228754847547 0.965069836128182 0.965110929805073 3 -8130538.59904992 -98936.377344855 16621813.9806887
"result.21" 0.974319679108581 0.953391221748201 0.953446054909486 3 -8190920.2659399 -99350.8826519081 16743406.3250828
"result.22" 0.947765294435185 0.9163626554882 0.916461053745058 3 -8140101.44285892 -99185.1865695118 16641437.286756
"result.23" 0.982496535767613 0.967221712403077 0.967260274751797 3 -8125444.12986905 -98886.5970443809 16611525.481726
"result.24" 0.977678561711908 0.955514533258525 0.955566868629118 3 -8109112.43018497 -99044.8842331394 16579178.6567353
"result.25" 0.971669759161439 0.947909697621294 0.947970979626284 3 -8101259.88501318 -98906.502621129 16563196.8031678
"result.26" 0.976393609350161 0.953692588497896 0.953747067125296 3 -8120934.74140898 -98964.0116333996 16602661.5339839
