"ARI" "" "" "" ""
"result.1" 0 1 -8098311.91198067 -99766.6685730338 16558873.6338284
"result.2" 0.906061578407997 3 -8151623.86596998 -99088.6957502621 16664289.1513396
"result.3" 0 1 -8138206.94506391 -99919.8832383854 16638970.1293256
"result.4" 0 1 -8136645.44519699 -99674.0832737184 16635355.5296624
"result.5" 0.88119924612042 3 -8132393.90267901 -99299.5737631642 16626250.9807835
"result.6" 0.881301112826739 3 -8129408.39173856 -98650.39472336 16618981.600823
"result.7" 0 1 -8102184.22931743 -99890.7924181604 16566866.5161921
"result.8" 0 1 -8160363.46213202 -99797.7576400595 16683038.9122651
"result.9" 0.911538078415005 3 -8091215.54625343 -98619.7845995953 16542534.6896052
"result.10" 0.93747850644959 3 -8132944.17428824 -99004.8962216187 16626762.1689188
"result.11" 0.94432727122033 3 -8163668.60227037 -98773.5571852728 16687748.3468104
"result.12" 0 1 -8115959.96296805 -99819.5739825638 16594275.5466222
"result.13" 0 1 -8119434.20498159 -99700.486116093 16600985.8549163
"result.14" 0.886759632098036 3 -8143769.13188935 -99084.6543538684 16648571.6003856
"result.15" 0.870163675344714 3 -8123076.24661019 -98959.1699830911 16606934.8610857
"result.16" 0 1 -8103379.72748047 -99727.2467934384 16568930.4212688
"result.17" 0 1 -8110373.4392413 -99803.2141173426 16583069.7794383
"result.18" 0.953405218229837 3 -8105627.65775571 -99160.6731561975 16572440.6897229
"result.19" 0.889173321609103 3 -8093817.66428655 -99000.8780114009 16548501.112495
"result.20" 0 1 -8130311.42583006 -99842.0693582267 16623023.4630975
"result.21" 0.652498454522509 2 -8190967.52623887 -99533.7487559726 16743792.8002997
"result.22" 0 1 -8139972.15928857 -99775.9039668691 16642212.5992318
"result.23" 0.913989968754977 3 -8125470.82243494 -98691.4723231633 16611188.6174153
"result.24" 0.886640927428993 3 -8109128.19628412 -98939.9842376803 16579000.3889427
"result.25" 0.917452933573537 3 -8101312.25958027 -98787.484842942 16563063.5167455
"result.26" 0.903544583383588 3 -8120934.5009101 -98949.8574132216 16602632.7445458
"result.27" 0.923632243516369 3 -8093522.6975548 -98925.6083434691 16547760.6396957
"result.28" 0.646729519140863 2 -8075758.607105 -99481.0009548266 16513269.4664297
"result.29" 0 1 -8129809.2376974 -99649.3091425339 16621633.5664008
"result.30" 0.926284895348247 3 -8091645.2409279 -98764.6763017965 16543683.8623585
"result.31" 0.922259443424988 3 -8148536.43000528 -98981.3453763905 16657899.5786625
"result.32" 0.929090475138021 3 -8123179.00576763 -98688.5134418058 16606599.066318
"result.33" 0.923699279591149 3 -8097833.18718803 -98900.4502800718 16556331.3028353
"result.34" 0.926613537791715 3 -8133700.97752014 -98688.2434387322 16627642.4698169
"result.35" 0 1 -8111301.16656942 -99766.7359085373 16584852.2776769
"result.36" 0 1 -8105804.67020355 -99917.1484955352 16574160.1101191
"result.37" 0 1 -8147575.31931299 -99818.9137517594 16657504.9388505
"result.38" 0.879238258612749 3 -8113568.44100127 -98717.8488757221 16587436.6076531
"result.39" 0 1 -8095196.01641028 -99709.9826989374 16552528.4709394
"result.40" 0.925859362304238 3 -8148397.15376561 -99028.4897398258 16657715.31491
"result.41" 0.86489331996387 3 -8133743.61638563 -98457.0400047484 16627265.3406799
"result.42" 0.897463591475639 3 -8174499.62741694 -98970.1320278405 16709803.5467887
"result.43" 0.888763991533048 3 -8110754.39415383 -98910.1001206985 16582193.0164482
"result.44" 0 1 -8095119.83098868 -100095.175763943 16553146.4862262
"result.45" 0.912255205089878 3 -8110382.131848 -98740.2856398424 16581108.8628748
"result.46" 0 1 -8108475.10094274 -99858.3054590926 16579383.2855246
"result.47" 0.928960025185636 3 -8099174.05412664 -98902.5832603471 16559017.3026731
"result.48" 0.879648918481991 3 -8103040.01679538 -98996.0564654598 16566936.1744208
"result.49" 0 1 -8097453.4210263 -99927.0188807773 16557477.3525351
"result.50" 0.897184102071345 3 -8105810.53801479 -98663.5069759098 16571812.1178805
