"ARI" "" "" "" ""
"result.1" 0 1 -8098574.52675241 -99751.712122127 16559368.95047
"result.2" 0.0492615671964857 2 -8151537.47131066 -98876.2782900741 16663617.7495115
"result.3" 0.207825287817085 2 -8138429.14040705 -99947.8019209707 16639470.357377
"result.4" 0.128175770180779 3 -8136661.9658334 -98887.7600827372 16633963.4797314
"result.5" 0.19858291396446 2 -8132342.03886767 -99110.3591481343 16625695.0463417
"result.6" 0 1 -8129400.88596911 -99790.9959768785 16621100.2366129
"result.7" 0.0403511509244407 3 -8102245.74310683 -98737.5890168365 16564830.6921465
"result.8" -0.0225525911865736 2 -8160604.8031231 -99777.332605488 16683480.7441781
"result.9" 0 1 -8091234.72637867 -99612.8826888403 16544411.690856
"result.10" 0.280789427784692 2 -8132871.30079328 -98959.507233936 16626451.8663645
"result.11" 0 1 -8163653.32325918 -99482.7449173046 16688988.6090739
"result.12" 0.0715370913688971 3 -8116181.85491646 -100084.364796815 16595248.9121475
"result.13" 0 1 -8119673.5674316 -99692.8166774364 16601449.240939
"result.14" 0.144710760952508 2 -8143801.60514559 -98868.4849783162 16648130.4305579
"result.15" 0.234006912736362 2 -8123006.01258369 -98930.8008552436 16606663.8771879
"result.16" 0.203127271433149 2 -8103579.26780373 -98913.7115052666 16567776.208928
"result.17" 0.206945679779299 2 -8110581.679625 -98685.4968064035 16581324.6031729
"result.18" 0.199576040218616 2 -8105554.34049242 -98880.8608774847 16571660.6530499
"result.19" 0.0629746076127268 2 -8093821.82664536 -99208.7824270499 16548851.4684549
"result.20" 0.177377937579561 2 -8130473.68756722 -99018.1116034488 16621773.8486514
"result.21" 0.215824877682109 2 -8190873.23197556 -99079.454770041 16742695.6238012
"result.22" 0 1 -8140127.30306225 -99983.0397766669 16642937.1583988
"result.23" 0.218508845015353 2 -8125479.44057502 -98819.0676713129 16611387.2668027
"result.24" 0 1 -8109217.80695673 -99704.462804195 16580561.0122428
"result.25" 0 1 -8101297.40017627 -99594.9311332025 16564501.1353399
"result.26" 0.0512208917058086 3 -8120737.92884835 -98563.4677766954 16601466.8211492
"result.27" -0.000720730673931464 2 -8093486.81482676 -99810.3413493796 16549310.7850732
"result.28" 0.0293397689013854 3 -8075495.33574876 -98819.0124558156 16511492.7243083
"result.29" 0 1 -8129942.49153629 -99753.7153542082 16622108.886502
"result.30" 0 1 -8091623.9984839 -99612.4960388507 16545189.4617665
"result.31" 0.377009759205011 3 -8148360.50452811 -98507.0660802948 16656599.1691159
"result.32" 0.182138620029447 2 -8123164.2708431 -98900.0708280219 16606918.9336523
"result.33" 0.142523509522155 2 -8097670.28607542 -99020.7996446489 16556172.4217502
"result.34" -0.00916302140991616 2 -8133730.99970596 -99452.0647265808 16629082.601586
"result.35" 0 1 -8111698.30237886 -99702.5147101368 16585518.106899
"result.36" 0 1 -8106003.94747111 -100083.137362187 16574890.6423876
"result.37" 0.0300880986936859 3 -8147751.77625508 -98496.929398012 16655361.4392053
"result.38" 0 1 -8113530.42924564 -99519.8602218826 16588817.051656
"result.39" 0.12986219049176 3 -8095177.58634112 -98936.035167865 16551091.2709171
"result.40" 0 1 -8148454.33999318 -99940.7065922948 16659506.5658919
"result.41" 0.342857432471768 3 -8133518.32092942 -98298.9953505442 16626498.6604591
"result.42" 0 1 -8174610.0793558 -99840.1449990329 16711616.9214306
"result.43" 0.0670235351450031 2 -8110673.78025577 -98808.9434377039 16581755.697697
"result.44" 0 1 -8095383.52690802 -99915.2498318377 16553314.0262007
"result.45" 0 1 -8110378.51084719 -99666.6864571832 16582806.8673297
"result.46" 0 1 -8108783.22082852 -99683.2798559983 16579649.47409
"result.47" 0.200249742022885 2 -8099142.54313569 -98923.9144743973 16558923.1655302
"result.48" 0 1 -8103183.34589452 -99984.2818160731 16569051.7281421
"result.49" 0 1 -8097687.6865288 -99810.3934879578 16557712.6327545
"result.50" 0 1 -8105903.71565126 -99681.0059902938 16573885.9160041
