"ARI" "" "" "elapsed"
"result.1" 0.192981205204132 0.269556736129615 0.27380290352213 2.76
"result.2" 0.208775048725414 0.276796916675554 0.28080615592752 2.751
"result.3" 0.511065753261034 0.417784793161443 0.419793695872601 1.276
"result.4" 0.489600627064571 0.437930544320051 0.439892644405997 1.213
"result.5" 0.396092564973183 0.371864749047563 0.373866805930153 1.422
"result.6" 0.400146766668095 0.365127699434651 0.367174341188619 1.295
"result.7" 0.369005637575954 0.374034667762099 0.376007450240696 1.315
"result.8" 0.464440803241196 0.398426024047922 0.400437690184238 1.423
"result.9" 0.592384474781523 0.472759188354821 0.474672187288924 1.264
"result.10" 0.381307730567864 0.365769515757003 0.367791220678277 1.964
"result.11" 0.526580073741082 0.412849842984644 0.414922690891713 1.263
"result.12" 0.599063595481286 0.45576408782757 0.457760805006701 1.243
"result.13" 0.47898452916387 0.410899062502605 0.412869289274839 1.48099999999999
"result.14" 0.376068397545841 0.373454977354332 0.375440763850424 1.924
"result.15" 0.592857303346515 0.48255278282734 0.484407547222092 1.245
"result.16" 0.392307712601315 0.401316043467077 0.403279798888213 1.453
"result.17" 0.344393073501782 0.364535364409748 0.366533993632082 1.441
"result.18" 0.228057669120627 0.281745297004124 0.28552283840443 2.626
"result.19" 0.50708507337272 0.41579892301776 0.41779546682038 1.275
"result.20" 0.359936311213511 0.349714147328093 0.351830210859824 1.306
"result.21" 0.360445730458447 0.358214679574023 0.360245897702404 1.282
"result.22" 0.463333922102721 0.398063005719965 0.400065695314616 1.42899999999999
"result.23" 0.221052526262558 0.298314675132938 0.302133344537452 3.11300000000001
"result.24" 0.573381481435753 0.47114239476638 0.473026066590169 1.00500000000001
"result.25" 0.542465604724635 0.439050987759 0.440931969992848 1.419
"result.26" 0.602967384994366 0.47170264114411 0.473600659920171 1.06899999999999
"result.27" 0.603963815443269 0.513077369961492 0.514903297606172 1.02200000000001
"result.28" 0.353077411446974 0.348617707811225 0.35069395464416 1.435
"result.29" 0.288659095311182 0.34011213352981 0.342205043379218 2.072
"result.30" 0.33842533260763 0.347743634086643 0.349807268468122 1.55799999999999
"result.31" 0.548580883224753 0.434714706540266 0.436663372556668 1.25700000000001
"result.32" 0.481996245517608 0.412490266322807 0.414466470280058 1.304
"result.33" 0.63319631609819 0.495599691898343 0.497443662493788 1.373
"result.34" 0.365868398978886 0.375192313408238 0.37716145353494 1.48700000000001
"result.35" 0.422204966094066 0.397900311894554 0.399869057535038 1.45
"result.36" 0.343954645800581 0.360366638710947 0.362452755799305 1.40599999999999
"result.37" 0.550983923835893 0.445972154250112 0.447837811912622 1.863
"result.38" 0.50350390482921 0.406584939260425 0.408612690262862 1.276
"result.39" 0.560846834422396 0.439573897087571 0.441542292752209 1.34
"result.40" 0.372780981417758 0.363297199798888 0.365317763135321 1.43000000000001
"result.41" 0.449063426914423 0.372300414703024 0.374364287989048 1.61200000000001
"result.42" 0.180125980991609 0.271103284301564 0.275301052118502 2.657
"result.43" 0.564711622860108 0.451090424548121 0.453064019791536 1.26700000000001
"result.44" 0.619918208192089 0.487180681121814 0.489086914756358 0.841000000000008
"result.45" 0.20180681648053 0.283470808500749 0.287890082111121 2.46499999999999
"result.46" 0.395158961583768 0.378794624435684 0.380792073513822 1.334
"result.47" 0.525290910375138 0.418959348930928 0.42094068984009 1.497
"result.48" 0.375699795544273 0.384926745426395 0.386886310313998 1.31200000000001
"result.49" 0.586692323093314 0.469725922490537 0.471570751386535 1.20699999999999
"result.50" 0.657861564806089 0.532264180679742 0.533977046007341 0.953000000000003
