"ARI" "" "" "" ""
"result.1" 0.980622472864378 3 -8098415.98758912 -99051.4450616773 16557798.8932007
"result.2" 0.992258891386763 3 -8151619.96786611 -99139.893863817 16664383.751359
"result.3" 0.984194359848352 3 -8138438.2141947 -99275.0538955877 16638290.5640797
"result.4" 0.98183578772218 3 -8136846.1755123 -98884.8325806143 16634326.044085
"result.5" 0.990039910801058 3 -8132391.12638378 -99262.3832317451 16626171.0471302
"result.6" 0.970137597202428 3 -8129405.30520221 -98868.7595474696 16619412.1573985
"result.7" 0.989889137044019 3 -8102405.88902633 -99160.9480863821 16565997.7021246
"result.8" 0.980847030841907 3 -8160490.86044811 -99310.8370030379 16682467.4228014
"result.9" 0.973106328626328 3 -8091190.59190362 -98806.9256691117 16542859.0630446
"result.10" 0.974887763311764 3 -8132945.10949611 -99152.4332533169 16627059.113398
"result.11" 0.98431267255263 3 -8163686.81178211 -98724.5381359596 16687686.7277353
"result.12" 0.991593171910942 3 -8116192.78157447 -99002.069162015 16593253.7293721
"result.13" 0.982195206375186 3 -8119644.8182997 -98966.3521522125 16600086.368803
"result.14" 0.968980617853089 3 -8143802.7283992 -98941.6652501418 16648352.8151978
"result.15" 0.984946449475149 3 -8123029.03906908 -99016.0314418182 16606954.1689209
"result.16" 0.983557808768348 3 -8103573.90387941 -99192.0553762516 16568395.9464105
"result.17" 0.969652897314603 3 -8110586.52358804 -98974.1982473336 16581985.4715699
"result.18" 0.989068980982165 3 -8105628.19641295 -98983.1034634605 16572086.627652
"result.19" 0.981444322232895 3 -8093833.45450377 -99102.8695234638 16548736.6759536
"result.20" 0.981789343511485 3 -8130524.69718297 -99023.6198684494 16621960.662002
"result.21" 0.978798725077291 3 -8190915.73203324 -99305.1794025726 16743305.8507708
"result.22" 0.968114960382249 3 -8140091.80139415 -99018.3009484946 16641084.2325844
"result.23" 0.984375150503144 3 -8125441.30942323 -98947.0589282369 16611640.7646021
"result.24" 0.988713669043083 3 -8109108.74757596 -99094.4807577198 16579270.4845665
"result.25" 0.987174387841016 3 -8101254.2458492 -98983.1865631469 16563338.8927238
"result.26" 0.975225960561064 3 -8120937.56187614 -98904.323080111 16602547.7978116
"result.27" 0.992430590973684 3 -8093510.83611076 -99107.3629298376 16548100.4259803
"result.28" 0.984383140198294 3 -8075707.12236275 -99216.768316366 16512711.8092574
"result.29" 0.981096526567114 3 -8130025.58105774 -99027.2049358617 16620969.5998863
"result.30" 0.987414169281635 3 -8091657.6657103 -98747.1569069781 16543673.6731337
"result.31" 0.985021476780514 3 -8148531.30060272 -99040.6414079132 16658007.9119204
"result.32" 0.974566456565558 3 -8123169.11270425 -98785.0132506846 16606772.279809
"result.33" 0.976584639306447 3 -8097813.71201551 -98927.6024539677 16556346.6568381
"result.34" 0.976502760037248 3 -8133672.88165253 -98650.0648255474 16627509.9208553
"result.35" 0.98678708991539 3 -8111510.30614393 -99018.4142005651 16583921.4685881
"result.36" 0.982735713645034 3 -8105995.1427844 -98985.9134228556 16572826.1403136
"result.37" 0.976799642752778 3 -8147813.54486731 -98925.8305032874 16656342.7786403
"result.38" 0.988304640789676 3 -8113563.9726799 -98859.4149287876 16587710.8031165
"result.39" 0.97003610111013 3 -8095409.15466688 -99096.9470603848 16551876.2313537
"result.40" 0.982167856887005 3 -8148343.88105309 -99017.5110407207 16657586.8120868
"result.41" 0.987234261698139 3 -8133747.44908389 -98632.6313716712 16627624.1888103
"result.42" 0.977492556728661 3 -8174496.49631889 -99211.7112600365 16710280.443057
"result.43" 0.970804602758146 3 -8110694.54228293 -98969.1543798787 16582191.4212247
"result.44" 0.994388011660295 3 -8095219.66608441 -98957.5042730553 16551218.3686141
"result.45" 0.973293954751996 3 -8110398.35593998 -98774.6220955112 16581209.9839701
"result.46" 0.974365226361741 3 -8108723.42453979 -99205.065473104 16578721.0079249
"result.47" 0.987240240261252 3 -8099164.84737473 -99069.1607861022 16559332.0442208
"result.48" 0.969369204459384 3 -8103028.70891827 -99184.4596768168 16567290.3650893
"result.49" 0.976759483352444 3 -8097660.05363826 -99277.0463452615 16556738.2278662
"result.50" 0.981007973846803 3 -8105789.36184238 -98873.7392375885 16572190.2300591
