"ARI" "" "" "" ""
"result.1" 0.50910185073774 3 -8098371.28889174 -98663.3149521201 16556933.2355868
"result.2" 0.527537188953003 4 -8151549.29963857 -98951.4947913891 16663865.616759
"result.3" 0.261878882995506 6 -8138405.56898664 -97968.7353810053 16635833.9694017
"result.4" 0.506071492000648 4 -8136833.63315483 -98446.5244802735 16633498.1207584
"result.5" 0.535227106956452 3 -8132323.63732215 -99049.147990421 16625609.5985243
"result.6" 0.567118960013408 4 -8129398.65243346 -98416.1993316945 16618567.5090185
"result.7" 0.496831903597906 3 -8102187.33726082 -98846.951429859 16564932.6052805
"result.8" 0.523713189109055 3 -8160307.88670104 -98771.2713718347 16681022.3440449
"result.9" 0.544081352578962 3 -8091145.77120203 -98568.7790598836 16542293.128423
"result.10" 0.550378429533971 4 -8132941.07673161 -98724.2578443579 16626268.4746402
"result.11" 0.52887399492736 4 -8163648.46986419 -98586.5799149966 16687407.9050466
"result.12" 0.52338392754186 3 -8116149.20841385 -98611.0460411723 16592384.5368092
"result.13" 0.492949133458532 3 -8119623.367432 -98774.1114344482 16599658.985632
"result.14" 0.487202976387317 3 -8143565.27293846 -98558.6224961461 16647111.8187683
"result.15" 0.547908583209349 3 -8122827.59262979 -98688.7533422613 16605896.7198432
"result.16" 0.504887197426678 3 -8103486.11499988 -98649.6022330483 16567135.462365
"result.17" 0.52317815238198 3 -8110472.25097279 -98722.9899667713 16581254.5097782
"result.18" 0.548825795600215 4 -8105498.71532822 -98698.5396019124 16571332.3153485
"result.19" 0.5285758726032 3 -8093636.01755336 -98730.9815733607 16547598.0261526
"result.20" 0.489645357617259 3 -8130453.84610569 -99400.8210396501 16622499.5846007
"result.21" 0.564732236640284 3 -8190902.4229934 -98904.1341000625 16742477.1420861
"result.22" 0.506687455440146 4 -8140087.91088381 -98824.8315448082 16640763.2903454
"result.23" 0.592239003749609 3 -8125304.66960484 -98538.7055053404 16610550.7781195
"result.24" 0.466019193531898 3 -8108906.1907604 -98668.199663121 16578012.8087462
"result.25" 0.565755319891806 4 -8101268.36321151 -98489.3796258505 16562453.2911629
"result.26" 0.518437746099661 3 -8120725.7164895 -98563.5219305144 16601442.5047392
"result.27" 0.54890555294695 3 -8093447.74568923 -98570.7608828849 16546974.8186324
"result.28" 0.504484542359009 3 -8075587.38691726 -98876.2872240298 16511791.3761817
"result.29" 0.506001691644105 3 -8130030.56789509 -98548.141425849 16620021.446541
"result.30" 0.55416445417294 3 -8091486.13473701 -98584.5875130487 16543005.4723993
"result.31" 0.548682243067619 4 -8148594.59626801 -98629.8729387347 16657312.9663126
"result.32" 0.526041347596069 3 -8123066.34170546 -98473.547543234 16605943.8063965
"result.33" 0.568597628731567 3 -8097647.65307269 -98496.2893899155 16555151.9128243
"result.34" 0.541956849008486 3 -8133592.70825448 -98476.9157189439 16627003.275846
"result.35" 0.567096292488605 3 -8111479.44845041 -98676.5156084766 16583175.9560169
"result.36" 0.554288745134883 3 -8105932.11328096 -98574.2923252501 16571876.8391116
"result.37" 0.514849677130171 3 -8147800.99564249 -98432.4534586578 16655404.7036905
"result.38" 0.564005051756623 3 -8113358.80288506 -98347.4481571414 16586276.5299835
"result.39" 0.530654317329644 4 -8095404.10556854 -98611.8245987716 16550895.8882337
"result.40" 0.516635586600168 3 -8148345.82196387 -98787.1627725077 16657129.9973719
"result.41" 0.537849705549419 3 -8133622.10384526 -98317.076652739 16626742.3888951
"result.42" 0.516629836295267 5 -8174536.76653689 -98834.3731573011 16709680.0848766
"result.43" 0.501559084289909 3 -8110681.00890368 -98620.2819959288 16581466.6096983
"result.44" 0.537193004768653 3 -8095155.41792989 -98563.5244584648 16550375.6902649
"result.45" 0.569128257236331 4 -8110306.46377754 -98645.2418823378 16580914.994397
"result.46" 0.553106172202043 5 -8108808.02739303 -98772.3596693266 16578172.357202
"result.47" 0.545876652667672 3 -8099183.29041909 -98717.8747391776 16558666.3582157
"result.48" 0.547298395738721 3 -8102988.8356053 -98963.5037114282 16566768.7065326
"result.49" 0.513919648763667 3 -8097477.22520832 -98681.8067203472 16555182.0917565
"result.50" 0.519754778242234 3 -8105725.08007377 -98559.8978048046 16571433.9836563
