"ARI" "" "" "" ""
"result.1" 0.992095654471579 3 -8098406.60722151 -99030.558626492 16557738.3595951
"result.2" 0.984386608516705 3 -8151601.12824316 -99223.4340747373 16664513.1525349
"result.3" 0.992095654471579 3 -8138438.39712665 -99183.4537918577 16638107.7297361
"result.4" 0.978434266785056 3 -8136874.87966151 -98883.0711137811 16634379.9294497
"result.5" 0.985943227687404 3 -8132390.64861481 -99396.0777755481 16626437.4806798
"result.6" 0.983618139681972 3 -8129405.17951612 -98867.2442204082 16619408.8753722
"result.7" 0.988314500692185 3 -8102403.08359554 -99110.5353713308 16565891.2658329
"result.8" 0.978406610803871 3 -8160491.035078 -99312.9382870241 16682471.9746292
"result.9" 0.974828931234965 3 -8091190.74642735 -98834.7481263246 16542915.0170065
"result.10" 0.984223412331947 3 -8132944.15146413 -99277.7388951256 16627307.8086176
"result.11" 0.985031930865245 3 -8163686.39753811 -98891.7815521439 16688020.3860796
"result.12" 0.990442524854812 3 -8116197.77987531 -99083.1234878723 16593425.8346255
"result.13" 0.982512753654129 3 -8119644.78847166 -99034.6652910295 16600222.9354245
"result.14" 0.971172131831367 3 -8143802.47766204 -98946.3666271542 16648361.7164775
"result.15" 0.990039910801058 3 -8123029.22862874 -99111.4349550363 16607145.3550667
"result.16" 0.981824588350996 3 -8103573.63350199 -99186.7621854979 16568384.8192741
"result.17" 0.958539437086003 3 -8110586.54326961 -99009.6516625199 16582056.4177634
"result.18" 0.984378308596296 3 -8105591.39467712 -98970.3363879005 16571987.4900292
"result.19" 0.986447703179489 3 -8093833.59374218 -99065.1189441122 16548661.4532717
"result.20" 0.977503629946037 3 -8130524.73392989 -98987.2987945101 16621888.0933479
"result.21" 0.992258891386763 3 -8190915.66401092 -99245.4573810645 16743186.2706831
"result.22" 0.966230161286376 3 -8140092.20541218 -98966.2974248213 16640981.0335731
"result.23" 0.982512753654129 3 -8125441.09738023 -98901.4042499382 16611549.0311595
"result.24" 0.984217076489153 3 -8109108.848112 -99136.2348148095 16579354.1937528
"result.25" 0.988886412121624 3 -8101254.06228697 -99073.949636966 16563520.051747
"result.26" 0.984562837042597 3 -8120937.23379206 -98967.4227831631 16602673.3410496
"result.27" 0.988159400308182 3 -8093510.69977773 -99180.208197043 16548245.8438487
"result.28" 0.986434267029121 3 -8075707.20010461 -99228.5802039095 16512735.5885162
"result.29" 0.982902890396482 3 -8130025.53913334 -99017.7043313871 16620950.5148286
"result.30" 0.984954772997924 3 -8091657.12141468 -98866.9149600252 16543912.1006485
"result.31" 0.988562549898174 3 -8148531.07886615 -99018.23643312 16657962.6584977
"result.32" 0.978978680397256 3 -8123139.86685897 -99011.0722688678 16607165.9061548
"result.33" 0.980153040291376 3 -8097813.78503719 -98877.3331735889 16556246.2643207
"result.34" 0.980456272745095 3 -8133710.0250817 -98876.7851632612 16628037.6483891
"result.35" 0.980810578493225 3 -8111505.29655063 -98910.9244054118 16583696.4698112
"result.36" 0.98815143393236 3 -8105994.9149502 -99064.7654531913 16572983.3887059
"result.37" 0.983080962328675 3 -8147827.92700321 -98989.5118049376 16656498.9055154
"result.38" 0.984556403014289 3 -8113563.49808805 -98864.0084942486 16587719.0410637
"result.39" 0.974825804898107 3 -8095409.57521848 -98985.9052288243 16551654.9887937
"result.40" 0.97840959685956 3 -8148389.51170438 -99061.1682526104 16657765.3878131
"result.41" 0.982523192549872 3 -8133747.58067901 -98694.5786659634 16627748.3465891
"result.42" 0.984396584516654 3 -8174496.33364888 -99238.4357986235 16710333.5667941
"result.43" 0.97228317604455 3 -8110694.69427479 -99024.2238245535 16582301.8640978
"result.44" 0.99060659391173 3 -8095193.02403804 -99069.5308803948 16551389.137736
"result.45" 0.915790446655754 4 -8110179.79242773 -98800.264524053 16580897.9193918
"result.46" 0.975277970735521 3 -8108723.15684515 -99078.3500607576 16578467.041711
"result.47" 0.986670618670067 3 -8099164.78733803 -99112.6083239757 16559418.8192232
"result.48" 0.980283370814996 3 -8103029.06958273 -99074.4409284062 16567071.0489214
"result.49" 0.976378002686505 3 -8097660.19051019 -99202.5746427959 16556589.5582051
"result.50" 0.984376698409992 3 -8105736.38307103 -98820.367444542 16571977.5289303
