"ARI" "" "" "" ""
"result.1" 0.927615576710706 3 -8098432.1826381 -99045.6815208647 16557819.7562171
"result.2" 0.939204207193178 3 -8151620.13478633 -99139.1896140527 16664382.6766999
"result.3" 0.930177443211087 3 -8138443.90694884 -99214.6616861253 16638181.1651691
"result.4" 0.934471549732744 3 -8136875.26882119 -98785.3045788221 16634185.1746992
"result.5" 0.958103767687658 3 -8132390.66519613 -99139.5611993813 16625924.4806901
"result.6" 0.926853051946682 3 -8129403.6436132 -98869.6419837839 16619410.5990931
"result.7" 0.936412499584358 3 -8102405.99920241 -99296.9327073632 16566269.8917187
"result.8" 0.934585175054786 3 -8160527.17366812 -99208.4881677091 16682335.3515708
"result.9" 0.947356999246183 3 -8091204.65756256 -98805.623796295 16542884.5906168
"result.10" 0.955875950635187 3 -8132944.64482707 -99143.907716068 16627041.1329854
"result.11" 0.971488472517337 3 -8163686.67883034 -98781.1501505718 16687799.685861
"result.12" 0.953421873766393 3 -8116192.89147926 -98972.0458842434 16593193.9026261
"result.13" 0.949222170911883 3 -8119667.4395804 -98924.5709643968 16600048.0489887
"result.14" 0.927435524081521 3 -8143781.0080321 -98860.8697615389 16648147.7834864
"result.15" 0.936126267083961 3 -8123065.35105695 -99111.89304174 16607218.5160965
"result.16" 0.950198317660932 3 -8103593.31781559 -98972.1483651494 16567994.9602606
"result.17" 0.918632016392512 3 -8110628.34981408 -98841.5208810258 16581803.7692893
"result.18" 0.971245167199508 3 -8105626.9879327 -99005.759181362 16572129.5221273
"result.19" 0.941409808129703 3 -8093816.22546451 -99207.7069573367 16548911.8927428
"result.20" 0.950014351466838 3 -8130544.7009211 -99099.1396837075 16622151.7091088
"result.21" 0.960769119760126 3 -8190920.93349454 -99330.9002229437 16743367.6953341
"result.22" 0.936359355257716 3 -8140091.56473313 -99000.4220348555 16641048.0014351
"result.23" 0.957452672441243 3 -8125467.4196569 -98768.6158171991 16611336.0988473
"result.24" 0.942895625415174 3 -8109112.90165291 -98966.7377892042 16579023.3067834
"result.25" 0.951878377426226 3 -8101305.87992154 -98729.6569641119 16562935.1016704
"result.26" 0.927195795385288 3 -8120937.95468461 -98918.1754707424 16602576.2882098
"result.27" 0.961072638491374 3 -8093519.15440371 -99105.8364808334 16548114.0096682
"result.28" 0.933472239739121 3 -8075734.00908889 -99000.508894339 16512333.0638656
"result.29" 0.95219947006189 3 -8130044.10830762 -99035.8187086278 16621023.8819316
"result.30" 0.952759186688493 3 -8091651.06984081 -98702.4579848217 16543571.0835504
"result.31" 0.9570294994563 3 -8148551.77237997 -99068.8461095203 16658105.2648781
"result.32" 0.944311927465686 3 -8123169.28581078 -98791.8789993937 16606786.3575195
"result.33" 0.945182050890124 3 -8097848.16479715 -98977.7885370735 16556515.9345676
"result.34" 0.949258581823784 3 -8133673.12040483 -98647.2033037729 16627504.6753163
"result.35" 0.944896183924041 3 -8111504.53837315 -98799.535977014 16583472.1765995
"result.36" 0.956243633032942 3 -8105997.95787904 -99101.0226424854 16573061.9889422
"result.37" 0.93641729782986 3 -8147828.4650634 -98887.7265167853 16656296.4110595
"result.38" 0.934464704445853 3 -8113563.86138728 -98606.7613981909 16587205.2734701
"result.39" 0.941425788309388 3 -8095424.34045274 -98815.8801048085 16551344.4690142
"result.40" 0.959713361199 3 -8148389.44599523 -98962.4180622438 16657567.7560141
"result.41" 0.953864588629221 3 -8133737.32950216 -98612.5581789238 16627563.8032613
"result.42" 0.934418797059588 3 -8174502.68641919 -98983.695937113 16709836.7926117
"result.43" 0.9375365200566 3 -8110731.33857407 -99035.8559735669 16582398.4169944
"result.44" 0.976657533400282 3 -8095202.91457976 -98975.3089192262 16551220.4748971
"result.45" 0.936300270435299 3 -8110413.58520757 -98824.9445912488 16581341.0874968
"result.46" 0.953450658711944 3 -8108736.62167683 -99049.7928416958 16578436.8569362
"result.47" 0.94888655958289 3 -8099184.63031376 -99008.5395494542 16559250.3676256
"result.48" 0.915600378926362 3 -8103028.9758069 -98956.0037653604 16566833.9870436
"result.49" 0.958069995202008 3 -8097655.30867239 -99056.930733712 16556288.5067113
"result.50" 0.938942222939596 3 -8105789.09316718 -98820.9592517033 16572084.1327369
