"eps","ARI"
1000,0.369090803695516
2000,0.44813177031554
3000,0.482158119795758
4000,0.294487631857994
5000,0.0407256818100095
6000,0.000915840828002006
8000,0.000904920781543219
10000,0.00055167250102175
