"ARI" "" "" "" "elapsed"
"result.1" 0.953901330138107 0.888798369076281 0.889109374732493 4 26.105
"result.2" 0.838150223720674 0.706302829923326 0.706849306189688 3 25.853
"result.3" 0.849043366262618 0.710362192811012 0.71090115276083 3 25.583
"result.4" 0.924438108009323 0.838326944321417 0.838779107548743 4 27.242
"result.5" 0.933433897236095 0.862910373214465 0.8632937393361 4 25.856
"result.6" 0.944226735367023 0.868430902768031 0.86879885288531 4 25.561
"result.7" 0.934163362012633 0.866798369376016 0.867170860060012 4 26.27
"result.8" 0.932657102325359 0.851844386333137 0.852258729353834 4 26.27
"result.9" 0.842968985668637 0.716753606761667 0.717280642852698 3 25.23
"result.10" 0.933360626922907 0.826674029072309 0.827158804596996 4 28.179
"result.11" 0.948620307320051 0.87459035382714 0.874941101863163 4 25.955
"result.12" 0.940908935966612 0.859940690999732 0.860332409158778 4 24.98
"result.13" 0.830965639727462 0.693323101813003 0.693893737891132 3 27.821
"result.14" 0.939573281908317 0.84302280434297 0.843461846762369 4 25.638
"result.15" 0.92413267393668 0.847401872665912 0.847829715795274 4 25.03
"result.16" 0.948430417170088 0.873143931090339 0.873498727154798 4 25.17
"result.17" 0.937533925562904 0.864651364750115 0.86502989840821 4 26.826
"result.18" 0.949570971916515 0.88349500583659 0.883820837995047 4 26.753
"result.19" 0.835425663744113 0.699609206720161 0.700168140367019 3 25.189
"result.20" 0.85619349760653 0.732085119384326 0.732583633913575 3 26.4440000000001
"result.21" 0.844023508109497 0.713059669803481 0.713593592292159 3 25.0509999999999
"result.22" 0.950390466335092 0.878555058180655 0.878894732816193 4 26.376
"result.23" 0.982992153172798 0.964034967063769 0.964169206073835 5 24.717
"result.24" 0.935827317244846 0.859540655420632 0.859933531231819 4 24.664
"result.25" 0.953690702759521 0.883093085306318 0.883420050999344 4 25.1319999999999
"result.26" 0.950651611779674 0.880046949678798 0.880382444936395 4 26.155
"result.27" 0.942987545715911 0.863852918170916 0.864233709380613 4 25.451
"result.28" 0.94719869086894 0.873834001646527 0.874186851933267 4 28.711
"result.29" 0.947911021515102 0.867850371972088 0.86821997182999 4 25.801
"result.30" 0.939385095117867 0.863638753545757 0.864020104400568 4 26.8099999999999
"result.31" 0.948449763402648 0.877458476139146 0.877801175699349 4 26.861
"result.32" 0.943202978385122 0.85941898369143 0.859812185433248 4 27.259
"result.33" 0.951358295069823 0.877434874930538 0.877777656484933 4 26.6049999999999
"result.34" 0.949423343795058 0.879752491934579 0.880088791525838 4 25.2850000000001
"result.35" 0.950627049503982 0.879482782226883 0.8798198479203 4 24.843
"result.36" 0.865510685230958 0.734932192646521 0.735425415239192 3 27.231
"result.37" 0.856223984579242 0.733525115452447 0.734020949733836 3 25.645
"result.38" 0.945934721619358 0.877032664697244 0.877376574311234 4 27.7520000000001
"result.39" 0.946180741262526 0.871894244302835 0.872252531837487 4 25.0159999999998
"result.40" 0.947147132415904 0.875654884577881 0.876002651178784 4 26.3620000000001
"result.41" 0.932880661586391 0.85143704851737 0.851852553464078 4 25.98
"result.42" 0.948911265241941 0.883366664844772 0.883692859868531 4 26.193
"result.43" 0.853625498936074 0.720762276268894 0.721281880905181 3 25.5160000000001
"result.44" 0.985279133389554 0.966832831829003 0.966957022305323 5 23.9460000000001
"result.45" 0.966654637713786 0.933366079868511 0.933614688463691 5 24.8140000000001
"result.46" 0.941048906915619 0.867168011872602 0.867539526052489 4 24.0909999999999
"result.47" 0.930232280778531 0.850671423759254 0.851089466466033 4 23.8409999999999
"result.48" 0.932398414389152 0.842642034816197 0.843082146090645 4 23.4739999999999
"result.49" 0.931572544401968 0.855694356404491 0.856097915437654 4 23.1190000000001
"result.50" 0.983253882765964 0.963672126479311 0.963807870899942 5 24.761
