"ARI" ""
"result.1" 0.452714856259282 4
"result.2" 0.510262015159045 4
"result.3" 0.438234239179172 5
"result.4" 0.480737275926952 5
"result.5" 0.376068446841401 5
"result.6" 0.383885202670194 5
"result.7" 0.388422327891469 6
"result.8" 0.461671832521796 5
"result.9" 0.357110003991792 6
"result.10" 0.383694832002214 5
"result.11" 0.365237236238722 6
"result.12" 0.346329533547023 7
"result.13" 0.452338429410868 4
"result.14" 0.375076285522376 5
"result.15" 0.576051535182465 5
"result.16" 0.574821690883045 4
"result.17" 0.334886556469168 5
"result.18" 0.49647918300923 6
"result.19" 0.445285093196779 5
"result.20" 0.358583706154571 5
"result.21" 0.370667902799196 5
"result.22" 0.464780481263618 5
"result.23" 0.43893393608571 6
"result.24" 0.438612351508239 5
"result.25" 0.576890978819511 4
"result.26" 0.413954110335393 6
"result.27" 0.467971036909816 5
"result.28" 0.356124856407611 5
"result.29" 0.404094025361991 5
"result.30" 0.473162107638911 4
"result.31" 0.354835567090253 6
"result.32" 0.341407154454751 6
"result.33" 0.641207733970745 5
"result.34" 0.389042455532945 5
"result.35" 0.423483930103122 5
"result.36" 0.379172447499663 6
"result.37" 0.549596212789254 5
"result.38" 0.457163999452147 5
"result.39" 0.393602304448797 5
"result.40" 0.387781938972896 5
"result.41" 0.4506273045984 4
"result.42" 0.365658560466242 6
"result.43" 0.38510141599928 6
"result.44" 0.388318125018728 6
"result.45" 0.56038178176958 4
"result.46" 0.404087093818882 5
"result.47" 0.382391805827565 5
"result.48" 0.390588575565114 5
"result.49" 0.534071144701781 6
"result.50" 0.624955845672907 5
