"ARI" "" "" "elapsed"
"result.1" 0.965211622591979 0.934497810390752 0.934574625360185 36.037
"result.2" 0.978963729503892 0.95967566124319 0.959722982897184 35.691
"result.3" 0.974730762767295 0.953185045023643 0.953239976864578 35.236
"result.4" 0.96936798491346 0.943300559632997 0.9433671535265 35.337
"result.5" 0.987990780367492 0.976273486934242 0.976301366628818 35.301
"result.6" 0.968815304194872 0.944557537223797 0.944622629725487 35.348
"result.7" 0.985327783184312 0.969178603135664 0.969214801883115 34.627
"result.8" 0.971641790729282 0.945841905643854 0.945905535787384 35.342
"result.9" 0.971078542602151 0.945049140626798 0.945113725227951 36.069
"result.10" 0.983280735251515 0.965553096451314 0.965593543794752 35.089
"result.11" 0.978638170933886 0.960921626000097 0.960967465109724 34.955
"result.12" 0.979587736994121 0.959512970528905 0.959560501498248 34.947
"result.13" 0.973113831061697 0.949587417770129 0.949646627704309 35.504
"result.14" 0.967879075614963 0.94009984295989 0.940170137342712 35.078
"result.15" 0.977318777787616 0.956278067385425 0.956329376203645 34.781
"result.16" 0.989132621997283 0.976899187655356 0.976926364495477 34.471
"result.17" 0.974462330686395 0.949752636831411 0.949811609643898 33.9400000000001
"result.18" 0.980084217867385 0.958621507691961 0.958670088629283 34.1329999999999
"result.19" 0.982573968920587 0.966091872086514 0.966131697422435 33.895
"result.20" 0.979544952447245 0.958513342207867 0.958562114712279 34.389
"result.21" 0.977488709943863 0.955957313919563 0.956009029195787 34.3710000000001
"result.22" 0.961683090323255 0.931335888858425 0.931416551787119 34.3960000000001
"result.23" 0.986103298243969 0.972088526144696 0.972121350499503 33.956
"result.24" 0.982415046439758 0.96564950109254 0.965689869631518 34.365
"result.25" 0.980086528496951 0.959993954278636 0.960040902407524 34.0880000000001
"result.26" 0.97667043755036 0.951088685311102 0.951146171045876 34.198
"result.27" 0.988555404763633 0.975812043484012 0.975840475579702 34.258
"result.28" 0.96896060214296 0.943618543908564 0.943684702624884 34.336
"result.29" 0.979610589331686 0.957351888793995 0.957402002197148 34.2270000000001
"result.30" 0.977507688052645 0.956793744360984 0.956844574331738 34.221
"result.31" 0.977156018846968 0.955459670979154 0.955511946855352 34.085
"result.32" 0.975459739982763 0.951672982108775 0.951729796270696 34.2460000000001
"result.33" 0.980540680360124 0.96220303753517 0.962247472363539 34.3059999999998
"result.34" 0.987989588681146 0.976864599956134 0.976891817613599 34.2860000000001
"result.35" 0.971323876063799 0.947611173590622 0.947672661052969 34.0630000000001
"result.36" 0.98461762471635 0.96796131471998 0.967998970285951 34.453
"result.37" 0.975804322898432 0.953348457618988 0.953403248863817 34.337
"result.38" 0.983307183884086 0.965016920936826 0.965058076741984 34.0409999999999
"result.39" 0.984463177623096 0.968464084557285 0.968501153921328 33.576
"result.40" 0.978256438348473 0.959214096481359 0.959262004605091 33.9069999999999
"result.41" 0.98197728973345 0.961705236668169 0.961750224360806 33.452
"result.42" 0.975783854225523 0.953132046029023 0.953187091444663 34.0350000000001
"result.43" 0.977029586907583 0.956509610671955 0.956560743527991 33.806
"result.44" 0.992492825341771 0.983359421825072 0.983378984805453 33.9280000000001
"result.45" 0.981023957605624 0.962217501472036 0.962261902259318 33.9109999999998
"result.46" 0.969689168742521 0.945944401032976 0.946007995075265 33.74
"result.47" 0.98747234771082 0.972418748779644 0.972451157960796 33.6689999999999
"result.48" 0.969054561634671 0.94230570673588 0.942373580911061 33.877
"result.49" 0.986663187981765 0.972630281573171 0.97266248059692 33.4389999999999
"result.50" 0.97123235841581 0.945786997380011 0.945850767727013 32.1129999999998
