"ARI" "" "" "" "elapsed"
"result.1" 0 0 0 1 38.412
"result.2" 0 0 0 1 36.028
"result.3" 0 0 0 1 38.598
"result.4" 0 0 0 1 38.544
"result.5" 0 0 0 1 37.564
"result.6" 0 0 0 1 38.452
"result.7" 0 0 0 1 36.861
"result.8" 0 0 0 1 36.628
"result.9" 0 0 0 1 37.666
"result.10" 0 0 0 1 38.362
"result.11" 0.566670971519555 0.508427551703248 0.508716550431281 2 38.928
"result.12" 0 0 0 1 37.753
"result.13" 0 0 0 1 36.832
"result.14" 0 0 0 1 37.079
"result.15" 0 0 0 1 38.221
"result.16" 0 0 0 1 38.6830000000001
"result.17" 0 0 0 1 37.7140000000001
"result.18" 0 0 0 1 37.0129999999999
"result.19" 0 0 0 1 37.8249999999999
"result.20" 0 0 0 1 38.397
"result.21" 0.620088483544161 0.510420467658775 0.51070828372875 2 37.41
"result.22" 0 0 0 1 38.6950000000001
"result.23" 0 0 0 1 36.5050000000001
"result.24" 0 0 0 1 39.343
"result.25" 0 0 0 1 39.3549999999999
"result.26" 0 0 0 1 37.7990000000001
"result.27" 0.631621190782927 0.539164388194646 0.539435307970823 2 38.165
"result.28" 0 0 0 1 37.0510000000002
"result.29" 0 0 0 1 39.723
"result.30" 0 0 0 1 36.299
"result.31" 0.645104376055282 0.555642610223622 0.555903842666404 2 39.0810000000001
"result.32" 0 0 0 1 36.9680000000001
"result.33" 0 0 0 1 36.5309999999999
"result.34" 0 0 0 1 37.202
"result.35" 0 0 0 1 39.0819999999999
"result.36" 0.47865170635282 0.395522086507787 0.39587745720608 2 39.615
"result.37" 0 0 0 1 39.404
"result.38" 0 0 0 1 36.5350000000001
"result.39" 0 0 0 1 39.4289999999999
"result.40" 0 0 0 1 38.9180000000001
"result.41" 0 0 0 1 39.3499999999999
"result.42" 0 0 0 1 37.759
"result.43" 0 0 0 1 38.6900000000001
"result.44" 0 0 0 1 36.241
"result.45" 0 0 0 1 38.9659999999999
"result.46" 0 0 0 1 37.4010000000001
"result.47" 0 0 0 1 36.7839999999999
"result.48" 0 0 0 1 37.1990000000001
"result.49" 0 0 0 1 37.473
"result.50" 0 0 0 1 37.0319999999999
