,ARI,AMI,NMI
0,0.7317763611210937,0.65197826427959,0.6523843349790757
1,0.7795908230931776,0.687769576213021,0.6881368215410855
2,0.7294404523216977,0.6440312066817795,0.64444715654668
3,0.6950637343394215,0.6132289358506392,0.6136821513255761
4,0.7597057040533175,0.6831322502020717,0.6835026180203049
5,0.7252815867248101,0.6375863285491024,0.6380170716384247
6,0.7464326739189984,0.6613954437125739,0.6617948422627614
7,0.6941250769745744,0.6093812151302386,0.6098397154799039
8,0.7947727740791931,0.7060174915524408,0.7063632809987599
9,0.7856886532083073,0.6981817534409835,0.6985397625195044
10,0.7753180636745693,0.6829427597509395,0.6833148340313092
11,0.702834179010936,0.6179681185612284,0.6184150501173167
12,0.6990662369420966,0.6394789130154193,0.6398996857544083
13,0.4781901522976367,0.42278375644673344,0.42345703444216076
14,0.7715576632958985,0.6992302470116344,0.6995830101241983
15,0.7402041215835841,0.646670201376312,0.6470852442159428
16,0.7002279550731622,0.6204983330019825,0.6209414571432428
17,0.6995127606745813,0.6266166268530665,0.6270528365527466
18,0.8010376538762152,0.7152502514472726,0.7155841418441407
19,0.7671616222618969,0.6843123877798796,0.6846817545341192
20,0.7717648645070756,0.6860270981664144,0.686394595982254
21,0.725955259385931,0.6652185452954757,0.6656083499360864
22,0.7754090500510507,0.6917353369068572,0.6920957202093266
23,0.7916652771059719,0.7112480787017846,0.7115860849841257
24,0.7778959375973062,0.694624129241605,0.6949837745673529
25,0.6202698516767495,0.5534555581363474,0.5539752291151777
26,0.7240458726390613,0.6453783025316594,0.6457968003728558
27,0.7214433639631409,0.630971938969415,0.6314036818355813
28,0.7406371951068783,0.6505949996936264,0.651009488750814
29,0.7920721738196006,0.7007851103658138,0.701136475805951
30,0.7397893199279363,0.6759309252443916,0.6763080825499689
31,0.7511700305282946,0.662919485881401,0.6633192391652566
32,0.7994576655723962,0.714553858404464,0.7148888504540316
33,0.8187476514837257,0.7367281159421587,0.7370384552122955
34,0.7368779172105473,0.6450952228104375,0.6455131293250395
35,0.7889074877205133,0.7019699154843437,0.7023199697216407
36,0.7717149659201735,0.6909224087673264,0.6912832501135004
37,0.8007290211098618,0.7191719364468346,0.7195040321542423
38,0.7420459545828956,0.6533367855008094,0.6537434236427385
39,0.7242877857170203,0.6534595949042322,0.6538639952010008
40,0.6824557793760528,0.6101969706162117,0.6106568206932903
41,0.7051964002780378,0.6272476711336173,0.6276830811065874
42,0.7296395173167693,0.6353406316204266,0.635767963005756
43,0.6422201444485705,0.5793468159715761,0.5798370206660839
44,0.7419139265301739,0.6580116930027552,0.6584111250075977
45,0.803911000430695,0.7261888326549886,0.7265091271438175
46,0.7990161307370474,0.7177097237611083,0.718041669821284
47,0.6385419857402362,0.5401280745964061,0.5406718551908666
48,0.7512831802990501,0.6573218947965589,0.6577255292883741
49,0.7368450815854825,0.6502836121159715,0.6506955983053531
