"ARI" "" "" "" "elapsed"
"result.1" 0.889394135229051 0.821920392771191 0.822129304497354 3 25.884
"result.2" 0.931883288180248 0.89146941394319 0.891596129863023 3 25.554
"result.3" 0.899943660335321 0.837983973671958 0.838173787759501 3 29.001
"result.4" 0.914085781107756 0.856350918911298 0.856519915928691 3 26.303
"result.5" 0.902433276954721 0.844073531740178 0.844255478007276 3 26.901
"result.6" 0.900022291822806 0.835858205589527 0.836050832140386 3 27.776
"result.7" 0.925698842044349 0.876650518566654 0.876795633263059 3 27.119
"result.8" 0.861931240059652 0.799573239011374 0.799807348393609 3 26.926
"result.9" 0.898376093803043 0.833668579102295 0.833863510286697 3 27.93
"result.10" 0.938112371817786 0.890252052508176 0.890381109380534 3 26.948
"result.11" 0.938537044962719 0.89412671242318 0.894250773838321 3 26.778
"result.12" 0.941039142010578 0.896833541904766 0.896954608640044 3 27.172
"result.13" 0.935893785014667 0.893413868166402 0.893539195971643 3 29.18
"result.14" 0.89937454117192 0.837398649871607 0.837588617202127 3 25.637
"result.15" 0.921655093322495 0.86703725017241 0.867193422398446 3 28.115
"result.16" 0.896611854208286 0.836568815660404 0.83675963695761 3 25.976
"result.17" 0.862455136488192 0.787025836235689 0.787276026902979 3 25.844
"result.18" 0.934424757918149 0.888923894902631 0.889054036211255 3 27.14
"result.19" 0.915548222524086 0.860053231146499 0.860217450264259 3 26.01
"result.20" 0.929444072533031 0.876331077767112 0.876476567583276 3 27.377
"result.21" 0.897953549227647 0.846373930995669 0.846553243984698 3 26.9059999999999
"result.22" 0.917510019228381 0.863607310609299 0.863767509833442 3 27.6060000000001
"result.23" 0.957102500095337 0.922456862031334 0.922548075440975 3 27.278
"result.24" 0.940555723008393 0.89799360356647 0.898113194443598 3 27.45
"result.25" 0.950752616862621 0.912093019729897 0.912196352972527 3 26.309
"result.26" 0.955170625161362 0.917003911734432 0.917101452454219 3 26.5
"result.27" 0.953056414769159 0.91505303863532 0.91515279468783 3 25.4829999999999
"result.28" 0.87750446574783 0.804030146368242 0.804259955900401 3 27.03
"result.29" 0.949259358546454 0.907266654047026 0.907375740060392 3 28.138
"result.30" 0.916610857185785 0.870159615853649 0.87031207723799 3 26.375
"result.31" 0.962438342010834 0.930214893932083 0.930296770051659 3 26.614
"result.32" 0.947022916196318 0.902305548275628 0.90242048151498 3 26.3440000000001
"result.33" 0.934724739808581 0.891413449298562 0.891541196022551 3 26.35
"result.34" 0.922439605127636 0.872793865286676 0.872942559938513 3 26.7130000000001
"result.35" 0.954140223082964 0.916241129505877 0.916339492211407 3 25.79
"result.36" 0.961896622105648 0.930962069974557 0.931043134867255 3 26.2329999999999
"result.37" 0.90916620953698 0.844109691847757 0.844292759040698 3 25.6179999999999
"result.38" 0.948756271770197 0.906451577271592 0.906561633261822 3 27.134
"result.39" 0.915985146520227 0.857114953340924 0.857283054215867 3 25.691
"result.40" 0.914337089184877 0.866096996273963 0.866253898969967 3 26.443
"result.41" 0.895365163291963 0.843019028463485 0.843203669058184 3 26.7950000000001
"result.42" 0.897107759679357 0.834066222217614 0.83426143825647 3 26.6190000000001
"result.43" 0.882793757903035 0.826413672967019 0.826617276092011 3 25.627
"result.44" 0.945179509591251 0.920768352052756 0.920861073575958 3 24.873
"result.45" 0.94088044908244 0.891261772116071 0.891389697954198 3 25.4699999999998
"result.46" 0.913144242677716 0.86655057239005 0.866707405550611 3 26.547
"result.47" 0.94008974122591 0.900884873025213 0.901001352639595 3 24.633
"result.48" 0.869301836231413 0.796057781253679 0.796297710929792 3 25.624
"result.49" 0.852381352311307 0.790041238204734 0.790288246958979 3 24.9319999999998
"result.50" 0.950918315104827 0.912991030227494 0.913093343698712 3 25.058
