"eps","ARI"
2,0.168189790999308
3,0.417041183666552
4,0.422650893994028
5,0.472702223495925
6,0.43348512089817
7,0.523342707473445
8,0.422732381851205
9,0.436176879543724
10,0.43776749810065
11,0.446774205557005
12,0.45986084645926
13,0.450992724788366
14,0.440297835090799
15,0.439717594637297
16,0.499202700962189
17,0.453124093117238
18,0.443802603276052
19,0.492118751810971
20,0.448630492403519
