"eps","ARI"
1000,0.41258957060903
2000,0.502586781494195
3000,0.412137462832758
4000,0.202230410314496
5000,0.277438927301327
6000,0.0465397097613836
8000,0.00331842646953777
10000,0.000509723433842464
