"eps","ARI"
1000,0.339983660193807
2000,0.518706608283181
3000,0.556066062670795
4000,0.180929675950636
5000,-0.00028490636610147
6000,-0.000267664890277179
8000,-0.000267664890277179
10000,-0.000142752131011245
