"ARI" "" "" "" ""
"result.1" 0 1 -8098195.97065524 -100806.194187065 16560720.8024056
"result.2" 0 1 -8151458.36420747 -100922.872820064 16667478.946776
"result.3" 0 1 -8138309.9993509 -101018.314326492 16641373.1000758
"result.4" 0 1 -8136855.31297333 -100745.31029239 16637917.7192524
"result.5" 0 1 -8132182.64366665 -101041.238314978 16629164.2366842
"result.6" 0 1 -8129411.50093864 -100792.607051468 16623124.6887012
"result.7" 0 1 -8102255.20655745 -100959.539365744 16569145.9645673
"result.8" 0 1 -8160212.28363595 -100994.758237134 16685130.5564671
"result.9" 0 1 -8091025.74456709 -100703.895744724 16546175.7533446
"result.10" 0 1 -8132879.85590933 -100928.178470916 16630332.5414815
"result.11" 0.867218652818652 7 -8163746.39515564 -98661.4673135011 16687974.8631937
"result.12" 0 1 -8115894.49923281 -100837.385022823 16596180.2412322
"result.13" 0 1 -8119465.39853265 -101069.056427368 16603785.382641
"result.14" 0 1 -8143592.84140424 -100722.713341047 16651347.5822115
"result.15" 0.830051428374281 6 -8123005.74650438 -99086.6708185083 16607270.1953121
"result.16" 0 1 -8103307.30670753 -100828.509981586 16570988.1060992
"result.17" 0 1 -8110350.3356959 -100684.156527703 16584785.4571682
"result.18" 0 1 -8105369.14237434 -100739.22871043 16574933.2148905
"result.19" 0 1 -8093770.03082188 -100895.164453218 16552046.8632712
"result.20" 0 1 -8130268.92130657 -100739.792210519 16624733.8997551
"result.21" 0 1 -8190664.99826078 -101117.836893331 16746282.1430292
"result.22" 0 1 -8140041.61579156 -100836.486765361 16644472.6778348
"result.23" 0.867672714875999 7 -8125493.13902126 -98772.2646145293 16611689.945527
"result.24" 0 1 -8109064.39726706 -100732.595147062 16582310.4575492
"result.25" 0 1 -8101082.61712829 -100898.950169457 16566679.6073165
"result.26" 0 1 -8120808.58376902 -100690.031438766 16605713.7031365
"result.27" 0 1 -8093214.20685655 -100897.839752898 16550940.5659399
"result.28" 0 1 -8075546.00471112 -100781.564226181 16515371.6105956
"result.29" 0 1 -8129763.86519271 -100789.400869864 16623823.0048461
"result.30" 0 1 -8091459.61065002 -100677.648992216 16546990.9920054
"result.31" 0 1 -8148405.02456992 -100871.441796192 16661269.4054532
"result.32" 0 1 -8122942.23270642 -100699.314064638 16609999.5662631
"result.33" 0 1 -8097644.89579485 -100882.26641265 16559770.797136
"result.34" 0 1 -8133454.44942865 -100612.777178633 16630850.9259355
"result.35" 0 1 -8111536.11871912 -100758.342707817 16587305.3955748
"result.36" 0 1 -8105824.59673548 -100825.664613468 16576016.9954189
"result.37" 0 1 -8147745.93067313 -100567.053997637 16659342.4420625
"result.38" 0 1 -8113346.74835308 -100494.765167546 16590399.4997622
"result.39" 0 1 -8095135.56761725 -100840.962216749 16554669.532389
"result.40" 0 1 -8148344.54822709 -100969.851896958 16661345.2729691
"result.41" 0 1 -8133470.71874544 -100675.710805575 16631009.331823
"result.42" 0 1 -8174215.46809783 -100975.818625278 16713099.0461672
"result.43" 0 1 -8110527.88561162 -100873.483051654 16585519.2100475
"result.44" 0 1 -8095045.1082967 -100910.180747062 16554627.0508085
"result.45" 0 1 -8110263.23709638 -100567.82171049 16584378.5903347
"result.46" 0 1 -8108530.99797853 -100884.624280284 16581547.7172386
"result.47" 0 1 -8098987.11651529 -100879.986025063 16562450.6778017
"result.48" 0 1 -8102919.63496536 -101192.292375941 16570940.3274036
"result.49" 0 1 -8097403.9753047 -100923.002375454 16559370.4280813
"result.50" 0 1 -8105683.45827618 -100776.325561976 16575636.0403973
