"ARI" "" "" "" ""
"result.1" 0 1 -8098138.07069958 -100669.275605269 16560331.1653307
"result.2" 0 1 -8151458.16879091 -101008.899502436 16667650.6093077
"result.3" 0.764469176812451 6 -8138428.04768872 -99238.5438891248 16638418.5438221
"result.4" 0 1 -8136791.80651349 -100698.767175307 16637697.6200986
"result.5" 0 1 -8132182.65827152 -100835.505187989 16628752.79964
"result.6" 0 1 -8129374.45070703 -100744.528375562 16622954.4308862
"result.7" 0 1 -8102280.80175224 -100823.13748868 16568924.3512028
"result.8" 0 1 -8160212.04329816 -100974.705828392 16685089.9709741
"result.9" 0 1 -8091025.9283679 -100635.731373166 16546039.7922031
"result.10" 0 1 -8132809.02378192 -100744.192650607 16629822.905586
"result.11" 0.866389006182613 7 -8163673.86536822 -98635.5442741181 16687777.9575401
"result.12" 0 1 -8115894.5865866 -100905.993908423 16596317.633711
"result.13" 0 1 -8119465.66049941 -100938.135592966 16603524.0649057
"result.14" 0 1 -8143593.12477371 -100754.652538722 16651412.0273458
"result.15" 0 1 -8122905.99699644 -100777.308221057 16610083.083156
"result.16" 0 1 -8103393.60036164 -100923.072327337 16571349.8180989
"result.17" 0 1 -8110426.35472304 -100823.280924139 16585215.7440153
"result.18" 0 1 -8105327.19034694 -100751.283906632 16574873.4212281
"result.19" 0 1 -8093847.24042077 -100941.860626208 16552294.6748149
"result.20" 0 1 -8130269.22587598 -100655.0606691 16624565.0458111
"result.21" 0 1 -8190664.77197692 -101130.455328374 16746306.9273316
"result.22" 0 1 -8139954.38352706 -100876.242157013 16644377.7240891
"result.23" 0.872511437564536 7 -8125481.34052422 -98681.510791879 16611484.8408877
"result.24" 0 1 -8109009.58748893 -100736.233027272 16582208.1137534
"result.25" 0.806487201560945 6 -8101214.16315611 -98960.787768422 16563435.2625154
"result.26" 0 1 -8120781.94843467 -100697.873511841 16605676.116614
"result.27" 0 1 -8093300.68316906 -100991.011414162 16551299.8618874
"result.28" 0 1 -8075546.50186379 -100818.834109054 16515447.1446667
"result.29" 0 1 -8129763.80285755 -100771.784806907 16623787.6480499
"result.30" 0 1 -8091331.85987679 -100867.464538021 16547115.1215506
"result.31" 0 1 -8148405.23279772 -100835.572547534 16661198.0834115
"result.32" 0 1 -8122980.95754738 -100690.670896914 16610059.7296095
"result.33" 0 1 -8097653.06889732 -100762.146446445 16559546.9034085
"result.34" 0 1 -8133473.55225651 -100554.798722106 16630773.1746782
"result.35" 0 1 -8111675.87238887 -100843.048143731 16587754.3137862
"result.36" 0 1 -8105799.03526422 -100994.463007428 16576303.4692643
"result.37" 0 1 -8147782.39462641 -100754.512622773 16659790.2872193
"result.38" 0 1 -8113346.58585027 -100493.531892297 16590396.7082061
"result.39" 0 1 -8095135.93139868 -100819.627799706 16554627.5911177
"result.40" 0.865568500418988 7 -8148215.18347422 -99020.5783034806 16657630.6618109
"result.41" 0 1 -8133470.92002275 -100581.733745154 16630821.7802568
"result.42" 0 1 -8174215.43330183 -101035.674148977 16713218.6876226
"result.43" 0 1 -8110564.76419447 -100681.625662696 16585209.2524353
"result.44" 0 1 -8095071.99341102 -100810.23992392 16554480.9393908
"result.45" 0 1 -8110263.29460499 -100742.524979797 16584728.1118905
"result.46" 0 1 -8108530.91079254 -100832.524924061 16581443.3441542
"result.47" 0 1 -8099000.5991375 -100865.521523165 16562448.7140423
"result.48" 0 1 -8102950.26063538 -101135.383027178 16570887.7600461
"result.49" 0 1 -8097403.79470209 -100820.974091236 16559166.0103076
"result.50" 0.797422137524587 6 -8105890.5888119 -99031.9920124397 16572930.5223151
