"ARI" "" "" "" ""
"result.1" 0 1 -8098138.98315386 -100789.459713477 16560573.3584556
"result.2" 0 1 -8151458.51194183 -100949.950197974 16667533.3970006
"result.3" 0 1 -8138415.25372153 -100975.724085409 16641498.4283349
"result.4" 0.772658843409817 6 -8137070.91082924 -99026.5453942974 16635280.2731135
"result.5" 0 1 -8132182.37776114 -100871.382948581 16628823.9941404
"result.6" 0.77879904372093 7 -8129336.28863288 -99024.4944266299 16619880.7043745
"result.7" 0 1 -8102255.57110433 -100987.357561023 16569202.3300517
"result.8" 0 1 -8160212.16418645 -100973.509484803 16685087.8200635
"result.9" 0 1 -8091025.74852221 -100660.559707005 16546089.0891794
"result.10" 0 1 -8132880.18338962 -100878.429273726 16630233.6980477
"result.11" 0.864027901211346 7 -8163745.55152389 -98600.9556720474 16687852.1526473
"result.12" 0 1 -8115894.74524006 -100803.51865399 16596113.0005091
"result.13" 0 1 -8119465.49501624 -101032.870951989 16603713.2046574
"result.14" 0 1 -8143593.57959587 -100717.995150166 16651339.622213
"result.15" 0 1 -8122833.26547816 -100910.789616559 16610204.5829104
"result.16" 0 1 -8103486.63055054 -100832.277012971 16571354.287848
"result.17" 0 1 -8110426.65245661 -100777.149928951 16585124.0774921
"result.18" 0 1 -8105368.92640659 -100695.345363323 16574845.0162608
"result.19" 0 1 -8093722.02688727 -100849.428472288 16551859.3834401
"result.20" 0 1 -8130268.75578317 -100706.541806784 16624667.0679009
"result.21" 0 1 -8190691.77702363 -101065.349763357 16746230.7262949
"result.22" 0 1 -8139969.84502956 -100952.123956698 16644560.4106935
"result.23" 0.86937387083922 7 -8125492.89748561 -98863.5172170819 16611871.9676608
"result.24" 0 1 -8109081.74494594 -100936.42872796 16582752.8200688
"result.25" 0 1 -8100976.11390668 -100842.878425876 16566354.4573861
"result.26" 0 1 -8120782.51049986 -100693.935719373 16605669.3651594
"result.27" 0 1 -8093300.73577604 -101023.387392189 16551364.7190574
"result.28" 0 1 -8075546.06841622 -100818.402311438 16515445.4141763
"result.29" 0 1 -8129764.00663392 -100747.018417873 16623738.5228246
"result.30" 0 1 -8091390.23998008 -100739.125707235 16546975.2040956
"result.31" 0 1 -8148438.44525104 -100807.9054306 16661209.1740843
"result.32" 0 1 -8122942.38130413 -100689.869579792 16609980.9744888
"result.33" 0 1 -8097599.63217275 -100836.352779274 16559588.442625
"result.34" 0 1 -8133490.54672324 -100655.131148202 16631007.8284638
"result.35" 0 1 -8111550.97447028 -100724.463595878 16587267.3488533
"result.36" 0 1 -8105825.33785916 -100915.330471303 16576197.8093819
"result.37" 0 1 -8147714.45906283 -100952.859625066 16660051.1100968
"result.38" 0 1 -8113346.12482333 -100574.729627468 16590558.1816226
"result.39" 0 1 -8095135.53348116 -100778.378920028 16554544.2975233
"result.40" 0 1 -8148407.4924764 -100972.12558199 16661475.7088377
"result.41" 0 1 -8133506.04750598 -100489.158856349 16630706.8854456
"result.42" 0 1 -8174265.79953436 -100931.616931011 16713111.3056517
"result.43" 0 1 -8110527.80907569 -100802.591575277 16585377.2740229
"result.44" 0 1 -8095175.72687673 -100842.501206501 16554752.9288874
"result.45" 0 1 -8110308.25806989 -100638.522943643 16584610.034748
"result.46" 0 1 -8108530.82540864 -100879.888312109 16581537.9001625
"result.47" 0 1 -8098987.00586797 -100871.438752782 16562433.3619625
"result.48" 0 1 -8102793.51574734 -101098.200741321 16570499.9056983
"result.49" 0 1 -8097404.00548407 -100963.501452408 16559451.4865939
"result.50" 0.795842098540663 6 -8105861.16725392 -98832.0399810902 16572471.7751364
