"ARI" "" "" "" ""
"result.1" 0 1 -8098138.97704055 -100738.017215539 16560470.4612331
"result.2" 0 1 -8151458.66725943 -100943.850797206 16667521.5088342
"result.3" 0 1 -8138235.48232792 -101036.42330218 16641260.2839812
"result.4" 0 1 -8136778.80307408 -100765.897410925 16637805.873691
"result.5" 0 1 -8132182.30546084 -100897.409442481 16628875.9025276
"result.6" 0 1 -8129331.36530817 -100613.492473149 16622606.1882836
"result.7" 0 1 -8102255.05347096 -100943.60979988 16569113.7992626
"result.8" 0 1 -8160211.8885645 -101121.179889182 16685382.6096283
"result.9" 0 1 -8091025.83590276 -100557.945990325 16545884.0365071
"result.10" 0 1 -8132766.19559327 -100989.173921569 16630227.2117506
"result.11" 0 1 -8163676.53607774 -100756.155219486 16691581.8553154
"result.12" 0 1 -8115894.52440514 -100845.351422793 16596196.2243768
"result.13" 0 1 -8119465.62094284 -101047.265592602 16603742.2457919
"result.14" 0 1 -8143593.30918699 -100734.656366178 16651372.4038273
"result.15" 0 1 -8122749.46174205 -100928.259878453 16610071.915962
"result.16" 0 1 -8103307.4912066 -100844.044122875 16571019.5433799
"result.17" 0 1 -8110329.05373565 -100685.673216009 16584745.9266243
"result.18" 0 1 -8105327.10917214 -100677.808745306 16574726.3085559
"result.19" 0 1 -8093721.99677332 -100779.402210541 16551719.2706887
"result.20" 0 1 -8130268.12443072 -100804.974348653 16624862.6702797
"result.21" 0 1 -8190691.87056433 -101093.879546849 16746287.9729433
"result.22" 0 1 -8139954.80757113 -100858.439605469 16644342.9670742
"result.23" 0.630935949964766 7 -8125481.16143327 -98369.1029047484 16610859.6669315
"result.24" 0 1 -8108986.32817328 -100730.592163833 16582150.3133952
"result.25" 0 1 -8100961.24013572 -100695.589799412 16566030.1325912
"result.26" 0 1 -8120782.37038084 -100663.993706386 16605609.2008954
"result.27" 0 1 -8093161.49563147 -100851.949648429 16550743.3632808
"result.28" 0 1 -8075546.58594501 -100808.874284468 16515427.3931799
"result.29" 0 1 -8129763.83486965 -100752.689645598 16623749.5217515
"result.30" 0 1 -8091396.07851501 -100806.433534076 16547121.4968191
"result.31" 0 1 -8148405.25653433 -100892.458810466 16661311.9034106
"result.32" 0 1 -8122942.2692968 -100687.479244244 16609975.9698031
"result.33" 0 1 -8097529.80117922 -100745.615294436 16559267.3056683
"result.34" 0 1 -8133606.06175707 -100608.689111528 16631145.9744582
"result.35" 0 1 -8111455.47680509 -100756.50932708 16587140.4449853
"result.36" 0 1 -8105798.99985074 -100871.631533159 16576057.7354888
"result.37" 0 1 -8147662.87730528 -101003.29531976 16660048.817971
"result.38" 0 1 -8113346.09880027 -100526.268271728 16590461.206865
"result.39" 0 1 -8095135.99636516 -100832.347523632 16554653.1604986
"result.40" 0 1 -8148119.79349511 -100922.807727112 16660801.6751654
"result.41" 0 1 -8133621.62257282 -100368.651648928 16630697.0211645
"result.42" 0 1 -8174215.60839966 -101061.612281755 16713270.9140838
"result.43" 0 1 -8110527.80724994 -100783.405146013 16585338.8975129
"result.44" 0 1 -8095045.12363482 -100780.572391762 16554367.8647741
"result.45" 0 1 -8110222.79414323 -100674.895020466 16584511.8510484
"result.46" 0 1 -8108530.91970462 -100837.449007519 16581453.2101453
"result.47" 0 1 -8098938.49178139 -100872.005418999 16562337.4671217
"result.48" 0 1 -8102793.61640992 -101079.25928062 16570462.2241021
"result.49" 0 1 -8097403.91379353 -100856.26888633 16559236.8380807
"result.50" 0 1 -8105638.72302745 -100783.311542046 16575560.54186
