"ARI" "" "" "" ""
"result.1" 0 1 -8098331.59065829 -100731.87257518 16560843.3991879
"result.2" 0 1 -8151678.81843347 -100866.896490952 16667807.9025698
"result.3" 0 1 -8138175.95349031 -100946.524211876 16640961.4281253
"result.4" 0 1 -8136811.0989883 -100664.1899926 16637667.0506828
"result.5" 0 1 -8132446.08837213 -100996.426369917 16629601.5022051
"result.6" 0 1 -8129428.989494 -100905.375420188 16623385.2025493
"result.7" 0 1 -8102501.37805674 -100967.920639029 16569655.0701125
"result.8" 0 1 -8160276.49417349 -100920.754458048 16685110.969984
"result.9" 0.104545702127591 6 -8091208.43883935 -99686.670329173 16544654.2462362
"result.10" 0 1 -8132888.29237097 -100756.444411571 16630005.9462861
"result.11" 0.301907602719126 7 -8163857.14098245 -100791.63891376 16692014.0325134
"result.12" 0 1 -8116110.04984853 -100802.508967351 16596541.5903527
"result.13" 0.00125680195845873 2 -8119511.19822966 -100646.05172882 16603104.750227
"result.14" 0 1 -8143616.04128135 -100806.796316766 16651562.1479172
"result.15" 0 1 -8122810.59872056 -100981.255326249 16610300.1808146
"result.16" 0 1 -8103557.36893636 -100882.85051024 16571596.9116142
"result.17" 0 1 -8110543.84759123 -100654.597487278 16585113.362878
"result.18" 0.129143865261157 4 -8105566.97208902 -99258.191056245 16572588.1317787
"result.19" 0.128849494713358 3 -8093731.76304427 -99501.2492419246 16549330.0524715
"result.20" 0.189096789251926 4 -8130459.29375885 -99479.9039879762 16622816.2009819
"result.21" 0.00311127376498361 2 -8190742.84287662 -100894.674627141 16746065.2853176
"result.22" 0 1 -8140089.75791705 -101062.062194441 16645020.1129439
"result.23" 0.343297205286357 7 -8125447.11567461 -100862.840832257 16615336.3857347
"result.24" 0.183132741635086 7 -8109168.05736235 -100798.301006161 16582649.189458
"result.25" 0.107481653747181 6 -8101111.43749702 -99894.3079493167 16564801.7412027
"result.26" 0 1 -8120839.47984752 -100777.811428532 16605951.0552731
"result.27" 0 1 -8093171.02630072 -100930.658975645 16550919.8432737
"result.28" 0 1 -8075520.56949208 -100942.845098084 16515643.3019013
"result.29" 0.137381442563081 4 -8129970.01839182 -100747.123087557 16624150.7556797
"result.30" 0.314694856171703 7 -8091624.47159631 -98174.060233942 16542756.201916
"result.31" 0 1 -8148426.35483374 -101047.939608377 16661665.0616052
"result.32" 0 1 -8123047.26103573 -100690.221698126 16610191.4381887
"result.33" 0 1 -8097592.59378624 -100856.158448705 16559613.9771909
"result.34" 0.329078567815156 7 -8133717.64833083 -100680.166198433 16631512.1017795
"result.35" 0 1 -8111421.45901621 -100916.551548512 16587392.4938504
"result.36" 0 1 -8106026.17215322 -100866.810143292 16576502.437314
"result.37" 0 1 -8147623.91239728 -100887.537984279 16659739.3734841
"result.38" 0 1 -8113573.40063588 -100385.738492037 16590634.7509768
"result.39" 0 1 -8095235.26431175 -100904.476353911 16554995.9540523
"result.40" 0 1 -8148096.96279605 -100983.613104425 16660877.6245219
"result.41" -0.000449168238961275 2 -8133473.94497813 -100479.828636013 16630624.0199493
"result.42" 0 1 -8174416.82203272 -101096.087561932 16713742.2919103
"result.43" 0.0838234780523065 5 -8110569.04838104 -99817.9266737562 16583564.2004196
"result.44" 0 1 -8095124.49581343 -100828.815845915 16554623.0960396
"result.45" 0 1 -8110335.96592876 -100862.014098355 16585112.4327752
"result.46" 0 1 -8108757.65786449 -100706.716221881 16581645.2208937
"result.47" 0 1 -8099114.39724195 -100869.22714571 16562683.7214963
"result.48" 0.174728113798244 3 -8103000.76133559 -99749.2577512193 16568364.0660727
"result.49" 0 1 -8097713.47734993 -100821.908410297 16559787.2442414
"result.50" 0.204789363331318 7 -8105777.12625982 -100695.349295142 16575661.4238309
