"ARI" ""
"result.1" 0.985952441273937 5
"result.2" 0.982924588730356 5
"result.3" 0.987814310644951 5
"result.4" 0.981748375100772 5
"result.5" 0.987953073343677 5
"result.6" 0.986883189772281 5
"result.7" 0.989777827382746 5
"result.8" 0.984484958445284 5
"result.9" 0.985600817765668 5
"result.10" 0.983211687499174 5
"result.11" 0.985664962432206 5
"result.12" 0.982961034225451 5
"result.13" 0.985732881585902 5
"result.14" 0.985858606117984 5
"result.15" 0.702175913926384 6
"result.16" 0.980248772672807 5
"result.17" 0.98904097583026 5
"result.18" 0.991215545111647 5
"result.19" 0.989131315528176 5
"result.20" 0.987157299015663 5
"result.21" 0.979106845662795 5
"result.22" 0.978621950784025 5
"result.23" 0.982125522923989 5
"result.24" 0.983798065968418 5
"result.25" 0.987749316353912 5
"result.26" 0.982819691344439 5
"result.27" 0.989635376129073 5
"result.28" 0.990723216924946 5
"result.29" 0.988757215393229 5
"result.30" 0.987108226670055 5
"result.31" 0.989040174551048 5
"result.32" 0.978813065943009 5
"result.33" 0.995700449324203 5
"result.34" 0.986386778378009 5
"result.35" 0.977620859810714 5
"result.36" 0.99150829769246 5
"result.37" 0.988114790818374 5
"result.38" 0.984941883051951 5
"result.39" 0.991071272218378 5
"result.40" 0.982265461856804 5
"result.41" 0.980349530262245 5
"result.42" 0.975412347717633 5
"result.43" 0.994043556208797 5
"result.44" 0.983986139339758 5
"result.45" 0.983432339125072 5
"result.46" 0.967111354570351 5
"result.47" 0.989835247991114 5
"result.48" 0.964709816580251 5
"result.49" 0.984941439426777 5
"result.50" 0.989406305069635 5
