"ARI" "" "" "" ""
"result.1" 0.988044084278351 5 -8098385.30295949 -99184.7185055785 16558151.6260074
"result.2" 0.982924588730356 5 -8151617.65094101 -99176.2005176248 16664599.2859946
"result.3" 0.989479716783489 5 -8138332.27830407 -99517.4051050279 16638710.9498955
"result.4" 0.978564965467591 5 -8136957.91661039 -99156.4677141629 16635240.3517264
"result.5" 0.990413898482047 5 -8132397.45224286 -99292.7327772744 16626391.9531176
"result.6" 0.987679579330207 5 -8129480.82774363 -99000.7960548145 16619974.8306742
"result.7" 0.989777827382746 5 -8102425.83967797 -99287.7678844433 16566438.7982021
"result.8" 0.981184661874857 5 -8160393.25679642 -99534.7709669634 16682867.6386041
"result.9" 0.98459269659258 5 -8091206.11889705 -98980.6352433669 16543385.0913581
"result.10" 0.991438347614985 5 -8132885.79009611 -99308.4916574699 16627400.1465845
"result.11" 0.985664962432206 5 -8163745.42214871 -99059.8433915851 16688622.1141579
"result.12" 0.983617572056547 5 -8116180.45323519 -99177.2356138109 16593726.9607753
"result.13" 0.987534566640758 5 -8119616.07646129 -99306.1896322816 16600856.1152644
"result.14" 0.983000513820497 5 -8143765.16781153 -99312.2294551547 16649166.3776107
"result.15" 0.990290878414303 5 -8122991.21204005 -99312.7855569672 16607619.5782713
"result.16" 0.983851113612802 5 -8103558.72032852 -99374.3120268441 16568877.647788
"result.17" 0.992671770836662 5 -8110573.85348867 -99077.057786904 16582313.4056284
"result.18" 0.990424214505968 5 -8105499.55578361 -99041.9371735496 16572094.5689916
"result.19" 0.990787464276152 5 -8093880.12673465 -99290.5466734908 16549352.9298936
"result.20" 0.985565675452209 5 -8130429.46039762 -99011.0613990623 16621892.6266706
"result.21" 0.980905355373497 5 -8190926.22651719 -99448.0282162167 16743760.0925441
"result.22" 0.978621950784025 5 -8140078.52452633 -99164.5876304726 16641497.8073909
"result.23" 0.990564853654403 5 -8125485.64756537 -98915.9656077692 16611814.8094236
"result.24" 0.985831710227673 5 -8109153.57209225 -99101.4557367566 16579521.6387353
"result.25" 0.987749316353912 5 -8101140.40329429 -99113.9738591679 16563520.3373842
"result.26" 0.979365322898032 5 -8120964.01839804 -99048.7360740137 16603037.0920214
"result.27" 0.991441230859396 5 -8093405.23150795 -99177.3099929713 16548176.6660791
"result.28" 0.992383015170281 5 -8075746.27000675 -99441.5846161255 16513387.2923231
"result.29" 0.979398497310262 5 -8129982.50537558 -99209.7281550501 16621396.0501385
"result.30" 0.98892345223985 5 -8091535.64273184 -99005.1518443827 16544093.1722297
"result.31" 0.990711986455541 5 -8148597.92004067 -99262.8126336828 16658733.048426
"result.32" 0.980605680182495 5 -8123155.97222705 -98981.7880503571 16607287.1036321
"result.33" 0.995700449324203 5 -8097731.97287393 -99032.6667812415 16556540.8623876
"result.34" 0.988453651686801 5 -8133683.14636192 -99042.0098661955 16628461.8955335
"result.35" 0.979263054647405 5 -8111500.80707093 -99101.1915349477 16584215.5802891
"result.36" 0.986749955571178 5 -8106054.30748714 -99295.9952631741 16573712.1885779
"result.37" 0.991584536935586 5 -8147813.58837585 -99271.8029539461 16657182.3657369
"result.38" 0.988029275902168 5 -8113422.61277891 -98827.4065263143 16587511.6216877
"result.39" 0.994549176545871 5 -8095344.92268539 -99179.7082693116 16552060.8449867
"result.40" 0.978398857381247 5 -8148281.8006054 -99272.6695643388 16658120.5234168
"result.41" 0.98052116943911 5 -8133659.59516828 -98713.9848114498 16627758.7430368
"result.42" 0.978758462001492 5 -8174440.22303348 -99310.9647613868 16710513.958667
"result.43" 0.994043556208797 5 -8110662.51175827 -99240.0236613262 16582816.6539165
"result.44" 0.983986139339758 5 -8095241.89008818 -99166.4580194981 16551828.2792926
"result.45" 0.988544834653672 5 -8110460.80455111 -98931.1754943503 16581795.5431682
"result.46" 0.965604057084452 5 -8108772.81211411 -99307.0161974338 16579171.2397004
"result.47" 0.989835247991114 5 -8099109.77877957 -99324.2217552279 16559879.5841469
"result.48" 0.968277909670965 5 -8102966.50950537 -99386.1780615422 16567716.9582111
"result.49" 0.983358092154971 5 -8097671.83810442 -99298.0218971262 16556951.3030804
"result.50" 0.989406305069635 5 -8105877.66352894 -99071.1815095828 16572909.2731543
