"ARI" "" "" "" ""
"result.1" 0.767269827382849 5 -8098392.13048575 -99026.0637033832 16557847.9714556
"result.2" 0.769079363053129 5 -8151605.68347112 -98929.1677256002 16664081.2854707
"result.3" 0.752280524324088 5 -8138319.10980861 -99016.4659952974 16637682.7346851
"result.4" 0.770928606096779 5 -8136937.27306356 -98810.9888587802 16634508.106922
"result.5" 0.786300064509345 5 -8132441.29953352 -99113.1701990055 16626120.5225424
"result.6" 0.771611494679062 5 -8129484.64148386 -98761.2819539655 16619503.4299529
"result.7" 0.803004618165894 5 -8102376.28791691 -98989.2984067473 16565742.7557246
"result.8" 0.767916726961283 5 -8160391.26629507 -99093.4909599867 16681981.0975874
"result.9" 0.773644314571407 5 -8091180.54127842 -98904.1392857782 16543180.9442057
"result.10" 0.761144368936892 5 -8132887.05160157 -99184.4734798933 16627154.6332402
"result.11" 0.786336557975217 5 -8163704.44590756 -98741.2606787546 16687902.9962499
"result.12" 0.782327585885128 5 -8116197.44085268 -99204.8475741003 16593816.1599309
"result.13" 0.78780502823304 5 -8119595.7232081 -99076.5970116945 16600356.2235169
"result.14" 0.736260800090803 5 -8143756.6377902 -98872.8829791476 16648270.624616
"result.15" 0.772957302118153 5 -8122932.63170631 -99009.7035976763 16606896.2536853
"result.16" 0.779556044338507 5 -8103599.04647445 -98995.3984253331 16568200.4728769
"result.17" 0.766261104701742 5 -8110537.13286493 -98832.6997283612 16581751.2482639
"result.18" 0.756079644130748 5 -8105535.72916587 -98857.1898682164 16571797.4211455
"result.19" 0.747670201999268 5 -8093889.00534138 -99091.9251445509 16548973.4440492
"result.20" 0.756764457490369 5 -8130424.64638373 -99068.5621030557 16621998.0000509
"result.21" 0.783419233677997 5 -8190897.15879114 -99425.6966068431 16743657.2938733
"result.22" 0.794638674660594 5 -8140058.092896 -99063.7410692323 16641255.2510078
"result.23" 0.805004795094797 5 -8125470.08679954 -98818.0470304273 16611587.8507372
"result.24" 0.777683995686072 5 -8109176.91750073 -98890.9584691068 16579147.335017
"result.25" 0.806365925817471 5 -8101125.59059353 -98715.5977895806 16562693.9598435
"result.26" 0.756329932617978 5 -8120941.85164922 -98960.4899792117 16602816.2663342
"result.27" 0.789512129996705 5 -8093389.41560641 -99061.7928871918 16547914.0000645
"result.28" 0.77178536482496 5 -8075747.26940898 -99088.9006940289 16512683.9232833
"result.29" 0.758218802928939 5 -8129968.38921957 -99043.524096838 16621035.4097101
"result.30" 0.774821544219082 5 -8091504.15328691 -98729.112175862 16543478.1140028
"result.31" 0.782035306544933 5 -8148595.89737799 -98952.5689754593 16658108.5157842
"result.32" 0.768856419720342 5 -8123095.7421729 -98762.6030458856 16606728.2735149
"result.33" 0.780525019652338 5 -8097775.31253171 -98845.1783663642 16556252.5648734
"result.34" 0.782526126636226 5 -8133641.33628538 -98926.8414375462 16628147.9385231
"result.35" 0.775300294326586 5 -8111548.04261177 -98877.4995809216 16583862.6674627
"result.36" 0.80101153657516 5 -8106024.71433426 -99169.3915938105 16573399.7949334
"result.37" 0.797120861476235 5 -8147808.95768161 -98860.9400217439 16656351.378484
"result.38" 0.788437138237631 5 -8113412.97014926 -98712.8736525279 16587263.2706809
"result.39" 0.760596379076767 5 -8095349.26479058 -98759.0558597493 16551228.224378
"result.40" 0.789185134321385 5 -8148292.24362796 -99087.1897535962 16657770.4498404
"result.41" 0.76245986142829 5 -8133641.82171547 -98719.7482767325 16627734.7230617
"result.42" 0.768497001198054 5 -8174468.51547861 -98971.1948623864 16709891.0037593
"result.43" 0.770626867557172 5 -8110626.79000085 -99010.4361943915 16582286.0354678
"result.44" 0.761651386348557 5 -8095267.41389728 -99058.5323708583 16551663.4756136
"result.45" 0.788200755924266 5 -8110465.46439595 -98898.1227233427 16581738.7573159
"result.46" 0.799492403622073 5 -8108769.23530907 -99206.0635493284 16578962.1807941
"result.47" 0.798541580636394 5 -8099069.20423232 -99154.6766546432 16559459.3448512
"result.48" 0.737978044736593 5 -8102928.2679748 -99170.5103432706 16567209.1397134
"result.49" 0.777481147347677 5 -8097684.0007469 -98880.2342482091 16556140.0530675
"result.50" 0.801720838156068 5 -8105844.54524856 -98830.1985968597 16572361.0707681
