"ARI" "" "" "" ""
"result.1" 0.984299454298962 5 -8098371.20026192 -99127.8654525757 16558009.7145063
"result.2" 0.982924588730356 5 -8151585.94959121 -99305.7163440821 16664794.9149479
"result.3" 0.987814310644951 5 -8138299.93386284 -99369.1661376826 16638349.7830783
"result.4" 0.978148967201033 5 -8136957.99392925 -99164.6690748601 16635256.9090855
"result.5" 0.987953073343677 5 -8132407.75490441 -99499.3493816178 16626825.7916494
"result.6" 0.986883189772281 5 -8129472.79002527 -99074.5003486364 16620106.1638251
"result.7" 0.991375952455536 5 -8102426.5443951 -99296.7735355587 16566458.2189386
"result.8" 0.97863735185528 5 -8160393.32070633 -99525.0121438247 16682848.2487776
"result.9" 0.985600817765668 5 -8091206.12800238 -98998.8474173103 16543421.5339167
"result.10" 0.98774250096107 5 -8132893.71131164 -99393.9270252286 16627586.859751
"result.11" 0.985664962432206 5 -8163728.67121637 -99039.4190250931 16688547.7635602
"result.12" 0.976116254365374 5 -8116185.36857966 -99176.8987217901 16593736.1176802
"result.13" 0.987392874358431 5 -8119606.7930037 -99021.7682870178 16600268.7056587
"result.14" 0.986289431269806 5 -8143765.29853972 -99285.3371767928 16649112.8545103
"result.15" 0.988478710830744 5 -8122937.951415 -99443.9144381578 16607775.3147836
"result.16" 0.980244029721159 5 -8103553.23597624 -99285.9225065996 16568689.900043
"result.17" 0.98904097583026 5 -8110528.29853703 -99213.8043837764 16582495.7889189
"result.18" 0.991215545111647 5 -8105507.58119626 -99182.4235132281 16572391.5924963
"result.19" 0.981892116150637 5 -8093880.02372977 -99398.2945274953 16549568.2195918
"result.20" 0.987157299015663 5 -8130426.41594184 -99234.3303417837 16622333.0756445
"result.21" 0.979106845662795 5 -8190914.80660826 -99551.072575086 16743943.341444
"result.22" 0.978621950784025 5 -8140078.52366219 -99123.9213968293 16641416.4731953
"result.23" 0.715739003933318 6 -8125565.06484497 -99021.4415203581 16612258.373397
"result.24" 0.68797926962463 6 -8109238.43559833 -99170.3082790868 16579902.8484212
"result.25" 0.986093280054574 5 -8101140.30140532 -99065.8317506769 16563423.8493893
"result.26" 0.977862859884529 5 -8120964.17820597 -99025.2815209121 16602990.5025311
"result.27" 0.986365091895751 5 -8093405.26979889 -99161.3697108832 16548144.8620968
"result.28" 0.990284121271896 5 -8075745.97564332 -99425.2275108324 16513353.9893856
"result.29" 0.988534925953377 5 -8129984.70834445 -99152.7876042307 16621286.5749747
"result.30" 0.983646363258053 5 -8091535.60953353 -99027.2356005031 16544137.2733454
"result.31" 0.989040174551048 5 -8148598.27842943 -99260.271120914 16658728.682178
"result.32" 0.978813065943009 5 -8123156.1166286 -99015.7718484403 16607355.3600314
"result.33" 0.99011762771651 5 -8097729.43890075 -99183.2585518069 16556836.9779824
"result.34" 0.980726079779538 5 -8133652.07940109 -98971.6746202755 16628259.09112
"result.35" 0.97401158538479 5 -8111536.01704822 -99132.7375429677 16584349.0922597
"result.36" 0.981473095700449 5 -8106054.56042545 -99270.3729309203 16573661.44979
"result.37" 0.983221969855924 5 -8147778.11527784 -99187.2936450246 16656942.400923
"result.38" 0.988982042275977 5 -8113428.66331635 -98967.924645112 16587804.7590002
"result.39" 0.989046259334079 5 -8095344.37251168 -99203.4598530021 16552107.2478067
"result.40" 0.982207567927073 5 -8148281.15151827 -99281.531031305 16658136.9481765
"result.41" 0.980349530262245 5 -8133659.5705565 -98727.5516349269 16627785.8274601
"result.42" 0.965207187172675 5 -8174440.13683979 -99351.7030671799 16710595.2628912
"result.43" 0.994043556208797 5 -8110644.3984853 -99138.8491143558 16582578.0782766
"result.44" 0.983986139339758 5 -8095241.7734301 -99175.0487340156 16551845.2274055
"result.45" 0.989617651205395 5 -8110460.6257356 -98978.2795542887 16581889.3936571
"result.46" 0.962173971826187 5 -8108772.25940487 -99236.3847947137 16579028.8714765
"result.47" 0.986512986622771 5 -8099109.89096116 -99299.6609107821 16559830.6868212
"result.48" 0.964709816580251 5 -8102966.3564659 -99343.7586679728 16567631.813345
"result.49" 0.984941439426777 5 -8097667.37369996 -99439.7755203749 16557225.881518
"result.50" 0.98774250096107 5 -8105879.44739976 -99049.7610518905 16572869.9999806
