"eps","ARI"
1000,0.290436153065728
2000,0.573539952149541
3000,0.594094924668593
4000,0.302698074865596
5000,0.0991490650279942
6000,-0.0718584116495321
8000,0.017159634833375
10000,-0.0737851689493814
