"eps","ARI"
2,-0.0279494138695341
3,0.531037396015388
4,0.586836372644462
5,0.56009063950391
6,0.571548240561516
7,0.566946771555568
8,0.562306754763414
9,0.566903909646365
10,0.554418913069191
11,0.564477991391366
12,0.570102113045251
13,0.563635922728438
14,0.569151811244165
15,0.561804748683919
16,0.578039897290479
17,0.56059295538541
18,0.573745146258535
19,0.567337851543848
20,0.564448885292573
