"ARI" "" "" "elapsed"
"result.1" 0.281864039101894 0.308029945207543 0.310205193385547 1.525
"result.2" 0.385916366185143 0.347416997046404 0.34959538436608 1.459
"result.3" 0.329132650497257 0.301850798818603 0.304114019565346 1.571
"result.4" 0.337677902208657 0.337400272612492 0.339517456648587 1.42
"result.5" 0.328273757432491 0.332768695737165 0.334968517880226 1.514
"result.6" 0.177058697612861 0.237281896952122 0.241829074533277 2.77500000000001
"result.7" 0.249362725458602 0.29308422046807 0.295302800389828 1.613
"result.8" 0.33184341471616 0.326051051407302 0.328244808161619 1.443
"result.9" 0.294362290348437 0.302214941547791 0.304429036567372 1.777
"result.10" 0.358414370507563 0.328954411127527 0.33120327163291 1.597
"result.11" 0.332981610097854 0.324872381839227 0.327117241763781 1.605
"result.12" 0.368113189079552 0.298201570986873 0.300493482107418 1.595
"result.13" 0.305271155012387 0.31894120885354 0.321119747987437 1.393
"result.14" 0.352992749794139 0.338500224821328 0.34060184636579 1.75200000000001
"result.15" 0.459182353309634 0.354311796315599 0.35650130880894 1.509
"result.16" 0.290399114802475 0.313249900293506 0.315416103624713 1.66600000000001
"result.17" 0.178963015861978 0.228269394662202 0.232739961500598 2.78099999999999
"result.18" 0.352657054515667 0.341549217602856 0.343712669747078 1.50999999999999
"result.19" 0.490887946827816 0.376014166243612 0.378211116656644 1.212
"result.20" 0.466788891537849 0.365941219723083 0.368077594367383 1.431
"result.21" 0.356870843978329 0.325500615183972 0.327684097184761 1.479
"result.22" 0.338214439268367 0.301970744462133 0.304243091423959 1.494
"result.23" 0.287854999479563 0.284012874918802 0.286291964773636 1.524
"result.24" 0.320733091848935 0.308922991372537 0.311133967853392 1.559
"result.25" 0.308391528350627 0.30565838740614 0.307900374718538 1.55099999999999
"result.26" 0.387203496746572 0.341138487418112 0.343312761013535 1.28
"result.27" 0.273133142864875 0.303160334053683 0.305504114862394 1.482
"result.28" 0.37139038128318 0.310676920230741 0.312979423583089 1.417
"result.29" 0.313057211371952 0.323263743882326 0.325404342097775 1.63999999999999
"result.30" 0.338608696038936 0.33407990260242 0.33619102041807 1.31799999999998
"result.31" 0.40280716733966 0.332957339121942 0.335135843198606 1.47999999999999
"result.32" 0.366875991703847 0.341750759810231 0.343901366588817 1.50300000000001
"result.33" 0.181145637889661 0.236971113084263 0.241504868343068 2.73500000000001
"result.34" 0.425155612839318 0.364140927785223 0.366239797621327 1.45099999999999
"result.35" 0.501490931770974 0.391603879729868 0.393813894098598 1.28999999999999
"result.36" 0.473879902449656 0.371586287555913 0.373679653880504 1.66800000000001
"result.37" 0.442561513931591 0.363480596780297 0.365635176215592 1.33599999999998
"result.38" 0.449167879848443 0.376606936836534 0.378808413452607 1.42500000000001
"result.39" 0.516796255599427 0.395671672994248 0.397737788533635 1.33800000000002
"result.40" 0.423150070464662 0.372665167442233 0.374816615535523 1.25
"result.41" 0.370675352690389 0.323477731005503 0.325681293780453 1.55000000000001
"result.42" 0.192846022512865 0.243177861680925 0.24740594675172 2.71199999999999
"result.43" 0.321413002737509 0.320158073655172 0.322322627900484 1.44899999999998
"result.44" 0.312483238039493 0.326190706277054 0.328315591533173 1.42400000000001
"result.45" 0.304191954250068 0.304116119916959 0.306307218984904 1.59999999999999
"result.46" 0.345405411503015 0.351714245962991 0.353782171894043 1.476
"result.47" 0.179626256682031 0.229904530640315 0.23441738977949 2.721
"result.48" 0.269236262242244 0.307042846175074 0.309247208515409 1.79500000000002
"result.49" 0.458400533863861 0.340796188044128 0.343063545583463 1.494
"result.50" 0.340241739184964 0.336048143637134 0.338193348791362 1.66
