"ARI" "" "" "" "elapsed"
"result.1" 0 0 0 1 104.854
"result.2" 0.573211288876292 0.436450250430584 0.436973702536381 2 100.887
"result.3" 0.553371914186077 0.413505918013808 0.414050681596024 2 94.779
"result.4" 0 0 0 1 87.767
"result.5" 0.8369274522013 0.710884618455636 0.711422591417128 3 96.307
"result.6" 0 0 0 1 94.1580000000001
"result.7" 0 0 0 1 87.005
"result.8" 0 0 0 1 85.9499999999999
"result.9" 0 0 0 1 87.072
"result.10" 0 0 0 1 83.8330000000001
"result.11" 0.586300542545723 0.425569792620301 0.426103348085742 2 88.6410000000001
"result.12" 0 0 0 1 87.5050000000001
"result.13" 0 0 0 1 90.6960000000001
"result.14" 0 0 0 1 92.4169999999999
"result.15" 0.586049473416273 0.429620777507439 0.430150571546308 2 86.5949999999998
"result.16" 0 0 0 1 101.439
"result.17" 0 0 0 1 90.309
"result.18" 0 0 0 1 88.298
"result.19" 0.576787962017712 0.439756156696829 0.440276538117921 2 86.605
"result.20" 0 0 0 1 81.635
"result.21" 0 0 0 1 95.7739999999999
"result.22" 0 0 0 1 88.6800000000001
"result.23" 0 0 0 1 94.431
"result.24" 0 0 0 1 88.1970000000001
"result.25" 0.781906584862625 0.643255749095065 0.6439201724167 3 76.5799999999999
"result.26" 0 0 0 1 71.3359999999998
"result.27" 0 0 0 1 72.5010000000002
"result.28" 0 0 0 1 71.7640000000001
"result.29" 0.538770256797444 0.396709436106203 0.397269930941556 2 75.3400000000001
"result.30" 0 0 0 1 71.2550000000001
