"ARI" ""
"result.1" 0.812887255921719 5
"result.2" 0.748114331021535 5
"result.3" 0.656217308670085 4
"result.4" 0.884090100963846 6
"result.5" 0.627186071759554 4
"result.6" 0.52394734617622 4
"result.7" 0.679593207807884 5
"result.8" 0.792936039790287 5
"result.9" 0.769627580634346 5
"result.10" 0.580989945187212 5
"result.11" 0.580584036023958 4
"result.12" 0.731986035736017 5
"result.13" 0.51529686707014 4
"result.14" 0.725789166867414 5
"result.15" 0.872520443889672 6
"result.16" 0.806948143634428 5
"result.17" 0.744834398691907 5
"result.18" 0.745490829017862 5
"result.19" 0.872305429518412 6
"result.20" 0.616852191485505 4
"result.21" 0.76608010891153 5
"result.22" 0.786803550785669 5
"result.23" 0.928840605629902 6
"result.24" 0.281244186052523 2
"result.25" 0.634652894813346 4
"result.26" 0.280123311795241 2
"result.27" 0.795137107250123 5
"result.28" 0.766010048031007 5
"result.29" 0.701560916983728 5
"result.30" 0.892817066993177 6
"result.31" 0.803457215383612 5
"result.32" 0.702396794225734 5
"result.33" 0.341732355456593 3
"result.34" 0.768441415603495 5
"result.35" 0.809499236358734 5
"result.36" 0.885979629701016 6
"result.37" 0.769981321664508 5
"result.38" 0.73866519562347 5
"result.39" 0.662043035764062 4
"result.40" 0.863540097511232 6
"result.41" 0.581241049717281 4
"result.42" 0.576626998622771 4
"result.43" 0.76867244280939 5
"result.44" 0.593094945838709 4
"result.45" 0.439606850890446 3
"result.46" 0.579236867542984 4
"result.47" 0.819592563232236 5
"result.48" 0.781159592517658 6
"result.49" 0.723045647794642 5
"result.50" 0.844287717606522 6
