"ARI" "" "" "" "elapsed"
"result.1" 0 0 0 1 162.246
"result.2" 0 0 0 1 168.819
"result.3" 0 0 0 1 157.027
"result.4" 0 0 0 1 153.608
"result.5" 0 0 0 1 151.134
"result.6" 0.59188925632102 0.440429685715982 0.440949439168592 2 145.887
"result.7" 0 0 0 1 144.136
"result.8" 0 0 0 1 144.869
"result.9" 0 0 0 1 147.289
"result.10" 0 0 0 1 144.016
"result.11" 0 0 0 1 154.181
"result.12" 0 0 0 1 144.325
"result.13" 0 0 0 1 143.842
"result.14" 0 0 0 1 151.699
"result.15" 0 0 0 1 152.277
"result.16" 0 0 0 1 142.752
"result.17" 0.55212352567603 0.424907681248582 0.425441857032284 2 123.208
"result.18" 0 0 0 1 124.111
"result.19" 0 0 0 1 117.481
"result.20" 0 0 0 1 115.171
"result.21" 0 0 0 1 114.192
"result.22" 0.598319491173281 0.451278859562912 0.451788535827569 2 114.538
"result.23" 0 0 0 1 114.1
"result.24" 0 0 0 1 114.869
"result.25" 0 0 0 1 114.967
"result.26" 0 0 0 1 114.267
"result.27" 0 0 0 1 114.461
"result.28" 0 0 0 1 114.659
"result.29" 0 0 0 1 114.87
"result.30" 0 0 0 1 114.413
