"ARI" "" "" "" "elapsed"
"result.1" 0.945505265151103 0.869503203107788 0.869868179447709 4 26.395
"result.2" 0.934855137676789 0.855482352837726 0.855886544268864 4 27.811
"result.3" 0.816542227693079 0.670758776165777 0.671371381058175 3 28.166
"result.4" 0.830538606989843 0.673716365938124 0.67432351817376 3 27.517
"result.5" 0.611240149066733 0.47233673235288 0.472826850248757 2 28.506
"result.6" 0.854722824014126 0.71427675112494 0.714808399054815 3 26.159
"result.7" 0.938519373896677 0.85122478195819 0.85164090596805 4 27.672
"result.8" 0.834260940690256 0.690044178796404 0.69062095575124 3 26.791
"result.9" 0.843630217149882 0.702094637027288 0.70264892776905 3 27.123
"result.10" 0.936511197052504 0.855692655193688 0.856096258101472 4 26.234
"result.11" 0.537203238932886 0.419429319130244 0.419968587194649 2 28.064
"result.12" 0.9340096812243 0.862836727884408 0.863220305814198 4 27.63
"result.13" 0.905539815596709 0.811893217434534 0.812419802066514 4 25.797
"result.14" 0.811540631360622 0.673376896353602 0.673984675589804 3 25.369
"result.15" 0.852003431553782 0.715633862805577 0.716162987192652 3 26.194
"result.16" 0.838670715694517 0.693474783121733 0.69404513321269 3 26.973
"result.17" 0.923367994868702 0.845274655300175 0.84570734428403 4 26.633
"result.18" 0.813244276177674 0.684920690531474 0.685506952935891 3 25.645
"result.19" 0.846315479213852 0.689235279741487 0.689813480349882 3 26.2990000000001
"result.20" 0.816760675876737 0.685911462504498 0.686495872707246 3 27.0839999999999
"result.21" 0.803639516798442 0.666443748491469 0.667064359278424 3 26.251
"result.22" 0.83765794002774 0.676061364093216 0.676664085367965 3 26.09
"result.23" 0.914760776217278 0.840803408022974 0.841249008041398 4 25.979
"result.24" 0.850631802605971 0.72014576983526 0.720666482906358 3 27.687
"result.25" 0.911229420423209 0.810789432860319 0.811318603543836 4 27.6189999999999
"result.26" 0.957140484114414 0.881556575235404 0.881887856501974 4 25.768
"result.27" 0.931277733619371 0.851925841139123 0.852339981539823 4 27.236
"result.28" 0.821058495033676 0.6883869762748 0.688966768726336 3 26.804
"result.29" 0.939690476169468 0.871607720335854 0.871966815431196 4 27.432
"result.30" 0.918704936551156 0.835684645804278 0.83614416321982 4 24.934
