"eps","ARI"
2,-0.0336232378920385
3,0.647344969142086
4,0.649374010100965
5,0.664164184502461
6,0.655776649960313
7,0.644138992150902
8,0.652255352808859
9,0.647088809510076
10,0.641500034189669
11,0.663977656478563
12,0.658401453664194
13,0.644702456942333
14,0.654671195639522
15,0.633055024293181
16,0.653097380493557
17,0.65262697188456
18,0.652360717495331
19,0.664341576819542
20,0.649123412124818
