"eps","ARI"
1000,0.346504572045937
2000,0.618645219693115
3000,0.659576457511965
4000,0.558384789862164
5000,0.0689670692028633
6000,-0.00976107088904655
8000,0.51780150375815
10000,-0.000387886088154794
