"ARI" "" "" "" ""
"result.1" 0.662075242028319 7 -8098345.88699421 -99027.9970962815 16557906.9064364
"result.2" 0.655072911236455 7 -8151620.64488359 -98929.4411069738 16664259.3102366
"result.3" 0.648581348542027 7 -8138340.72443331 -98992.8904104211 16637826.3679429
"result.4" 0.665785400301431 7 -8136968.7538903 -98584.8267270571 16634266.2994902
"result.5" 0.673907192447228 7 -8132416.78043035 -99174.3464800028 16626341.3920762
"result.6" 0.535190416387777 8 -8129581.46618861 -98748.8051754028 16619819.6809835
"result.7" 0.690804903772987 7 -8102498.53246322 -99026.7427541073 16566209.6886901
"result.8" 0.654842925296842 7 -8160417.61812986 -99022.1698181636 16682038.7141515
"result.9" 0.675039975625002 7 -8091240.08115028 -98736.2401273696 16543111.7808108
"result.10" 0.671420046307854 7 -8132919.80640299 -98917.867270771 16626834.485603
"result.11" 0.687381114258808 7 -8163763.7243554 -98754.7609984015 16688196.1089631
"result.12" 0.666046128486209 7 -8116101.81544466 -99140.244543315 16593643.2582314
"result.13" 0.671562438157616 7 -8119626.92762217 -98937.9173171769 16600288.8281342
"result.14" 0.631106601284304 7 -8143807.55032159 -98874.2083410588 16648522.6555808
"result.15" 0.69065300153968 7 -8122957.80814939 -98908.5851085801 16606891.9247714
"result.16" 0.675118454022208 7 -8103511.06941716 -98930.1449729525 16568041.5670357
"result.17" 0.660906065609411 7 -8110503.43301721 -98705.689718402 16581577.3837267
"result.18" 0.653377166739188 7 -8105547.86417428 -98797.3766872011 16571849.6199784
"result.19" 0.649316359191478 7 -8093889.10009689 -98846.2295601451 16548629.7975695
"result.20" 0.654544073835625 7 -8130474.18351551 -98777.8285432598 16621663.162373
"result.21" 0.677684147583443 7 -8190813.63771403 -99228.4505216158 16743243.3147267
"result.22" 0.678680399359814 7 -8140057.38726791 -98947.3375814725 16641168.5879542
"result.23" 0.70494067161984 7 -8125550.35988494 -98696.1229236809 16611652.1038727
"result.24" 0.683673717924232 7 -8109196.92876541 -98879.5460429705 16579312.0878722
"result.25" 0.72408389439361 7 -8101058.90229783 -98772.5317924786 16562822.0064361
"result.26" 0.62602363333068 7 -8121092.29207069 -98926.0012855153 16603195.7249679
"result.27" 0.705330326167617 7 -8093357.44526278 -98802.2683487915 16547478.5654786
"result.28" 0.627964716082488 7 -8075753.8786264 -98940.3106406802 16512547.5167896
"result.29" 0.653129876876336 7 -8129960.83483272 -99092.4010800519 16621265.610081
"result.30" 0.614230342306054 8 -8091692.97733935 -98663.6285987429 16543872.3501317
"result.31" 0.685160122839121 7 -8148606.04341841 -99010.5176671458 16658392.2604266
"result.32" 0.675173869556698 7 -8123160.14100528 -98822.6923715804 16607124.8050092
"result.33" 0.69538378595595 7 -8097696.88511025 -98795.8559698935 16556144.6204157
"result.34" 0.689813741675196 7 -8133604.97935933 -98789.5797115503 16627948.2563972
"result.35" 0.67510907687297 7 -8111599.93045221 -98785.2544125155 16583929.5079849
"result.36" 0.679393638507618 7 -8106034.82592711 -98875.5313682156 16572979.8528461
"result.37" 0.687582152301288 7 -8147766.16330326 -98796.3995324915 16656284.263927
"result.38" 0.664602723302782 7 -8113539.13730324 -98585.0145510356 16587407.441964
"result.39" 0.696546906885246 7 -8095341.23394966 -98846.6468061497 16551534.8997671
"result.40" 0.683922638743613 7 -8148214.59384477 -98992.1426909538 16657572.6113269
"result.41" 0.675463522744035 7 -8133752.18442953 -98476.4804749164 16627616.4680644
"result.42" 0.677597472593366 7 -8174393.34209832 -99016.1868916111 16709978.1962353
"result.43" 0.669130138252936 7 -8110724.09786506 -98819.4314414038 16582246.1968684
"result.44" 0.671040194192909 7 -8095182.50770648 -98967.5162301373 16551459.1861287
"result.45" 0.671609812636726 7 -8110420.84862111 -98804.1748808467 16581609.1852594
"result.46" 0.690430601944836 8 -8108790.42463795 -98856.9633125559 16578527.6917456
"result.47" 0.694227429442485 7 -8099171.21378311 -98915.9387930836 16559333.4434078
"result.48" 0.668407972072189 8 -8102993.6988819 -99153.5886696463 16567453.7133586
"result.49" 0.668156436674061 7 -8097644.12103638 -98842.9292962419 16556133.2389207
"result.50" 0.708407631841192 7 -8105776.28710605 -98788.6545264547 16572289.0215205
