"ARI" "" "" "" ""
"result.1" 0.964840552671241 7 -8098353.2819949 -99172.8559063323 16558211.4140579
"result.2" 0.954539801717368 7 -8151620.9810379 -99312.1297288321 16665025.3597889
"result.3" 0.960117731204348 7 -8138278.87103053 -99524.1333937218 16638765.147104
"result.4" 0.942258866057411 7 -8137006.11032736 -99096.1797585454 16635363.7184273
"result.5" 0.946217386994271 7 -8132336.50389521 -99420.5328895556 16626673.211825
"result.6" 0.948725794573617 7 -8129513.06435182 -98971.3056359691 16620127.878231
"result.7" 0.954087043122056 7 -8102470.92661315 -99264.664847823 16566630.3211774
"result.8" 0.937970149908147 7 -8160377.04816557 -99346.1199665248 16682605.4745197
"result.9" 0.95629695339435 7 -8091213.16387653 -98857.534686396 16543300.5353813
"result.10" 0.960952866144013 7 -8132903.91180713 -99070.5532322642 16627108.0683342
"result.11" 0.958220975542053 7 -8163708.43373837 -98860.697966776 16688297.4016658
"result.12" 0.949344468136437 7 -8116073.57435425 -99228.5133518513 16593763.3136677
"result.13" 0.946416084559894 7 -8119641.10016424 -99077.5291244429 16600596.3968328
"result.14" 0.944088845937416 7 -8143810.35024547 -99319.0721949975 16649417.9831364
"result.15" 0.953185965617692 7 -8122944.62737626 -99219.5656948227 16607487.5243976
"result.16" 0.961321564745055 7 -8103502.21376992 -99187.7841448164 16568539.1340849
"result.17" 0.951672039729702 7 -8110494.12390894 -98980.3245089044 16582108.0350911
"result.18" 0.937228838437189 7 -8105547.65164835 -98941.7787090293 16572137.9989702
"result.19" 0.948591064651607 7 -8093843.234917 -99191.5508762118 16549228.7098419
"result.20" 0.950901860585881 7 -8130428.33951311 -99155.4340145271 16622326.6853107
"result.21" 0.949459045735906 7 -8190847.56882806 -99470.2550975226 16743794.7861066
"result.22" 0.948142321392813 7 -8140017.37548544 -99094.7445378956 16641383.3783021
"result.23" 0.965761620415566 7 -8125498.48156893 -98998.3760274291 16612152.8534482
"result.24" 0.951622086835727 7 -8109161.75205169 -99117.111446133 16579716.8652511
"result.25" 0.955329701254126 7 -8101063.88991918 -99038.0110033503 16563362.9401005
"result.26" 0.946263461371794 7 -8120991.35725273 -99000.1718901849 16603142.1965413
"result.27" 0.950685924366219 7 -8093359.00357623 -99086.8756873283 16548050.8967826
"result.28" 0.940993743205981 7 -8075736.74010379 -99355.2039362743 16513343.0263356
"result.29" 0.949183079007205 7 -8129968.51176851 -99086.1671490809 16621268.4960906
"result.30" 0.95605304334126 7 -8091514.3075088 -99089.5414000703 16544366.8360732
"result.31" 0.960266999665794 7 -8148594.38132877 -99171.0024067589 16658689.9057265
"result.32" 0.952082029754142 7 -8123114.02986018 -98981.7745446168 16607350.7470651
"result.33" 0.953483611295018 7 -8097693.88999273 -98924.7441161657 16556396.4064732
"result.34" 0.952207877661747 7 -8133576.5795992 -98936.6266230738 16628185.5507
"result.35" 0.956314229698787 7 -8111573.77401787 -99076.8279281826 16584460.3421476
"result.36" 0.943108487888767 7 -8105990.41984432 -99260.5756494107 16573661.1292429
"result.37" 0.958849699459445 7 -8147747.59283166 -99235.2792933384 16657124.8825055
"result.38" 0.964286094391345 7 -8113508.61319811 -98902.2741796851 16587980.913011
"result.39" 0.954063903111564 7 -8095328.6275486 -99197.5515871447 16552211.496527
"result.40" 0.959686839226834 7 -8148183.23806976 -99291.2622226096 16658108.1388402
"result.41" 0.938719654096947 7 -8133666.11480112 -98752.2355639228 16627995.8389856
"result.42" 0.961608992772705 7 -8174420.54431774 -99420.3337481039 16710840.8943872
"result.43" 0.952761224669566 7 -8110717.95678966 -99304.371853631 16583203.7955421
"result.44" 0.963690358064698 7 -8095198.9361195 -99320.6001922886 16552198.210879
"result.45" 0.94275543241975 7 -8110467.50707748 -98845.8767033212 16581785.9058171
"result.46" 0.949707900161138 7 -8108726.18607378 -99137.8340689852 16578887.178541
"result.47" 0.959947476186659 7 -8099125.49179696 -99212.2927220973 16559834.7072936
"result.48" 0.93874881111132 7 -8102935.97022871 -99260.7058304202 16567552.4903737
"result.49" 0.958772442411947 7 -8097616.30690284 -99009.3441138738 16556410.4402889
"result.50" 0.970281542600116 7 -8105744.37445538 -98966.1295256012 16572580.1462174
