"ARI" "" "" "" ""
"result.1" 0.97442092866578 5 -8098377.97597468 -99231.0840145445 16558229.7030557
"result.2" 0.92302078243293 5 -8151621.94696958 -99260.8371635619 16664777.1513436
"result.3" 0.964210883942528 5 -8138346.75592659 -99418.5164308026 16638542.1277921
"result.4" 0.946306581674243 5 -8136958.51657007 -99194.0732312391 16635316.7626799
"result.5" 0.966259504266279 5 -8132422.30205187 -99321.0329798664 16626498.2531408
"result.6" 0.973397852070223 5 -8129475.61582228 -99029.8293726258 16620022.4734671
"result.7" 0.9761892628317 5 -8102425.77261588 -99362.1901416708 16566587.5085924
"result.8" 0.935183490013826 5 -8160398.09207399 -99188.9531259071 16682185.6734771
"result.9" 0.977821688918888 5 -8091205.80869608 -98989.6732184285 16543402.5469063
"result.10" 0.973105673213593 5 -8132895.44278217 -99088.6618333745 16626979.7923084
"result.11" 0.975535293873643 5 -8163746.55699298 -99087.8047075418 16688680.3064783
"result.12" 0.967419122623214 5 -8116167.04060172 -99182.1093665288 16593709.8830138
"result.13" 0.831304937095045 4 -8119459.9240284 -99330.7563200264 16600519.1661851
"result.14" 0.96859791424399 5 -8143767.97045538 -99143.3719166207 16648834.2678213
"result.15" 0.974067321069427 5 -8122999.98453038 -99197.5862185738 16607406.7245752
"result.16" 0.959669218254093 5 -8103554.61773204 -99187.5976148283 16568496.013771
"result.17" 0.978083458216841 5 -8110549.7750584 -98900.3872103151 16581911.9076147
"result.18" 0.952162284728133 5 -8105493.01029033 -99005.1294637566 16572007.8625855
"result.19" 0.941408168705919 5 -8093860.52553043 -99245.3042131848 16549223.2425645
"result.20" 0.946133001796708 5 -8130427.83196736 -99269.5093148536 16622406.2656417
"result.21" 0.975784548065892 5 -8190911.76536709 -99383.1667224541 16743601.4472564
"result.22" 0.975009890879087 5 -8140087.17619992 -99276.0217572459 16641737.9789916
"result.23" 0.975609060941428 5 -8125479.62565801 -99060.0611095484 16612090.9566124
"result.24" 0.955562300546357 5 -8109125.82166916 -99131.4455991286 16579526.1176139
"result.25" 0.96811309694421 5 -8101146.46829217 -98999.9777464554 16563304.4751545
"result.26" 0.969278874831675 5 -8120963.03858478 -99123.7751651933 16603185.2105772
"result.27" 0.974883234749769 5 -8093418.80118096 -99069.3910023379 16547987.9674439
"result.28" 0.961103267363897 5 -8075746.87337393 -99368.0548299095 16513241.439485
"result.29" 0.970948510271395 5 -8129976.26646233 -99192.6692199136 16621349.4544418
"result.30" 0.969862970100079 5 -8091543.89471244 -99111.288151602 16544321.9488054
"result.31" 0.970866669036557 5 -8148589.91536229 -99147.4881872774 16658486.3901764
"result.32" 0.960668639781401 5 -8123119.67161017 -99064.3563977166 16607379.6390931
"result.33" 0.977329298176798 5 -8097759.78540522 -98983.9971985138 16556499.1482848
"result.34" 0.960687375279477 5 -8133680.7928367 -99014.2533343076 16628401.6754193
"result.35" 0.967835931044587 5 -8111493.6726244 -98979.2001869886 16583957.3287001
"result.36" 0.978153955132601 5 -8106023.57230643 -99315.6804964428 16573690.088683
"result.37" 0.976569360939026 5 -8147816.45262738 -99032.0899393209 16656708.6682107
"result.38" 0.911577909643143 5 -8113442.49931137 -99042.0990543771 16587980.7798088
"result.39" 0.95830497343969 5 -8095342.55000165 -99118.1323911099 16551932.9478628
"result.40" 0.964809417852249 5 -8148277.00492334 -99164.000147978 16657893.5932199
"result.41" 0.954389428306739 5 -8133660.27312895 -98742.3670863827 16627816.863508
"result.42" 0.93393033963316 5 -8174457.42891345 -99296.2348796491 16710518.9106635
"result.43" 0.984595947928944 5 -8110690.44101228 -99023.1967452798 16582438.8585924
"result.44" 0.97203647276613 5 -8095255.76140531 -99062.243711784 16551647.5933115
"result.45" 0.907467824681454 4 -8110283.43885105 -99447.66399462 16582400.0111796
"result.46" 0.946049223153919 5 -8108764.7315663 -99150.7781262385 16578842.6024624
"result.47" 0.983629001432878 5 -8099112.63652945 -99148.3653998576 16559533.5869359
"result.48" 0.926070960520201 5 -8102985.52566204 -99544.2879510464 16568071.2103035
"result.49" 0.951815288023748 5 -8097649.31150129 -99275.9603570281 16556862.1267939
"result.50" 0.977270729998916 5 -8105885.76177587 -98855.1144941077 16572493.3356173
